gp_code,extract_date,total_list,female_total,a0_14,a15_44,a45_64,a65_74,a75_84,a85plus,pct_0_14,pct_15_44,pct_45_64,pct_65_74,pct_75_84,pct_85plus,pct_female,pct_65plus
N82646,2026-07-01,9359,4009,1999,4884,1732,454,224,66,21.359,52.185,18.506,4.851,2.393,0.705,42.836,7.95
N82648,2026-07-01,2806,1309,485,1278,655,243,114,31,17.284,45.545,23.343,8.66,4.063,1.105,46.65,13.828
N82650,2026-07-01,5002,2488,1048,2253,1092,417,141,51,20.952,45.042,21.831,8.337,2.819,1.02,49.74,12.175
N82651,2026-07-01,4064,1825,596,1694,1004,429,265,76,14.665,41.683,24.705,10.556,6.521,1.87,44.906,18.947
N82655,2026-07-01,2285,1146,344,816,591,273,171,90,15.055,35.711,25.864,11.947,7.484,3.939,50.153,23.37
N82662,2026-07-01,8506,3847,2014,3966,1709,456,257,104,23.677,46.626,20.092,5.361,3.021,1.223,45.227,9.605
N82663,2026-07-01,4629,2393,909,1862,1055,437,281,85,19.637,40.225,22.791,9.44,6.07,1.836,51.696,17.347
N82664,2026-07-01,3012,1452,494,1216,809,284,148,61,16.401,40.372,26.859,9.429,4.914,2.025,48.207,16.368
N82668,2026-07-01,3682,1858,765,1760,773,210,137,37,20.777,47.8,20.994,5.703,3.721,1.005,50.462,10.429
N82669,2026-07-01,3421,1590,579,1411,835,346,187,63,16.925,41.245,24.408,10.114,5.466,1.842,46.478,17.422
N82671,2026-07-01,2657,1039,296,1414,653,182,94,18,11.14,53.218,24.577,6.85,3.538,0.677,39.104,11.065
N82676,2026-07-01,4073,2023,635,1541,1143,495,198,61,15.59,37.835,28.063,12.153,4.861,1.498,49.669,18.512
N82678,2026-07-01,3344,1635,657,1402,820,278,149,38,19.647,41.926,24.522,8.313,4.456,1.136,48.894,13.906
N83001,2026-07-01,14885,7523,2646,5982,3747,1378,860,272,17.776,40.188,25.173,9.258,5.778,1.827,50.541,16.863
N83002,2026-07-01,11690,5832,1759,4464,3194,1150,815,308,15.047,38.186,27.322,9.837,6.972,2.635,49.889,19.444
N83003,2026-07-01,7045,3460,1004,2363,2026,813,610,229,14.251,33.542,28.758,11.54,8.659,3.251,49.113,23.449
N83005,2026-07-01,8616,4439,1318,3254,2263,883,642,256,15.297,37.767,26.265,10.248,7.451,2.971,51.52,20.671
N83006,2026-07-01,3315,1587,462,1246,904,331,289,83,13.937,37.587,27.27,9.985,8.718,2.504,47.873,21.207
N83007,2026-07-01,3373,1655,512,1338,876,355,229,63,15.179,39.668,25.971,10.525,6.789,1.868,49.066,19.182
N83008,2026-07-01,8317,4073,1509,3402,1997,862,453,94,18.144,40.904,24.011,10.364,5.447,1.13,48.972,16.941
N83009,2026-07-01,11868,5923,1937,4669,2922,1519,639,182,16.321,39.341,24.621,12.799,5.384,1.534,49.907,19.717
N83010,2026-07-01,6777,3445,838,2166,1940,757,715,361,12.365,31.961,28.626,11.17,10.55,5.327,50.834,27.047
N83012,2026-07-01,10215,5108,1375,3562,2871,1193,914,300,13.461,34.87,28.106,11.679,8.948,2.937,50.005,23.563
N83013,2026-07-01,4702,2404,723,1701,1177,679,314,108,15.376,36.176,25.032,14.441,6.678,2.297,51.127,23.416
N83014,2026-07-01,10300,5306,1831,3976,2666,1053,520,254,17.777,38.602,25.883,10.223,5.049,2.466,51.515,17.738
N83017,2026-07-01,6450,3198,892,2729,1536,588,540,165,13.829,42.31,23.814,9.116,8.372,2.558,49.581,20.047
N83018,2026-07-01,8613,4451,1574,3404,2237,754,448,196,18.275,39.522,25.972,8.754,5.201,2.276,51.678,16.231
N83019,2026-07-01,7729,3902,913,2432,2156,955,968,305,11.813,31.466,27.895,12.356,12.524,3.946,50.485,28.826
N83020,2026-07-01,16834,8435,2431,5915,4499,1989,1541,459,14.441,35.137,26.726,11.815,9.154,2.727,50.107,23.696
N83021,2026-07-01,7954,3968,1290,3128,2034,723,614,165,16.218,39.326,25.572,9.09,7.719,2.074,49.887,18.884
N83023,2026-07-01,11413,5566,1736,4160,2960,1348,932,277,15.211,36.45,25.935,11.811,8.166,2.427,48.769,22.404
N83024,2026-07-01,7767,3960,1256,2809,1981,880,620,221,16.171,36.166,25.505,11.33,7.982,2.845,50.985,22.158
N83025,2026-07-01,14415,7118,2854,6217,3319,1222,621,182,19.799,43.129,23.025,8.477,4.308,1.263,49.379,14.048
N83026,2026-07-01,2600,1223,351,837,696,368,281,67,13.5,32.192,26.769,14.154,10.808,2.577,47.038,27.538
N83027,2026-07-01,6580,3393,999,2444,1601,686,634,216,15.182,37.143,24.331,10.426,9.635,3.283,51.565,23.343
N83028,2026-07-01,16642,8141,2553,6421,4439,1819,1023,387,15.341,38.583,26.673,10.93,6.147,2.325,48.918,19.403
N83030,2026-07-01,5390,2821,993,2085,1255,577,341,139,18.423,38.683,23.284,10.705,6.327,2.579,52.338,19.61
N83031,2026-07-01,7148,3560,1170,2929,1797,754,353,145,16.368,40.976,25.14,10.548,4.938,2.029,49.804,17.515
N83032,2026-07-01,12365,6334,2308,5026,2966,1234,651,180,18.666,40.647,23.987,9.98,5.265,1.456,51.225,16.7
N83033,2026-07-01,5401,2657,814,1987,1410,785,335,70,15.071,36.789,26.106,14.534,6.203,1.296,49.195,22.033
N83035,2026-07-01,7038,3574,981,2607,2031,726,510,183,13.939,37.042,28.858,10.315,7.246,2.6,50.781,20.162
N83041,2026-07-01,4786,2393,622,1416,1231,659,676,182,12.996,29.586,25.721,13.769,14.125,3.803,50.0,31.697
N83043,2026-07-01,3882,1943,615,1502,1045,413,216,91,15.842,38.691,26.919,10.639,5.564,2.344,50.052,18.547
N83045,2026-07-01,10340,5144,1985,4622,2377,778,449,129,19.197,44.7,22.988,7.524,4.342,1.248,49.749,13.114
N83047,2026-07-01,5466,2824,871,1868,1350,757,454,166,15.935,34.175,24.698,13.849,8.306,3.037,51.665,25.192
N83049,2026-07-01,4266,2269,527,1295,1259,549,470,166,12.353,30.356,29.512,12.869,11.017,3.891,53.188,27.778
N83050,2026-07-01,5109,2472,923,2141,1254,439,254,98,18.066,41.906,24.545,8.593,4.972,1.918,48.385,15.482
N83053,2026-07-01,9305,4789,1390,3548,2449,964,680,274,14.938,38.13,26.319,10.36,7.308,2.945,51.467,20.613
N83054,2026-07-01,4241,2173,637,1656,1076,481,299,92,15.02,39.047,25.371,11.342,7.05,2.169,51.238,20.561
N83601,2026-07-01,8162,4224,1745,3570,1800,706,275,66,21.38,43.739,22.053,8.65,3.369,0.809,51.752,12.828
N83603,2026-07-01,8091,4154,1402,3409,2009,661,444,166,17.328,42.133,24.83,8.17,5.488,2.052,51.341,15.709
N83605,2026-07-01,6435,3219,1295,2556,1613,617,267,87,20.124,39.72,25.066,9.588,4.149,1.352,50.023,15.089
N83608,2026-07-01,15452,7646,2864,6433,3863,1480,641,171,18.535,41.632,25.0,9.578,4.148,1.107,49.482,14.833
N83609,2026-07-01,4996,2590,995,1943,1229,462,258,109,19.916,38.891,24.6,9.247,5.164,2.182,51.841,16.593
N83610,2026-07-01,2362,1231,428,959,527,282,108,58,18.12,40.601,22.312,11.939,4.572,2.456,52.117,18.967
N83614,2026-07-01,6560,3364,1230,2495,1663,602,393,177,18.75,38.034,25.351,9.177,5.991,2.698,51.28,17.866
N83619,2026-07-01,5572,3035,975,2208,1258,585,360,186,17.498,39.627,22.577,10.499,6.461,3.338,54.469,20.298
N83620,2026-07-01,3894,1897,706,1723,932,309,179,45,18.13,44.248,23.934,7.935,4.597,1.156,48.716,13.688
N83621,2026-07-01,2824,1411,480,1128,713,314,150,39,16.997,39.943,25.248,11.119,5.312,1.381,49.965,17.812
N83622,2026-07-01,2555,1217,481,1060,683,232,75,24,18.826,41.487,26.732,9.08,2.935,0.939,47.632,12.955
N83633,2026-07-01,3825,1970,619,1482,957,430,234,103,16.183,38.745,25.02,11.242,6.118,2.693,51.503,20.052
N83637,2026-07-01,3210,1575,475,1148,852,412,243,80,14.798,35.763,26.542,12.835,7.57,2.492,49.065,22.897
N84001,2026-07-01,9070,4678,1264,2945,2454,1311,812,284,13.936,32.47,27.056,14.454,8.953,3.131,51.577,26.538
N84002,2026-07-01,2470,1192,410,1035,624,224,132,45,16.599,41.903,25.263,9.069,5.344,1.822,48.259,16.235
N84003,2026-07-01,10100,5160,1314,3096,2767,1265,1131,527,13.01,30.653,27.396,12.525,11.198,5.218,51.089,28.941
N84004,2026-07-01,7769,4067,1391,3044,1891,862,401,180,17.904,39.181,24.34,11.095,5.162,2.317,52.349,18.574
N84005,2026-07-01,12447,6425,1855,4553,3239,1441,961,398,14.903,36.579,26.022,11.577,7.721,3.198,51.619,22.495
N84006,2026-07-01,11633,6034,1326,3429,3211,1611,1435,621,11.399,29.476,27.603,13.849,12.336,5.338,51.87,31.522
N84007,2026-07-01,6151,3067,994,2212,1598,705,471,171,16.16,35.962,25.98,11.462,7.657,2.78,49.862,21.899
N84008,2026-07-01,9592,4943,1247,3009,2631,1324,960,421,13.0,31.37,27.429,13.803,10.008,4.389,51.533,28.201
N84010,2026-07-01,5694,2833,921,1882,1440,737,529,185,16.175,33.052,25.29,12.943,9.29,3.249,49.754,25.483
N84011,2026-07-01,6492,3227,851,2282,1799,839,529,192,13.108,35.151,27.711,12.924,8.148,2.957,49.707,24.03
N84012,2026-07-01,11465,5902,1303,3365,3045,1731,1494,527,11.365,29.35,26.559,15.098,13.031,4.597,51.478,32.726
N84013,2026-07-01,10856,5499,1519,3547,2954,1380,1039,417,13.992,32.673,27.211,12.712,9.571,3.841,50.654,26.124
N84014,2026-07-01,3767,1905,520,1276,1045,493,324,109,13.804,33.873,27.741,13.087,8.601,2.894,50.571,24.582
N84015,2026-07-01,5739,2970,878,2256,1483,634,360,128,15.299,39.31,25.841,11.047,6.273,2.23,51.751,19.55
N84016,2026-07-01,5548,2797,865,2098,1488,638,346,113,15.591,37.815,26.82,11.5,6.236,2.037,50.415,19.773
N84017,2026-07-01,9528,4777,1191,2929,2484,1398,1080,446,12.5,30.741,26.071,14.673,11.335,4.681,50.136,30.688
N84018,2026-07-01,14909,7679,2104,4514,3878,1855,1810,748,14.112,30.277,26.011,12.442,12.14,5.017,51.506,29.6
N84019,2026-07-01,6428,3042,1121,2651,1609,580,358,109,17.439,41.241,25.031,9.023,5.569,1.696,47.324,16.288
N84020,2026-07-01,10473,5487,1437,3383,2921,1365,968,399,13.721,32.302,27.891,13.034,9.243,3.81,52.392,26.086
N84021,2026-07-01,15867,7491,1984,6130,4221,1710,1209,613,12.504,38.634,26.602,10.777,7.62,3.863,47.211,22.26
N84023,2026-07-01,7910,4010,1300,3208,2011,752,494,145,16.435,40.556,25.424,9.507,6.245,1.833,50.695,17.585
N84024,2026-07-01,9225,4828,813,2339,2554,1514,1395,610,8.813,25.355,27.686,16.412,15.122,6.612,52.336,38.146
N84025,2026-07-01,10244,5395,1536,3503,2352,1408,997,448,14.994,34.196,22.96,13.745,9.733,4.373,52.665,27.85
N84027,2026-07-01,5756,2801,1036,2799,1306,383,185,47,17.999,48.628,22.689,6.654,3.214,0.817,48.662,10.685
N84028,2026-07-01,7443,3767,1283,2981,1900,744,415,120,17.238,40.051,25.527,9.996,5.576,1.612,50.611,17.184
N84029,2026-07-01,5766,2972,980,2250,1465,640,308,123,16.996,39.022,25.408,11.1,5.342,2.133,51.544,18.574
N84034,2026-07-01,7995,3902,1363,3586,1855,688,378,125,17.048,44.853,23.202,8.605,4.728,1.563,48.806,14.897
N84035,2026-07-01,3520,1741,415,1208,1014,491,270,122,11.79,34.318,28.807,13.949,7.67,3.466,49.46,25.085
N84038,2026-07-01,6253,3129,1014,2596,1562,625,338,118,16.216,41.516,24.98,9.995,5.405,1.887,50.04,17.288
N84041,2026-07-01,6139,3121,1027,2343,1490,758,399,122,16.729,38.166,24.271,12.347,6.499,1.987,50.839,20.834
N84605,2026-07-01,8612,4220,1778,3637,2121,661,309,106,20.646,42.232,24.628,7.675,3.588,1.231,49.001,12.494
N84613,2026-07-01,4553,2384,585,1356,1166,687,567,192,12.849,29.783,25.609,15.089,12.453,4.217,52.361,31.759
N84614,2026-07-01,3329,1762,430,1000,809,558,412,120,12.917,30.039,24.302,16.762,12.376,3.605,52.929,32.743
N84615,2026-07-01,3551,1754,575,1590,892,284,148,62,16.193,44.776,25.12,7.998,4.168,1.746,49.395,13.912
N84617,2026-07-01,5286,2690,1009,2085,1304,489,303,96,19.088,39.444,24.669,9.251,5.732,1.816,50.889,16.799
N84621,2026-07-01,7922,3935,1306,2708,2070,955,589,294,16.486,34.183,26.13,12.055,7.435,3.711,49.672,23.201
N84625,2026-07-01,5957,3055,932,2167,1717,604,372,165,15.645,36.377,28.823,10.139,6.245,2.77,51.284,19.154
N84626,2026-07-01,1603,802,170,484,443,264,175,67,10.605,30.193,27.636,16.469,10.917,4.18,50.031,31.566
N85002,2026-07-01,18943,9757,2436,5667,5246,2490,2107,997,12.86,29.916,27.694,13.145,11.123,5.263,51.507,29.531
N85005,2026-07-01,11237,5705,1634,3982,2975,1265,975,406,14.541,35.437,26.475,11.257,8.677,3.613,50.77,23.547
N85006,2026-07-01,9514,4934,1301,3052,2636,1096,1017,412,13.675,32.079,27.707,11.52,10.69,4.33,51.86,26.54
N85007,2026-07-01,20814,10750,2618,6143,5490,3055,2490,1018,12.578,29.514,26.376,14.678,11.963,4.891,51.648,31.532
N85008,2026-07-01,13850,7064,1910,4097,3605,1873,1665,700,13.791,29.581,26.029,13.523,12.022,5.054,51.004,30.599
N85012,2026-07-01,9143,4651,1288,3204,2498,1148,734,271,14.087,35.043,27.321,12.556,8.028,2.964,50.87,23.548
N85013,2026-07-01,7694,3990,1008,2409,2025,1020,888,344,13.101,31.31,26.319,13.257,11.541,4.471,51.859,29.27
N85015,2026-07-01,7999,3984,1174,3119,2166,868,518,154,14.677,38.992,27.078,10.851,6.476,1.925,49.806,19.252
N85016,2026-07-01,8616,4272,1440,3592,2081,861,510,132,16.713,41.69,24.153,9.993,5.919,1.532,49.582,17.444
N85017,2026-07-01,5594,2753,898,2324,1433,546,304,89,16.053,41.545,25.617,9.76,5.434,1.591,49.213,16.786
N85018,2026-07-01,6111,3161,835,2075,1618,797,590,196,13.664,33.955,26.477,13.042,9.655,3.207,51.726,25.904
N85019,2026-07-01,8805,4193,1544,3842,2085,754,454,126,17.535,43.634,23.68,8.563,5.156,1.431,47.621,15.15
N85020,2026-07-01,15658,7843,2605,6374,3978,1457,886,358,16.637,40.708,25.406,9.305,5.658,2.286,50.089,17.25
N85021,2026-07-01,3067,1365,336,1363,810,296,185,77,10.955,44.441,26.41,9.651,6.032,2.511,44.506,18.194
N85022,2026-07-01,4438,2206,685,1687,1161,461,374,70,15.435,38.013,26.16,10.388,8.427,1.577,49.707,20.392
N85023,2026-07-01,5670,2920,844,2068,1516,646,409,187,14.885,36.473,26.737,11.393,7.213,3.298,51.499,21.905
N85024,2026-07-01,9424,4716,1636,3975,2254,909,474,176,17.36,42.18,23.918,9.646,5.03,1.868,50.042,16.543
N85025,2026-07-01,5830,2919,803,2060,1542,796,476,153,13.774,35.334,26.449,13.654,8.165,2.624,50.069,24.443
N85027,2026-07-01,8945,4467,1511,3551,2267,905,567,144,16.892,39.698,25.344,10.117,6.339,1.61,49.939,18.066
N85028,2026-07-01,13345,6881,1961,4654,3431,1654,1259,386,14.695,34.874,25.71,12.394,9.434,2.892,51.562,24.721
N85031,2026-07-01,3722,1712,637,1543,878,393,205,66,17.114,41.456,23.589,10.559,5.508,1.773,45.997,17.84
N85032,2026-07-01,6489,3341,804,1817,1689,1002,844,333,12.39,28.001,26.029,15.442,13.007,5.132,51.487,33.58
N85037,2026-07-01,6067,3130,1238,2530,1390,491,275,143,20.405,41.701,22.911,8.093,4.533,2.357,51.591,14.983
N85038,2026-07-01,4170,1986,678,1685,1076,440,229,62,16.259,40.408,25.803,10.552,5.492,1.487,47.626,17.53
N85044,2026-07-01,20694,10692,3222,7674,5547,2143,1495,613,15.57,37.083,26.805,10.356,7.224,2.962,51.667,20.542
N85046,2026-07-01,5054,2619,739,1742,1274,663,471,165,14.622,34.468,25.208,13.118,9.319,3.265,51.82,25.702
N85047,2026-07-01,7001,3580,1144,2595,1694,725,578,265,16.341,37.066,24.197,10.356,8.256,3.785,51.136,22.397
N85048,2026-07-01,5173,2627,709,1792,1423,673,433,143,13.706,34.641,27.508,13.01,8.37,2.764,50.783,24.145
N85051,2026-07-01,17501,8781,2741,6607,4621,1785,1317,430,15.662,37.752,26.404,10.199,7.525,2.457,50.174,20.182
N85052,2026-07-01,4908,2567,682,1790,1303,578,403,152,13.896,36.471,26.548,11.777,8.211,3.097,52.302,23.085
N85054,2026-07-01,5109,2641,751,1814,1390,571,443,140,14.7,35.506,27.207,11.176,8.671,2.74,51.693,22.588
N85057,2026-07-01,1889,898,221,630,519,251,203,65,11.699,33.351,27.475,13.287,10.746,3.441,47.538,27.475
N85059,2026-07-01,8318,4276,1111,2616,2365,1176,789,261,13.357,31.45,28.432,14.138,9.485,3.138,51.407,26.761
N85616,2026-07-01,4576,2293,764,1771,1153,448,329,111,16.696,38.702,25.197,9.79,7.19,2.426,50.109,19.406
N85617,2026-07-01,4916,2568,740,1563,1188,682,534,209,15.053,31.794,24.166,13.873,10.862,4.251,52.238,28.987
N85620,2026-07-01,6406,3217,781,2139,1761,973,572,180,12.192,33.391,27.49,15.189,8.929,2.81,50.219,26.928
N85625,2026-07-01,16475,8329,2974,6592,4011,1660,956,282,18.052,40.012,24.346,10.076,5.803,1.712,50.555,17.59
N85629,2026-07-01,4756,2212,815,2036,1178,392,263,72,17.136,42.809,24.769,8.242,5.53,1.514,46.51,15.286
N85633,2026-07-01,5151,2681,1024,2081,1247,450,272,77,19.88,40.4,24.209,8.736,5.281,1.495,52.048,15.512
N85634,2026-07-01,1887,890,347,713,436,196,134,61,18.389,37.785,23.105,10.387,7.101,3.233,47.165,20.721
N85640,2026-07-01,2840,1402,611,1292,627,201,90,19,21.514,45.493,22.077,7.077,3.169,0.669,49.366,10.915
N85643,2026-07-01,4115,2057,676,1644,1052,378,278,87,16.428,39.951,25.565,9.186,6.756,2.114,49.988,18.056
N85648,2026-07-01,4232,2131,686,1621,1129,495,244,57,16.21,38.303,26.678,11.697,5.766,1.347,50.354,18.809
P81002,2026-07-01,63715,30110,7628,34162,12781,4807,3208,1129,11.972,53.617,20.06,7.545,5.035,1.772,47.257,14.351
P81003,2026-07-01,8290,4190,911,2580,2345,1249,922,283,10.989,31.122,28.287,15.066,11.122,3.414,50.543,29.602
P81005,2026-07-01,12297,6050,2373,4965,2912,1039,713,295,19.297,40.376,23.681,8.449,5.798,2.399,49.199,16.646
P81006,2026-07-01,20694,10523,2782,6032,5471,2993,2476,940,13.444,29.149,26.438,14.463,11.965,4.542,50.85,30.97
P81008,2026-07-01,7287,3727,1132,2668,1847,826,640,174,15.535,36.613,25.347,11.335,8.783,2.388,51.146,22.506
P81010,2026-07-01,5629,2887,755,1753,1760,730,496,135,13.413,31.142,31.267,12.969,8.812,2.398,51.288,24.178
P81013,2026-07-01,15568,7875,2218,5927,4110,1768,1145,400,14.247,38.072,26.4,11.357,7.355,2.569,50.585,21.281
P81014,2026-07-01,9725,5096,1272,3258,2519,1193,1063,420,13.08,33.501,25.902,12.267,10.931,4.319,52.401,27.517
P81015,2026-07-01,13827,7105,2393,5264,3266,1366,1106,432,17.307,38.07,23.62,9.879,7.999,3.124,51.385,21.002
P81016,2026-07-01,12553,6002,2153,5052,3285,1185,675,203,17.151,40.245,26.169,9.44,5.377,1.617,47.813,16.434
P81017,2026-07-01,14824,7499,2106,4567,4337,1816,1476,522,14.207,30.808,29.257,12.25,9.957,3.521,50.587,25.729
P81018,2026-07-01,7907,4076,1042,2572,2309,938,770,276,13.178,32.528,29.202,11.863,9.738,3.491,51.549,25.092
P81020,2026-07-01,24739,12182,4355,10064,5920,2326,1558,516,17.604,40.681,23.93,9.402,6.298,2.086,49.242,17.786
P81022,2026-07-01,11293,5573,1869,4416,2932,1058,773,245,16.55,39.104,25.963,9.369,6.845,2.169,49.349,18.383
P81025,2026-07-01,12749,6398,2170,4685,3165,1382,1028,319,17.021,36.748,24.825,10.84,8.063,2.502,50.184,21.406
P81027,2026-07-01,15399,7704,2590,5849,4052,1605,1024,279,16.819,37.983,26.313,10.423,6.65,1.812,50.029,18.884
P81029,2026-07-01,23948,12344,2982,6757,6392,3571,3128,1118,12.452,28.215,26.691,14.911,13.062,4.668,51.545,32.642
P81031,2026-07-01,6667,3233,728,2082,1866,1017,702,272,10.919,31.228,27.989,15.254,10.529,4.08,48.493,29.864
P81032,2026-07-01,14390,7377,2715,5582,3382,1328,1021,362,18.867,38.791,23.502,9.229,7.095,2.516,51.265,18.839
P81033,2026-07-01,8132,4053,1187,2812,2172,950,770,241,14.597,34.579,26.709,11.682,9.469,2.964,49.84,24.115
P81035,2026-07-01,8505,4055,2003,4159,1594,432,229,88,23.551,48.901,18.742,5.079,2.693,1.035,47.678,8.807
P81036,2026-07-01,18643,9261,3034,7352,4709,1756,1371,421,16.274,39.436,25.259,9.419,7.354,2.258,49.675,19.031
P81037,2026-07-01,12775,6624,1356,3419,3444,2160,1648,748,10.614,26.763,26.959,16.908,12.9,5.855,51.851,35.663
P81038,2026-07-01,9879,4983,1664,3843,2477,933,733,229,16.844,38.901,25.073,9.444,7.42,2.318,50.44,19.182
P81039,2026-07-01,5538,2770,1056,2269,1480,426,256,51,19.068,40.971,26.724,7.692,4.623,0.921,50.018,13.236
P81040,2026-07-01,10289,5281,1317,3076,2907,1285,1247,457,12.8,29.896,28.253,12.489,12.12,4.442,51.327,29.05
P81041,2026-07-01,9677,4992,1270,3327,2473,1284,979,344,13.124,34.38,25.555,13.269,10.117,3.555,51.586,26.94
P81042,2026-07-01,14788,7016,2690,5938,3701,1419,776,264,18.19,40.154,25.027,9.596,5.247,1.785,47.444,16.628
P81043,2026-07-01,6528,2886,901,2747,1718,667,395,100,13.802,42.08,26.317,10.218,6.051,1.532,44.21,17.8
P81044,2026-07-01,16714,8426,2509,6154,4385,1734,1449,483,15.011,36.819,26.235,10.375,8.669,2.89,50.413,21.934
P81045,2026-07-01,4573,2313,586,1493,1185,596,491,222,12.814,32.648,25.913,13.033,10.737,4.855,50.579,28.625
P81047,2026-07-01,15976,8042,2678,6105,3919,1696,1208,370,16.763,38.214,24.531,10.616,7.561,2.316,50.338,20.493
P81051,2026-07-01,14792,7494,2355,5950,3774,1458,991,264,15.921,40.224,25.514,9.857,6.7,1.785,50.663,18.341
P81053,2026-07-01,8297,4167,1350,3141,2079,900,664,163,16.271,37.857,25.057,10.847,8.003,1.965,50.223,20.815
P81054,2026-07-01,9371,4745,1444,3686,2513,904,588,236,15.409,39.334,26.817,9.647,6.275,2.518,50.635,18.44
P81055,2026-07-01,15126,7644,2485,5218,3966,1786,1224,447,16.429,34.497,26.22,11.807,8.092,2.955,50.536,22.855
P81057,2026-07-01,14172,7247,2107,5170,3780,1528,1195,392,14.867,36.48,26.672,10.782,8.432,2.766,51.136,21.98
P81058,2026-07-01,10233,5081,1939,4107,2541,866,584,196,18.948,40.135,24.831,8.463,5.707,1.915,49.653,16.085
P81059,2026-07-01,7763,3905,1049,2163,2219,1193,881,258,13.513,27.863,28.584,15.368,11.349,3.323,50.303,30.04
P81061,2026-07-01,4362,2125,611,1570,1224,477,334,146,14.007,35.993,28.061,10.935,7.657,3.347,48.716,21.939
P81062,2026-07-01,7683,3920,1055,2681,2176,897,659,215,13.732,34.895,28.322,11.675,8.577,2.798,51.022,23.051
P81063,2026-07-01,10957,5003,1489,4174,3173,1142,702,277,13.589,38.094,28.959,10.423,6.407,2.528,45.66,19.357
P81065,2026-07-01,15029,7568,2296,5331,3925,1789,1322,366,15.277,35.471,26.116,11.904,8.796,2.435,50.356,23.135
P81066,2026-07-01,8257,4166,1498,3199,2114,791,510,145,18.142,38.743,25.603,9.58,6.177,1.756,50.454,17.512
P81067,2026-07-01,12665,6444,1950,4536,3602,1326,871,380,15.397,35.815,28.441,10.47,6.877,3.0,50.88,20.347
P81069,2026-07-01,11796,5987,1731,3917,3298,1428,1020,402,14.674,33.206,27.959,12.106,8.647,3.408,50.754,24.161
P81070,2026-07-01,8307,4226,1648,3192,1808,810,630,219,19.839,38.425,21.765,9.751,7.584,2.636,50.873,19.971
P81071,2026-07-01,7257,3565,1462,3390,1515,527,285,78,20.146,46.714,20.876,7.262,3.927,1.075,49.125,12.264
P81072,2026-07-01,13576,6891,1802,4640,3821,1654,1184,475,13.273,34.178,28.145,12.183,8.721,3.499,50.759,24.403
P81073,2026-07-01,13147,6725,1555,3915,3467,1922,1676,612,11.828,29.779,26.371,14.619,12.748,4.655,51.152,32.023
P81074,2026-07-01,13336,6838,1869,4617,3599,1662,1180,409,14.015,34.621,26.987,12.463,8.848,3.067,51.275,24.378
P81076,2026-07-01,10615,5375,1459,3712,2843,1312,953,336,13.745,34.969,26.783,12.36,8.978,3.165,50.636,24.503
P81077,2026-07-01,10764,5611,1160,2731,3047,1686,1522,618,10.777,25.372,28.307,15.663,14.14,5.741,52.127,35.544
P81078,2026-07-01,12031,5973,1778,4175,3220,1467,1058,333,14.778,34.702,26.764,12.194,8.794,2.768,49.647,23.755
P81079,2026-07-01,12873,6638,1641,4069,3474,1727,1503,459,12.748,31.609,26.987,13.416,11.676,3.566,51.565,28.657
P81081,2026-07-01,6169,3182,869,2261,1697,667,493,182,14.087,36.651,27.509,10.812,7.992,2.95,51.58,21.754
P81082,2026-07-01,11063,5607,1645,3945,2783,1362,1010,318,14.869,35.659,25.156,12.311,9.13,2.874,50.682,24.315
P81083,2026-07-01,8679,4400,1273,3052,2241,975,843,295,14.668,35.165,25.821,11.234,9.713,3.399,50.697,24.346
P81084,2026-07-01,8262,4151,1122,2667,2379,959,791,344,13.58,32.28,28.794,11.607,9.574,4.164,50.242,25.345
P81086,2026-07-01,9569,4883,1525,3494,2278,1109,827,336,15.937,36.514,23.806,11.59,8.642,3.511,51.029,23.743
P81087,2026-07-01,11658,5915,1251,2785,3177,2181,1724,540,10.731,23.889,27.252,18.708,14.788,4.632,50.738,38.128
P81088,2026-07-01,6831,3400,1091,2451,1865,709,544,171,15.971,35.881,27.302,10.379,7.964,2.503,49.773,20.846
P81089,2026-07-01,12588,6244,1824,4591,3221,1544,1041,367,14.49,36.471,25.588,12.266,8.27,2.915,49.603,23.451
P81092,2026-07-01,7618,3842,753,2146,2068,1228,1046,377,9.884,28.17,27.146,16.12,13.731,4.949,50.433,34.799
P81095,2026-07-01,8553,4259,1752,3382,1953,697,591,178,20.484,39.542,22.834,8.149,6.91,2.081,49.795,17.14
P81096,2026-07-01,6968,3612,871,1964,2073,952,847,261,12.5,28.186,29.75,13.662,12.156,3.746,51.837,29.564
P81099,2026-07-01,10815,5526,1709,3805,2935,1201,913,252,15.802,35.183,27.138,11.105,8.442,2.33,51.096,21.877
P81100,2026-07-01,15706,7941,2223,5457,4096,1938,1447,545,14.154,34.745,26.079,12.339,9.213,3.47,50.56,25.022
P81103,2026-07-01,11817,6130,2277,4481,2906,1119,721,313,19.269,37.92,24.592,9.469,6.101,2.649,51.874,18.22
P81107,2026-07-01,8113,4101,1191,2839,2217,957,708,201,14.68,34.993,27.327,11.796,8.727,2.478,50.549,23.0
P81112,2026-07-01,16750,8530,2489,7248,3940,1602,1093,378,14.86,43.272,23.522,9.564,6.525,2.257,50.925,18.346
P81113,2026-07-01,8001,4181,983,2322,2256,1218,901,321,12.286,29.021,28.196,15.223,11.261,4.012,52.256,30.496
P81115,2026-07-01,16891,8110,3036,7000,4263,1572,816,204,17.974,41.442,25.238,9.307,4.831,1.208,48.014,15.345
