gp_code,gp_name,postcode,pcn_name,region,list_size,wd_total,clin,adm,unk,unk_share,clin_of_cat,category,oc_rate_12m,supplier,satisfaction,continuity
C81653,BROOK MEDICAL CENTRE,DE22 1FT,GREATER DERBY PCN,MIDLANDS,4554.5,113.0,0.0,0.0,113.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,74.4,69.5
C83030,BILLINGHAY MEDICAL PRACTICE,LN4 4AU,K2 HEALTHCARE SLEAFORD PCN,MIDLANDS,5172.0,1976.0,0.0,0.0,1976.0,100.0,,no split (uncategorised),201.2,EVERGREEN HEALTH SOLUTIONS,89.7,33.8
C83048,ST. JOHNS MEDICAL CENTRE,NG31 6HR,GRANTHAM AND RURAL PCN,MIDLANDS,13519.2,5127.0,0.0,0.0,5127.0,100.0,,no split (uncategorised),174.2,EVERGREEN HEALTH SOLUTIONS,58.8,34.8
C83052,THE INGHAM SURGERY,LN1 2XF,IMP PCN,MIDLANDS,3907.2,1160.0,0.0,0.0,1160.0,100.0,,no split (uncategorised),181.0,EVERGREEN HEALTH SOLUTIONS,95.1,40.3
C83060,THE SIDINGS MEDICAL PRACTICE,PE21 8EG,BOSTON PCN,MIDLANDS,16318.2,4014.0,0.0,0.0,4014.0,100.0,,no split (uncategorised),171.6,EVERGREEN HEALTH SOLUTIONS,50.1,11.1
C83078,BRANT ROAD & SPRINGCLIFFE SURGERY,LN5 9AB,SOUTH LINCOLN PCN,MIDLANDS,9005.1,3804.0,0.0,0.0,3804.0,100.0,,no split (uncategorised),232.4,EVERGREEN HEALTH SOLUTIONS,81.0,51.0
C83079,GLEBE PARK SURGERY,LN2 4WA,IMP PCN,MIDLANDS,6077.8,2839.0,0.0,0.0,2839.0,100.0,,no split (uncategorised),180.8,EVERGREEN HEALTH SOLUTIONS,82.2,38.9
C84004,ST ALBANS MEDICAL CENTRE,NG6 8AQ,BULWELL AND TOP VALLEY PCN,MIDLANDS,9704.2,2404.0,0.0,0.0,2404.0,100.0,,no split (uncategorised),34.3,EVERGREEN HEALTH SOLUTIONS,42.7,26.9
C84705,HICKINGS LANE MEDICAL CTR,NG9 8PN,NOTTINGHAM WEST PCN,MIDLANDS,7759.7,1823.0,0.0,0.0,1823.0,100.0,,no split (uncategorised),40.7,EVERGREEN HEALTH SOLUTIONS,80.6,37.9
M87005,THREE VILLAGES MEDICAL PRACTICE,DY8 4HZ,BRIERLEY HILL PCN,MIDLANDS,12833.2,3748.0,0.0,0.0,3748.0,100.0,,no split (uncategorised),1.6,SILICON PRACTICE LTD,69.4,17.2
M87009,AW SURGERIES,DY5 3EE,BRIERLEY HILL PCN,MIDLANDS,16807.2,5791.0,0.0,0.0,5791.0,100.0,,no split (uncategorised),2.0,SILICON PRACTICE LTD,69.0,16.3
M87010,THE WATERFRONT SURGERY,DY5 1RU,BRIERLEY HILL PCN,MIDLANDS,9087.8,1268.0,0.0,0.0,1268.0,100.0,,no split (uncategorised),0.8,SILICON PRACTICE LTD,74.6,32.7
M87017,STEPPINGSTONES MEDICAL PRACTICE,DY1 1RT,DUDLEY AND NETHERTON PCN,MIDLANDS,8654.2,242.0,0.0,0.0,242.0,100.0,,no split (uncategorised),0.0,SILICON PRACTICE LTD,67.2,29.3
M87018,THE SUMMERHILL SURGERY,DY6 9JG,KINGSWINFORD & WORDSLEY PCN,MIDLANDS,7229.1,614.0,0.0,0.0,614.0,100.0,,no split (uncategorised),0.5,SILICON PRACTICE LTD,86.7,56.5
M87019,THE LIMES SURGERY MEDICAL CENTRE,DY9 8LL,"STOURBRIDGE, WOLLESCOTE & LYE PCN",MIDLANDS,6015.8,124.0,0.0,0.0,124.0,100.0,,no split (uncategorised),0.2,SILICON PRACTICE LTD,70.0,32.5
M87036,BEAN MEDICAL PRACTICE,DY2 8TH,DUDLEY AND NETHERTON PCN,MIDLANDS,3842.2,693.0,0.0,0.0,693.0,100.0,,no split (uncategorised),0.0,SILICON PRACTICE LTD,64.1,27.2
M87638,THORNS ROAD SURGERY,DY5 2JS,BRIERLEY HILL PCN,MIDLANDS,3879.8,1305.0,0.0,0.0,1305.0,100.0,,no split (uncategorised),0.6,SILICON PRACTICE LTD,83.1,56.4
N81068,GROSVENOR MEDICAL CENTRE,CW1 3HB,CREWE - GHR PCN,NORTH WEST,15301.0,2818.0,0.0,0.0,2818.0,100.0,,no split (uncategorised),0.7,SILICON PRACTICE LTD,63.1,40.4
P83005,TOWNSIDE SURGERY,BL9 0SN,BURY PCN,NORTH WEST,4639.3,1082.0,0.0,0.0,1082.0,100.0,,no split (uncategorised),123.2,EVERGREEN HEALTH SOLUTIONS,86.0,53.4
P83012,TOWER FAMILY HEALTHCARE,BL8 4AD,HORIZON PCN,NORTH WEST,48412.6,3808.0,0.0,0.0,3808.0,100.0,,no split (uncategorised),41.9,EVERGREEN HEALTH SOLUTIONS,72.6,33.7
P83015,RIBBLESDALE MEDICAL PRACTICE,BL9 0SN,HORIZON PCN,NORTH WEST,7365.9,880.0,0.0,0.0,880.0,100.0,,no split (uncategorised),32.2,EVERGREEN HEALTH SOLUTIONS,83.7,40.9
P83605,WHITTAKER LANE MED CENTRE,M25 1EX,PRESTWICH PCN,NORTH WEST,7608.6,2273.0,0.0,0.0,2273.0,100.0,,no split (uncategorised),89.4,EVERGREEN HEALTH SOLUTIONS,73.3,24.9
P83620,GARDEN CITY MEDICAL CENTRE,BL0 9TN,HORIZON PCN,NORTH WEST,5021.4,177.0,0.0,0.0,177.0,100.0,,no split (uncategorised),15.4,EVERGREEN HEALTH SOLUTIONS,93.3,74.3
P83623,LONGFIELD MEDICAL PRACTICE,M25 1BT,PRESTWICH PCN,NORTH WEST,5032.0,721.0,0.0,0.0,721.0,100.0,,no split (uncategorised),89.8,EVERGREEN HEALTH SOLUTIONS,73.9,33.3
P84009,AILSA CRAIG MEDICAL CENTRE,M13 0YL,ARDWICK AND LONGSIGHT PCN,NORTH WEST,11786.8,3470.0,0.0,0.0,3470.0,100.0,,no split (uncategorised),1.0,SILICON PRACTICE LTD,78.3,39.0
P84022,KINGSWAY MEDICAL PRACTICE,M19 1UG,DIDSBURY CHORLTON PARK & BURNAGE PCN,NORTH WEST,6331.2,236.0,0.0,0.0,236.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,54.5,19.8
P84027,WEST POINT MEDICAL CENTRE,M19 2AF,GORTON AND LEVENSHULME PCN,NORTH WEST,8084.8,725.0,0.0,0.0,725.0,100.0,,no split (uncategorised),0.3,"Engage Health Systems Limited, SILICON PRACTICE LTD",72.6,25.7
P84038,ASHVILLE SURGERY,M16 9RT,WEST CENTRAL MANCHESTER PCN,NORTH WEST,13428.6,6675.0,0.0,0.0,6675.0,100.0,,no split (uncategorised),260.7,EVERGREEN HEALTH SOLUTIONS,80.6,45.9
P84056,PRINCESS ROAD SURGERY,M20 1BH,WEST CENTRAL MANCHESTER PCN,NORTH WEST,4491.1,1438.0,0.0,0.0,1438.0,100.0,,no split (uncategorised),171.5,EVERGREEN HEALTH SOLUTIONS,69.5,33.5
P84072,THE ROBERT DARBISHIRE PRACTICE,M14 5NP,BETTER HEALTH MCR PCN,NORTH WEST,33510.8,10024.0,0.0,0.0,10024.0,100.0,,no split (uncategorised),1.2,SILICON PRACTICE LTD,79.5,47.0
P84635,THE WHITSWOOD PRACTICE,M16 7AP,BETTER HEALTH MCR PCN,NORTH WEST,5274.2,1862.0,0.0,0.0,1862.0,100.0,,no split (uncategorised),1.2,SILICON PRACTICE LTD,81.8,30.3
P84650,THE ALEXANDRA PRACTICE,M16 8NG,WEST CENTRAL MANCHESTER PCN,NORTH WEST,6358.8,2400.0,0.0,0.0,2400.0,100.0,,no split (uncategorised),225.6,EVERGREEN HEALTH SOLUTIONS,75.5,54.6
P87004,1/SALFORD MEDICAL PRACTICE,M6 5PP,SALFORD SOUTH EAST PCN,NORTH WEST,13615.2,1552.0,0.0,0.0,1552.0,100.0,,no split (uncategorised),0.4,SILICON PRACTICE LTD,76.3,43.5
P87024,3/SPRINGFIELD HOUSE MEDICAL PRACTICE,M30 8QD,ECCLES & IRLAM PCN,NORTH WEST,11587.7,3727.0,0.0,0.0,3727.0,100.0,,no split (uncategorised),1.3,SILICON PRACTICE LTD,74.2,30.7
P87610,THE MOSSLANDS MEDICAL PRACTICE,M44 5LH,ECCLES & IRLAM PCN,NORTH WEST,12805.5,4387.0,0.0,0.0,4387.0,100.0,,no split (uncategorised),2.0,SILICON PRACTICE LTD,72.1,19.2
P87620,1/MONTON MEDICAL PRACTICE,M30 8AR,ECCLES & IRLAM PCN,NORTH WEST,9376.6,771.0,0.0,0.0,771.0,100.0,,no split (uncategorised),0.4,SILICON PRACTICE LTD,80.9,48.1
P91006,URMSTON GROUP PRACTICE,M41 8AA,TRAFFORD WEST PCN,NORTH WEST,13277.1,1061.0,0.0,0.0,1061.0,100.0,,no split (uncategorised),82.2,EVERGREEN HEALTH SOLUTIONS,87.8,46.9
P91009,DAVYHULME MEDICAL CENTRE,M41 7WJ,TRAFFORD WEST PCN,NORTH WEST,10967.6,661.0,0.0,0.0,661.0,100.0,,no split (uncategorised),31.7,EVERGREEN HEALTH SOLUTIONS,80.4,33.0
P91012,PRIMROSE SURGERY,M41 7AB,TRAFFORD WEST PCN,NORTH WEST,7506.5,2040.0,0.0,0.0,2040.0,100.0,,no split (uncategorised),146.2,EVERGREEN HEALTH SOLUTIONS,85.3,54.4
P91014,WASHWAY ROAD MEDICAL CENTRE,M33 7SS,SALE CENTRAL PCN,NORTH WEST,16413.7,5869.0,0.0,0.0,5869.0,100.0,,no split (uncategorised),200.9,EVERGREEN HEALTH SOLUTIONS,86.5,41.7
P91017,BODMIN ROAD HEALTH CENTRE,M33 5JH,SALE CENTRAL PCN,NORTH WEST,8932.0,672.0,0.0,0.0,672.0,100.0,,no split (uncategorised),174.3,EVERGREEN HEALTH SOLUTIONS,82.1,36.2
P91018,DELAMERE MEDICAL PRACTICE,M32 0DF,NORTH TRAFFORD PCN,NORTH WEST,14893.6,4201.0,0.0,0.0,4201.0,100.0,,no split (uncategorised),1.4,SILICON PRACTICE LTD,65.2,36.9
P91029,FLIXTON ROAD MEDICAL CENTRE,M41 5BG,TRAFFORD WEST PCN,NORTH WEST,11740.7,3551.0,0.0,0.0,3551.0,100.0,,no split (uncategorised),156.9,EVERGREEN HEALTH SOLUTIONS,84.0,52.3
P92004,DR TUN & PARTNERS,WN2 3HQ,HINDLEY PCN,NORTH WEST,7563.1,2200.0,0.0,0.0,2200.0,100.0,,no split (uncategorised),161.1,EVERGREEN HEALTH SOLUTIONS,56.7,32.4
P92006,DR AHMAD & PTNRS,WN2 5NG,HINDLEY PCN,NORTH WEST,6155.2,127.0,0.0,0.0,127.0,100.0,,no split (uncategorised),8.0,EVERGREEN HEALTH SOLUTIONS,77.3,72.6
P92007,OLD HENRY STREET MED CTR,WN7 2PG,LEIGH PCN,NORTH WEST,6502.3,1494.0,0.0,0.0,1494.0,100.0,,no split (uncategorised),116.3,EVERGREEN HEALTH SOLUTIONS,80.3,34.2
P92008,BRADSHAW MEDICAL CENTRE,WN5 0AB,WIGAN CENTRAL PCN,NORTH WEST,8765.5,2390.0,0.0,0.0,2390.0,100.0,,no split (uncategorised),132.4,EVERGREEN HEALTH SOLUTIONS,78.4,40.6
P92010,BEECH HILL MEDICAL PRACTICE,WN6 7PD,NORTH WIGAN PCN,NORTH WEST,11828.4,3712.0,0.0,0.0,3712.0,100.0,,no split (uncategorised),164.6,EVERGREEN HEALTH SOLUTIONS,64.1,27.2
P92011,SULLIVAN WAY SURGERY,WN1 3TB,WIGAN CENTRAL PCN,NORTH WEST,8023.6,3487.0,0.0,0.0,3487.0,100.0,,no split (uncategorised),229.8,EVERGREEN HEALTH SOLUTIONS,81.6,39.8
P92012,HIGH STREET SURGERY,WA3 3GS,LIGA WIGAN PCN,NORTH WEST,4526.2,583.0,0.0,0.0,583.0,100.0,,no split (uncategorised),88.5,EVERGREEN HEALTH SOLUTIONS,76.9,36.8
P92017,SHEVINGTON SURGERY,WN6 8ET,NORTH WIGAN PCN,NORTH WEST,13163.2,4032.0,0.0,0.0,4032.0,100.0,,no split (uncategorised),142.4,EVERGREEN HEALTH SOLUTIONS,88.0,49.2
P92019,PEMBERTON SURGERY,WN5 9QX,WIGAN CENTRAL PCN,NORTH WEST,10393.9,2716.0,0.0,0.0,2716.0,100.0,,no split (uncategorised),136.2,EVERGREEN HEALTH SOLUTIONS,85.6,70.2
P92026,LONGSHOOT MEDICAL PRACTICE,WN1 3NH,WIGAN CENTRAL PCN,NORTH WEST,7552.2,1977.0,0.0,0.0,1977.0,100.0,,no split (uncategorised),141.7,EVERGREEN HEALTH SOLUTIONS,71.7,27.3
P92029,WESTLEIGH MEDICAL PRACTICE,WN7 5JE,LEIGH PCN,NORTH WEST,4551.0,1650.0,0.0,0.0,1650.0,100.0,,no split (uncategorised),183.2,EVERGREEN HEALTH SOLUTIONS,63.6,16.5
P92030,DR SEABROOK,WN1 2AZ,WIGAN CENTRAL PCN,NORTH WEST,4574.9,915.0,0.0,0.0,915.0,100.0,,no split (uncategorised),117.9,EVERGREEN HEALTH SOLUTIONS,85.9,83.9
P92031,PLATT HOUSE SURGERY,WN2 5NG,HINDLEY PCN,NORTH WEST,4412.4,233.0,0.0,0.0,233.0,100.0,,no split (uncategorised),14.5,EVERGREEN HEALTH SOLUTIONS,89.4,67.1
P92034,BRYN CROSS SURGERY,WN4 0AR,SWAN NETWORK WIGAN PCN,NORTH WEST,5586.5,1917.0,0.0,0.0,1917.0,100.0,,no split (uncategorised),159.9,EVERGREEN HEALTH SOLUTIONS,77.3,40.5
P92042,DR KK CHAN & PARTNERS,M46 9DE,TABA WIGAN PCN,NORTH WEST,9159.6,2852.0,0.0,0.0,2852.0,100.0,,no split (uncategorised),153.8,EVERGREEN HEALTH SOLUTIONS,76.0,44.7
P92602,FOXLEIGH FAMILY SURGERY,WN7 2PE,LEIGH PCN,NORTH WEST,2505.6,126.0,0.0,0.0,126.0,100.0,,no split (uncategorised),41.1,EVERGREEN HEALTH SOLUTIONS,84.6,79.2
P92605,BOOTHSTOWN MEDICAL CENTRE,M29 8RZ,TABA WIGAN PCN,NORTH WEST,7873.0,2261.0,0.0,0.0,2261.0,100.0,,no split (uncategorised),162.5,EVERGREEN HEALTH SOLUTIONS,62.0,40.8
P92626,MEADOWVIEW SURGERY,M46 0LE,TABA WIGAN PCN,NORTH WEST,6133.5,2105.0,0.0,0.0,2105.0,100.0,,no split (uncategorised),153.8,EVERGREEN HEALTH SOLUTIONS,88.4,48.9
Y00050,LILFORD & PENNINGTON PARK SURGERY,WN7 2PE,LEIGH PCN,NORTH WEST,6984.3,765.0,0.0,0.0,765.0,100.0,,no split (uncategorised),47.9,EVERGREEN HEALTH SOLUTIONS,81.2,65.7
Y00445,SALFORD PRIMARY CARE TOGETHER,M28 0BB,ECCLES & IRLAM PCN,NORTH WEST,19959.9,2728.0,0.0,0.0,2728.0,100.0,,no split (uncategorised),0.7,SILICON PRACTICE LTD,76.7,20.6
Y01695,MP VICTORIA MILL,M40 7LH,MILES PLATTING NEWTON HEATH & MOSTON PCN,NORTH WEST,4152.9,121.0,0.0,0.0,121.0,100.0,,no split (uncategorised),0.2,SILICON PRACTICE LTD,85.2,41.5
Y02494,SHAKESPEARE MEDICAL PRACTICE,LS9 7TA,"BURMANTOFTS, HAREHILLS & RICHMOND HILL PCN",NORTH EAST AND YORKSHIRE,8050.8,1431.0,0.0,0.0,1431.0,100.0,,no split (uncategorised),30.7,EVERGREEN HEALTH SOLUTIONS,68.8,30.3
Y02622,BLACKFRIARS,M3 6AF,BROUGHTON HEALTH ALLIANCE PCN,NORTH WEST,15552.8,5357.0,0.0,0.0,5357.0,100.0,,no split (uncategorised),159.3,EVERGREEN HEALTH SOLUTIONS,62.3,11.9
Y02653,HIGH OAK SURGERY,DY5 1RU,BRIERLEY HILL PCN,MIDLANDS,4260.9,553.0,0.0,0.0,553.0,100.0,,no split (uncategorised),0.7,SILICON PRACTICE LTD,75.3,37.6
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,DN1 3AP,DONCASTER CENTRAL PCN,NORTH EAST AND YORKSHIRE,13263.2,1920.0,0.0,0.0,1920.0,100.0,,no split (uncategorised),67.3,EVERGREEN HEALTH SOLUTIONS,66.2,26.3
C84072,THE WELLSPRING SURGERY,NG3 3GG,NOTTINGHAM CITY EAST PCN,MIDLANDS,10908.1,1384.0,0.0,0.0,1384.0,100.0,,no split (uncategorised),130.6,Blinx Healthcare,69.9,22.8
C84683,THE WINDMILL PRACTICE,NG2 4PJ,NOTTINGHAM CITY EAST PCN,MIDLANDS,11261.5,1079.0,0.0,0.0,1079.0,100.0,,no split (uncategorised),22.4,Blinx Healthcare,55.6,17.4
M85033,THE MANOR PRACTICE,B72 1RL,ALLIANCE OF SUTTON PRACTICES PCN,MIDLANDS,17504.5,435.0,0.0,0.0,435.0,100.0,,no split (uncategorised),16.4,Blinx Healthcare,67.7,24.2
M85058,HARBORNE MEDICAL PRACTICE,B17 0HG,HARBORNE PCN,MIDLANDS,16315.8,1725.0,0.0,0.0,1725.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,64.7,17.6
M85110,SALTLEY AND FERNBANK MEDICAL PRACTICE,B8 1RZ,"NECHELLS, SALTLEY & ALUM ROCK PCN",MIDLANDS,10527.9,932.0,0.0,0.0,932.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,36.1,27.1
N81029,SOUTH PARK SURGERY,SK11 6JL,MACCLESFIELD PCN,NORTH WEST,12611.1,1120.0,0.0,0.0,1120.0,100.0,,no split (uncategorised),14.5,Blinx Healthcare,80.0,54.6
N81037,THE BEECHES MEDICAL CTR,WA8 8QS,WIDNES PCN,NORTH WEST,8366.6,542.0,0.0,0.0,542.0,100.0,,no split (uncategorised),64.0,"Blinx Healthcare, Engage Health Systems Limited",60.4,17.5
N81060,NESTON SURGERY,CH64 4BN,NESTON & WILLASTON PCN,NORTH WEST,8899.2,251.0,0.0,0.0,251.0,100.0,,no split (uncategorised),30.6,Blinx Healthcare,85.5,51.6
N81061,WITTON STREET SURGERY,CW9 5QU,NORTHWICH PCN,NORTH WEST,9719.0,1290.0,0.0,0.0,1290.0,100.0,,no split (uncategorised),7.7,Blinx Healthcare,93.2,28.2
N81100,UPTON VILLAGE SURGERY,CH2 1HD,CHESTER EAST PCN,NORTH WEST,7873.5,592.0,0.0,0.0,592.0,100.0,,no split (uncategorised),13.5,Blinx Healthcare,87.5,60.3
N81632,BROKEN CROSS SURGERY,SK11 6JL,MACCLESFIELD PCN,NORTH WEST,5867.5,909.0,0.0,0.0,909.0,100.0,,no split (uncategorised),33.9,Blinx Healthcare,83.8,46.9
N82009,GRASSENDALE MEDICAL CENTRE,L19 9BP,SWAGGA PCN,NORTH WEST,8641.8,406.0,0.0,0.0,406.0,100.0,,no split (uncategorised),30.6,Blinx Healthcare,87.8,34.6
N82011,PRIORY MEDICAL CENTRE,L6 4EW,ANFIELD & EVERTON PCN,NORTH WEST,11004.2,1561.0,0.0,0.0,1561.0,100.0,,no split (uncategorised),23.1,Blinx Healthcare,77.7,37.3
N82019,LANGBANK MEDICAL CENTRE,L11 1AD,NORTH LIVERPOOL PCN,NORTH WEST,5024.4,496.0,0.0,0.0,496.0,100.0,,no split (uncategorised),11.5,Blinx Healthcare,72.3,32.9
N82033,DINGLE PARK PRACTICE,L8 6QP,CENTRAL LIVERPOOL PCN,NORTH WEST,5925.1,854.0,0.0,0.0,854.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,70.5,19.7
N82035,MATHER AVENUE SURGERY,L19 4UG,SWAGGA PCN,NORTH WEST,8858.8,1187.0,0.0,0.0,1187.0,100.0,,no split (uncategorised),4.8,Blinx Healthcare,82.6,37.8
N82046,SEFTON PARK MEDICAL CENTRE,L15 2LQ,THE PICTON PCN,NORTH WEST,9814.0,419.0,0.0,0.0,419.0,100.0,,no split (uncategorised),61.4,Blinx Healthcare,84.8,41.2
N82048,WALTON MEDICAL CENTRE,L9 1AD,NORTH LIVERPOOL PCN,NORTH WEST,7099.5,823.0,0.0,0.0,823.0,100.0,,no split (uncategorised),26.0,Blinx Healthcare,77.4,27.0
N82054,ABERCROMBY FAMILY PRACTICE,L7 7HG,CENTRAL LIVERPOOL PCN,NORTH WEST,7359.2,704.0,0.0,0.0,704.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,70.3,33.5
N82062,FULWOOD GREEN MEDICAL CTR,L17 5AR,SWAGGA PCN,NORTH WEST,7112.6,510.0,0.0,0.0,510.0,100.0,,no split (uncategorised),63.9,Blinx Healthcare,76.2,45.4
N82070,THE ELMS MEDICAL CENTRE,L8 3SS,CENTRAL LIVERPOOL PCN,NORTH WEST,9811.4,389.0,0.0,0.0,389.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,88.7,29.5
N82073,THE ASH SURGERY,L17 0BY,SWAGGA PCN,NORTH WEST,6687.0,795.0,0.0,0.0,795.0,100.0,,no split (uncategorised),25.3,Blinx Healthcare,93.5,57.4
N82074,OLD SWAN HEALTH CENTRE,L13 2GA,IGPC PCN,NORTH WEST,9254.8,1180.0,0.0,0.0,1180.0,100.0,,no split (uncategorised),13.9,Blinx Healthcare,80.1,42.2
N82076,BROWNLOW HEALTH @ PRINCES PARK,L8 0SY,BROWNLOW HEALTH PCN,NORTH WEST,10415.6,239.0,0.0,0.0,239.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,75.1,38.6
N82095,ALBION SURGERY,L6 2EH,CENTRAL LIVERPOOL PCN,NORTH WEST,4731.3,318.0,0.0,0.0,318.0,100.0,,no split (uncategorised),162.1,Blinx Healthcare,87.5,39.1
N82099,MERE LANE GROUP PRACTICE,L5 0QW,ANFIELD & EVERTON PCN,NORTH WEST,8417.1,148.0,0.0,0.0,148.0,100.0,,no split (uncategorised),26.0,Blinx Healthcare,75.2,31.1
N83005,VISTA ROAD SURGERY,WA12 9ED,NEWTON AND HAYDOCK PCN,NORTH WEST,8666.8,415.0,0.0,0.0,415.0,100.0,,no split (uncategorised),10.7,Blinx Healthcare,79.8,27.6
N83023,ATLAS MEDICAL PRACTICE,WA9 1LN,ST HELENS SOUTH PCN,NORTH WEST,11837.4,127.0,0.0,0.0,127.0,100.0,,no split (uncategorised),49.4,Blinx Healthcare,82.8,20.1
N83045,NEWTON PRACTICE,WA12 0JJ,NEWTON AND HAYDOCK PCN,NORTH WEST,6784.6,246.0,0.0,0.0,246.0,100.0,,no split (uncategorised),33.4,Blinx Healthcare,71.2,33.1
N84003,HIGH PASTURES SURGERY,L31 2HW,SOUTH SEFTON PCN,NORTH WEST,10168.0,345.0,0.0,0.0,345.0,100.0,,no split (uncategorised),35.3,Blinx Healthcare,77.4,48.2
N84005,CUMBERLAND HOUSE SURGERY,PR8 6PQ,SOUTHPORT & FORMBY PCN,NORTH WEST,12254.9,1788.0,0.0,0.0,1788.0,100.0,,no split (uncategorised),29.2,Blinx Healthcare,81.7,19.9
N84019,NORTH PARK HEALTH CENTRE,L20 5DQ,Unallocated,NORTH WEST,6495.4,181.0,0.0,0.0,181.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,56.3,27.6
N84023,BRIDGE ROAD MEDICAL CENTRE,L21 6PH,SOUTH SEFTON PCN,NORTH WEST,7818.8,919.0,0.0,0.0,919.0,100.0,,no split (uncategorised),72.9,Blinx Healthcare,62.3,18.6
N85002,MARINE LAKE MEDICAL PRACTICE,CH48 5AA,HEALTHIER WEST WIRRAL PCN,NORTH WEST,19178.5,1830.0,0.0,0.0,1830.0,100.0,,no split (uncategorised),121.0,Blinx Healthcare,74.4,15.0
N85013,UPTON GROUP PRACTICE,CH49 0TF,HEALTHIER WEST WIRRAL PCN,NORTH WEST,7659.6,2491.0,0.0,0.0,2491.0,100.0,,no split (uncategorised),81.6,Blinx Healthcare,77.2,50.2
N85018,THE VILLA MEDICAL CENTRE,CH43 3DB,BIRKENHEAD PCN,NORTH WEST,6181.2,604.0,0.0,0.0,604.0,100.0,,no split (uncategorised),205.1,Blinx Healthcare,94.2,67.9
N85032,GREASBY GROUP PRACTICE,CH49 3AT,HEALTHIER WEST WIRRAL PCN,NORTH WEST,6673.4,300.0,0.0,0.0,300.0,100.0,,no split (uncategorised),83.0,Blinx Healthcare,62.7,14.7
Y00159,HALL GREEN HEALTH,B28 8BG,COMMUNITY CARE HALL GREEN PCN,MIDLANDS,31362.7,3761.0,0.0,0.0,3761.0,100.0,,no split (uncategorised),10.4,Blinx Healthcare,58.5,10.3
Y03597,HAMD MEDICAL PRACTICE,B8 3SW,WASHWOOD HEATH PCN,MIDLANDS,7026.2,1216.0,0.0,0.0,1216.0,100.0,,no split (uncategorised),16.3,Blinx Healthcare,61.7,28.4
E84075,MOLLISON WAY SURGERY,HA8 5QL,HARROW EAST PCN,LONDON,11988.1,2512.0,0.0,0.0,2512.0,100.0,,no split (uncategorised),23.4,EVERGREEN HEALTH SOLUTIONS,69.3,30.4
E85025,CASSIDY ROAD MEDICAL CENTRE,SW6 5PX,SOUTH FULHAM PCN,LONDON,12091.7,836.0,0.0,0.0,836.0,100.0,,no split (uncategorised),16.8,EVERGREEN HEALTH SOLUTIONS,77.2,27.8
E85713,HOUNSLOW FAMILY PRACTICE,TW3 4JX,HOUNSLOW HEALTH PCN,LONDON,6238.3,1869.0,0.0,0.0,1869.0,100.0,,no split (uncategorised),186.7,EVERGREEN HEALTH SOLUTIONS,75.1,40.5
F81014,CHURCH LANE SURGERY,CM7 5SN,Unallocated,EAST OF ENGLAND,12113.6,2895.0,0.0,0.0,2895.0,100.0,,no split (uncategorised),203.4,EVERGREEN HEALTH SOLUTIONS,53.8,16.4
F81019,MAYFLOWER MEDICAL CENTRE,CO12 4EX,Unallocated,EAST OF ENGLAND,17523.0,6312.0,0.0,0.0,6312.0,100.0,,no split (uncategorised),180.2,EVERGREEN HEALTH SOLUTIONS,67.0,23.9
F81117,SUTHERLAND LODGE SURGERY,CM2 7PY,CHELMER PCN,EAST OF ENGLAND,10087.8,2669.0,0.0,0.0,2669.0,100.0,,no split (uncategorised),226.8,EVERGREEN HEALTH SOLUTIONS,52.3,14.8
F82034,VICTORIA & FIVE ELMS MEDICAL CENTRE,IG11 8GD,BARKING & DAGENHAM NEW WEST PCN,LONDON,9400.4,1840.0,0.0,0.0,1840.0,100.0,,no split (uncategorised),0.2,EVERGREEN HEALTH SOLUTIONS,68.1,49.9
F83008,THE GOODINGE GROUP PRACTICE,N7 9EW,NORTH 2 ISLINGTON PCN,LONDON,12371.8,829.0,0.0,0.0,829.0,100.0,,no split (uncategorised),0.2,SILICON PRACTICE LTD,77.4,44.0
F83056,THE MITCHISON ROAD SURGERY,N1 3NG,CENTRAL 1 ISLINGTON PCN,LONDON,10040.1,1966.0,0.0,0.0,1966.0,100.0,,no split (uncategorised),16.8,EVERGREEN HEALTH SOLUTIONS,78.5,
F83683,SOMERS TOWN MEDICAL CENTRE,NW1 1HY,CENTRAL CAMDEN PCN,LONDON,6454.1,1378.0,0.0,0.0,1378.0,100.0,,no split (uncategorised),11.0,EVERGREEN HEALTH SOLUTIONS,57.0,35.5
F84039,GOODMAN'S FIELD HEALTH CENTRE,E1 8ZF,TOWER NETWORK PCN,LONDON,35710.2,7319.0,0.0,0.0,7319.0,100.0,,no split (uncategorised),40.9,EVERGREEN HEALTH SOLUTIONS,59.3,17.3
F84642,LUCAS AVENUE PRACTICE,E13 0QP,NEWHAM CENTRAL PCN,LONDON,14392.8,470.0,0.0,0.0,470.0,100.0,,no split (uncategorised),7.0,EVERGREEN HEALTH SOLUTIONS,67.4,24.1
