gp_code,partner_fte,salaried_fte,locum_fte,registrar_fte,foundation_other_fte,nurse_fte,dpc_fte,admin_fte
L85043,3.25,1.6,0.0,2.56,0.0,4.146666667,2.826666667,19.22
L85044,6.666666667,0.893333333,0.0,1.706666667,0.0,1.186666667,1.413333333,14.65333333
L85046,3.773333333,0.666666667,0.0,3.413333333,0.0,2.866666667,4.133333333,8.666666667
L85047,0.0,1.133333333,0.0,1.92,0.0,2.533333333,1.0,9.2
L85048,1.0,1.758666667,0.0,0.0,0.0,1.333333333,3.48,7.986666667
L85050,1.7333333340000001,1.56,0.0,0.0,0.0,4.146666667,1.72,8.446666667
L85051,0.853333333,2.717333333,0.0,0.0,0.0,4.68,0.506666667,18.31669803
L85052,0.6,2.881066667,0.0,1.066666667,0.0,4.546666667,2.76,10.03669803
L85053,3.333333333,0.533333333,0.0,2.346666667,0.0,2.586666667,1.653333333,12.07168235
L85054,4.4799999999999995,0.0,0.0,1.92,0.0,0.84,1.413333333,12.60666667
L85055,2.2,2.445333333,0.0,0.0,0.0,0.426666667,4.046666667,11.93333333
L85056,0.333333333,2.143298377,0.0,0.0,0.0,2.28,0.0,11.29333333
L85061,1.2,0.8,0.0,0.0,0.0,1.973333333,2.72,5.48
L85062,1.996266667,1.0008,0.0,1.066666667,0.0,1.733333333,0.586666667,10.39333333
L85064,0.622133333,3.134933333,0.0,1.706666667,0.0,5.48,2.2,10.02666667
L85065,1.386666667,3.9973333330000003,0.522146095,2.133333334,0.0,2.493333333,1.253333333,19.68
L85066,0.608,2.951616399,0.0,0.0,0.0,5.586666667,4.898069921,9.806666667
L85601,1.110933333,0.866666667,0.0,0.0,0.0,0.64,0.553333333,7.286666667
L85607,0.853333333,3.466666667,0.0,1.066666667,0.0,5.28,0.506666667,16.11504704
L85609,0.36,2.458666667,0.0,0.853333333,0.0,2.2,1.933333333,6.2
L85611,1.333333333,0.8,0.0,0.853333333,0.0,1.725957305,0.96,8.470887935
L85624,3.093333334,0.533333333,0.0,0.0,0.0,1.36,2.826666667,5.333333333
M81001,4.173333334,6.5600000000000005,0.0,3.626666666,0.0,4.2,1.606666667,20.82666667
M81002,3.093333333,4.202666667,0.0,2.133333333,0.0,3.586666667,4.64,13.65333333
M81004,6.72,1.733333333,0.0,0.0,0.0,3.973333333,11.68,16.09333333
M81005,3.84,2.826666666,0.0,0.0,1.066666667,7.666666667,1.293333333,17.85333333
M81006,2.186666667,7.12,0.0,0.533333333,0.0,7.526933333,1.893333333,24.36
M81007,2.666666667,1.004266667,0.0,0.0,0.0,1.626666667,4.713333334,12.38666667
M81008,7.8,2.1408,0.0,1.92,0.0,4.453333333,2.293333333,19.34
M81009,1.266666667,2.346666667,0.0,0.0,0.0,1.493333333,2.426666667,13.73333333
M81010,2.413333333,4.997333333,0.0,1.066666667,0.0,9.32,5.68,14.63333333
M81011,2.773333333,1.334133333,0.0,1.066666667,0.0,1.773333333,4.466666667,9.566666667
M81012,3.7600000000000002,4.866666667,0.0,1.066666667,0.0,4.08,3.96,19.09333333
M81015,3.253333333,2.52,0.0,0.0,0.0,2.986666667,2.106666667,12.41333333
M81016,4.332533333,7.152000001,0.0,4.053333333,1.066666667,6.573333333,7.793333333,26.68
M81017,5.333333334,0.533333333,0.0,0.853333333,0.0,3.826666667,4.013333333,16.28
M81018,1.6,1.253333333,0.0,2.773333333,0.0,0.986666667,10.26666667,10.45168235
M81019,5.173333333,2.546666667,0.0,2.56,0.0,6.413333333,1.586666667,21.28
M81020,3.84,2.586666667,0.0,0.853333333,1.066666667,2.906666667,1.28,12.10666667
M81021,3.0,5.013333333,0.0,0.0,0.0,7.053333333,4.16,17.61333333
M81022,3.882666666,4.3264,0.0,0.853333333,0.0,6.693333333,8.013333333,24.33333333
M81024,0.0,3.853333333,0.0,0.0,0.0,3.52,3.393333333,13.12
M81025,1.64,1.066666667,0.0,0.0,0.0,1.493333333,1.826666667,6.12
M81026,10.22266667,8.704266666999999,0.0,10.026666667999999,1.066666667,17.06666667,19.10666667,70.3
M81027,1.902133333,1.637333333,0.0,0.853333333,0.0,2.373333333,2.706666667,13.04
M81029,3.013333334,1.706666667,0.786666667,1.066666667,0.0,2.253333333,3.093333333,20.38
M81032,2.026666667,3.0933333330000004,0.0,0.0,0.0,5.426666667,3.933333333,16.44666667
M81033,3.466666667,2.586666667,0.0,0.853333333,0.0,3.293333333,3.76,12.63333333
M81034,2.68,2.3200000000000003,0.0,1.0,0.0,2.066666667,2.24,11.34666667
M81035,3.306666667,1.76,0.0,0.0,0.0,4.073333333,3.0,15.57333333
M81037,2.750133333,3.446666667,0.0,0.0,0.0,2.114666667,2.64,13.1
M81038,5.466666667,2.426666667,0.0,0.0,2.133333333,5.88,7.293333333,16.22
M81039,5.813333333,2.586666667,0.0,1.493333333,2.133333333,3.773333333,1.74,15.06
M81040,4.986666667,3.306666667,0.0,2.346666666,0.0,10.65333333,7.893333333,27.36
M81041,2.92,2.706666667,0.0,0.0,0.0,3.8,2.253333333,11.22666667
M81042,3.2,2.112,0.0,0.0,0.0,2.773333333,3.746666667,14.05333333
M81043,3.0,2.5599999999999996,0.0,1.066666667,0.0,3.266666667,8.093333334,9.258666667
M81044,3.3333333329999997,3.399733334,0.0,4.48,1.066666667,3.413333333,3.96,14.1
M81045,1.866666667,0.0,0.0,0.0,0.0,1.413333333,3.386666667,8.333333333
M81046,5.593333333,0.0,0.0,1.92,0.0,6.066666667,11.84,21.53333333
M81047,2.48,2.590133333,0.0,0.64,0.0,1.866666667,2.933333333,11.08
M81048,3.570133333,2.868533333,0.0,2.986666666,0.0,3.653333333,9.0,13.51333333
M81049,1.0,1.093333333,0.0,0.0,0.0,4.853333333,6.346666667,11.5
M81054,0.0,3.066666667,0.0,0.0,0.0,5.186666667,0.0,14.36
M81055,1.466666667,1.386666667,0.0,1.92,0.0,0.426666667,3.093333333,5.86
M81056,4.4,3.2,0.0,2.773333333,1.92,7.24,4.506666667,20.47333333
M81057,3.493333333,2.946666667,0.0,1.066666667,0.0,9.96,7.213333334,28.4
M81058,1.8,4.546666667,0.106666667,1.706666667,0.0,4.24,8.293333333,15.52
M81061,1.530666667,2.647466667,0.0,1.706666667,0.853333333,4.533333333,2.32,13.64
M81063,2.0,2.426666667,0.0,1.066666667,0.0,3.346666667,3.373333333,16.92666667
M81064,4.0,1.386666667,0.0,2.133333334,0.0,2.2,0.693333333,10.61333333
M81066,2.0,1.109333334,0.0,1.92,0.0,2.0,5.833333333,9.786666667
M81067,2.666666667,1.6352,0.0,0.64,0.0,0.853333333,6.733333334,7.878349015
M81068,5.066666667,3.32,0.0,1.706666667,0.0,7.645957305,4.906666667,19.21333333
M81069,3.893333333,4.296,0.0,3.52,0.0,4.613333333,6.386666667,18.29333333
M81070,5.333333333,3.36,0.0,2.133333334,0.0,3.306666667,6.24,20.46666667
M81072,2.586666667,2.306666667,0.0,1.066666667,0.0,0.586666667,0.906666667,8.186666667
M81074,3.053333333,2.246666667,1.155637074,2.133333334,0.0,6.493333333,10.68,24.85333333
M81075,4.106666667,4.0,0.0,0.853333333,0.0,3.4,5.506666667,23.2087773
M81076,0.8,0.666666667,0.0,1.066666667,1.066666667,1.52,0.0,4.04
M81077,0.986666667,1.173333333,0.0,1.92,0.0,0.92,3.186666667,5.12
M81078,1.88,1.066666667,1.189333333,1.066666667,0.0,1.52,1.986666667,9.333333334
M81081,1.8,1.08,0.0,1.066666667,0.0,1.013333333,0.8,8.026666667
M81082,5.990133333,3.848,0.0,1.92,0.0,5.266666667,4.706666667,21.46
M81083,0.888,2.146666667,0.0,0.0,0.0,0.96,0.533333333,4.933333333
M81084,2.8,0.986666667,0.0,0.0,0.0,0.906666667,2.92,8.2
M81090,2.053333333,0.0,0.0,0.0,0.0,0.986666667,1.413333333,3.626666667
M81091,3.202133333,4.591733333,0.0,2.133333334,0.0,2.346666667,4.24,16.29333333
M81092,1.973333334,0.853333333,0.0,1.066666667,0.0,1.413333333,1.2,6.466666667
M81093,2.853333334,2.0,0.0,1.493333333,0.0,5.146666667,0.866666667,11.03333333
M81094,2.333333333,1.998133333,0.0,0.0,0.0,3.666666667,10.18666667,12.94666667
M81600,4.0,0.0,0.0,0.853333333,0.0,1.066666667,3.586666667,8.546666667
M81604,2.92,0.426666667,0.0,2.9866666669999997,0.0,1.173333333,6.453333333,8.333333333
M81605,2.0,1.093333333,0.0,1.066666667,0.0,1.04,3.826666667,6.706666667
M81608,0.933333333,2.093333333,0.0,0.0,0.0,1.746666667,3.693333333,4.84
M81616,1.226666667,0.64,0.0,0.0,0.0,0.693333333,0.533333333,4.853333333
M81617,1.706666666,0.437333333,0.0,0.0,0.0,0.0,1.493333333,5.786666667
M81627,1.48,1.253333333,0.0,1.92,0.0,1.773333333,2.173333333,9.466666667
M81629,3.666666667,2.3,0.0,1.066666667,0.0,1.893333333,3.64,10.46666667
M82002,3.82,0.533333333,0.0,1.706666666,0.0,3.693333333,0.853333333,12.85466667
M82003,3.16,6.434666667,0.0,2.56,0.0,9.72,6.113333333,23.28
M82004,7.36,1.7,0.0,3.413333333,1.066666667,4.626666667,6.3,19.65333333
M82005,3.64,0.977866667,0.0,0.853333333,0.0,3.4,5.786666667,20.36666667
M82006,3.2,1.84,0.0,1.92,1.066666667,5.493333333,2.08,13.97333333
M82007,5.333333333,2.826666667,0.0,0.0,0.0,2.178666667,0.933333333,18.4
M82008,5.466666667,0.453333333,0.0,1.706666667,0.0,2.72,1.133333333,11.90666667
M82009,2.573333334,0.88,0.0,0.0,0.0,4.6,3.76,17.38666667
M82010,6.72,1.546666667,0.0,2.133333334,1.066666667,4.733333333,7.733333333,21.44
M82011,1.0,1.92,0.106666667,0.0,0.0,1.306666667,0.25,7.226666667
M82012,2.946666667,1.92,0.0,1.92,0.0,2.44,2.28,18.74666667
M82013,0.933333333,0.133333333,0.0,0.0,0.0,1.493333333,0.853333333,3.6
M82014,2.0,0.853333333,0.0,2.133333333,0.0,3.533333333,5.906666667,11.83333333
M82016,4.213333333,0.973333333,0.0,1.813333334,0.0,1.466666667,4.466666667,15.18666667
M82017,0.293333333,0.133333333,0.0,0.0,0.0,1.44,3.48,4.566666667
M82018,3.333333333,0.0,0.0,1.066666667,0.0,2.68,2.450133333,11.86666667
M82019,2.04,3.04,0.0,1.92,0.0,2.56,3.16,10.4
M82020,1.866666667,0.533333333,0.0,0.0,0.0,1.226666667,3.64,4.04
M82021,4.835733333,1.28,0.0,2.56,0.0,3.08,6.28,13.29333333
M82022,2.986666667,3.066666667,0.0,1.706666667,0.0,3.813333333,2.306666667,15.92
M82023,2.346666667,1.706666667,0.0,1.066666667,0.0,0.64,4.973333333,7.066666667
M82024,2.133333334,0.0,0.0,0.0,0.0,0.58,0.666666667,5.013333333
M82025,5.933333333,6.52,0.0,3.2000000010000003,0.0,10.18666667,11.4,29.33333333
M82026,3.466666667,3.451616398,0.0,2.773333334,0.0,3.6,4.24,16.76
M82028,8.666666667,3.398283065,0.0,1.066666667,0.0,2.693333333,2.986666667,17.48
M82030,2.693333333,1.173333333,0.0,0.0,0.0,3.653333333,9.906666667,11.64
M82032,2.133333334,3.613333333,0.0,1.92,0.0,7.733333333,4.4,19.32
M82033,1.386666667,1.946666667,0.0,0.0,0.0,3.44,2.493333333,9.066666667
M82034,3.733333333,1.066666667,0.0,0.853333333,0.0,1.306666667,1.653333333,8.946666667
M82035,6.213333333,2.986666667,0.0,1.6,0.0,4.16,6.053333333,21.12
M82038,0.0,0.613333333,0.0,1.066666667,1.066666667,1.893333333,2.0,9.12
M82039,4.8,0.0,0.0,0.0,0.0,3.68,0.64,9.12
M82040,0.72,1.093333333,0.0,2.133333334,0.0,1.64,2.733333333,9.16
M82041,4.133333334,0.0,0.0,1.92,0.0,2.426666667,1.28,9.706666667
M82042,2.053333333,0.437333333,0.0,0.0,0.0,2.0,3.0,12.4
M82043,2.133333334,1.333333333,0.0,0.853333333,0.0,3.16,0.96,7.186666667
M82046,1.866666667,0.906666667,0.0,0.0,0.0,0.566666667,1.746666667,3.82
M82047,2.126666667,3.113333333,0.0,1.066666667,0.0,2.453333333,1.413333333,13.4
M82048,1.333333333,1.773333333,0.0,0.0,0.64,1.653333333,0.693333333,8.66
M82051,0.0,0.68,0.445757823,0.853333333,0.0,1.913333333,1.0,6.626666667
M82056,3.956,3.786666667,0.0,4.266666667,0.0,3.386666667,4.76,18.01333333
M82057,1.333333333,0.0,0.24,1.706666667,0.0,2.229333333,0.0,6.053333334
M82058,1.466666667,1.111466667,0.0,0.0,0.0,3.183466667,3.52,8.746666667
M82059,4.053333333,1.92,0.0,0.64,0.0,7.381778249,1.96,18.06211063
M82060,2.666666667,1.573333333,0.0,0.0,0.0,2.96,2.466666667,13.56666667
M82601,0.8,0.0,0.0,0.853333333,1.066666667,1.053333333,3.880270098,4.373333334
M82606,2.346666667,0.0,0.0,1.066666667,0.0,0.986666667,0.8,8.52
M82616,2.826666666,0.0,0.0,0.0,0.0,1.413333333,3.706666667,7.893333334
M82620,0.693333333,0.566666667,0.0,0.0,0.0,1.066666667,3.306666667,4.306666667
M83001,2.346666667,2.48,0.426666667,4.799999999,0.0,4.053333333,5.066666667,21.38
M83004,2.72,2.56,0.0,1.066666667,0.0,4.106666667,1.0,11.48
M83005,1.066666667,0.346666667,0.0,3.733333333,0.0,0.6,0.533333333,6.2
M83006,8.7568,7.722432797,0.72,3.2,0.0,12.02666667,11.52,36.75333333
M83007,1.84,0.533333333,0.0,2.133333334,0.0,1.32,0.693333333,6.346666667
M83009,1.066666667,2.066666667,0.0,1.066666667,0.0,1.373333333,4.6,14.18666667
M83010,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6
M83011,2.66,0.533333333,0.0,4.053333333,1.066666667,1.506666667,1.0,10.14666667
M83012,3.84,2.853333333,0.0,2.853333333,0.0,1.96,1.466666667,11.33333333
M83013,2.0,0.641866667,0.0,0.0,0.0,0.8,3.293333333,7.048777301
M83014,2.613333333,3.5666666670000002,0.0,0.64,0.0,2.68,2.813333333,10.13333333
M83015,4.266666667,3.706666667,0.0,3.066666667,0.0,3.14,3.306666667,11.34666667
M83016,1.76,0.0,0.0,0.0,0.0,1.506666667,0.32,9.537333333
M83017,2.4,0.56,0.0,0.853333333,0.0,1.226666667,3.32,4.853333334
M83018,2.826666667,0.0,0.0,0.853333333,0.0,3.066666667,0.88,11.25168235
M83020,3.3600000000000003,1.866666667,0.0,0.853333333,0.0,1.733333333,0.586666667,9.0
M83021,2.786666667,0.0,0.0,4.053333332999999,3.2,2.84,1.733333333,16.20666667
M83022,4.640000000000001,0.0,0.0,0.0,0.0,0.773333333,1.733333333,17.57333333
M83023,3.986666667,0.0,0.0,0.0,0.0,1.96,2.56,12.84
M83024,1.066666667,0.325333333,0.0,0.0,0.0,3.093333333,0.6,7.88
M83025,3.2,0.533333333,0.0,0.0,0.0,1.973333333,1.92,8.88
M83026,6.666666667,3.277866666,0.0,0.64,0.0,3.053333333,1.6,15.37333333
M83027,2.706666667,4.493333333000001,0.0,0.853333333,0.0,2.546666667,4.48,14.48
M83028,3.4133333340000003,1.770666667,0.0,2.133333334,0.0,4.186666667,0.68,14.88
M83030,1.406666667,2.0,0.16,2.133333334,0.0,5.992623972,1.786666667,19.84
M83031,2.6666666660000002,0.56,0.0,0.0,0.0,2.08,0.8,9.393333333
M83032,3.413333333,2.133333333,0.0,3.2,0.0,4.546666667,4.32,20.18666667
M83033,0.906666667,0.213333333,0.186666667,1.92,0.0,1.6,0.273333333,10.54666667
M83034,3.733333333,3.52,0.0,2.773333334,2.133333333,2.373333333,0.533333333,18.18666667
M83035,1.733333333,0.8,0.0,1.066666667,0.0,3.125957305,1.763535449,8.790887935
M83036,1.0333333329999999,0.0,0.0,0.746666667,2.133333333,3.36,1.48,7.24
M83037,2.0,3.16,0.0,0.746666667,0.0,3.146666667,2.04,5.533333333
M83038,1.44,1.786666667,0.0,2.986666666,1.066666667,5.0,1.853333333,14.57333333
M83042,4.266666667,1.68,0.0,2.133333334,0.0,2.113333333,0.693333333,12.7
M83044,1.866666667,2.56,0.0,2.133333334,0.0,1.8,5.053333333,14.77333333
M83045,4.746666667,1.186666667,0.0,2.133333334,0.0,1.093333333,1.88,13.76
M83046,2.514666667,1.968,0.0,1.706666667,0.0,2.146666667,2.613333333,14.58666667
M83047,1.333333333,2.16,0.0,0.0,0.0,2.466666667,0.693333333,9.84
M83048,2.733333333,0.0,0.0,2.9866666669999997,0.0,5.373333333,0.293333333,11.53333333
M83049,0.666666667,2.9706666669999997,0.0,0.853333333,0.0,1.406666667,1.613333333,13.5
M83050,1.4,3.173333333,0.0,2.56,0.0,4.093333333,0.8,12.08
M83051,4.0,2.373333333,0.0,1.066666667,0.0,5.386666667,1.386666667,16.24666667
M83052,4.6240000000000006,3.509333333,0.0,1.066666667,0.0,6.625978958,3.813333333,21.08666667
M83054,4.693333333,1.493333333,0.0,2.453333334,1.066666667,3.293333333,1.786666667,10.66666667
M83056,2.773333334,3.786666667,0.0,3.2000000010000003,0.0,3.4,3.013333333,16.22666667
M83057,4.0,1.626666667,0.0,0.0,0.0,2.72,8.32,13.16666667
M83059,1.0,1.773333333,0.0,0.0,0.0,2.733333333,3.866666667,2.533333333
M83061,2.4,0.853333333,0.0,0.853333333,0.0,2.533333333,1.973333333,10.69333333
M83062,3.229333333,0.874666666,0.0,2.133333334,0.0,3.6,2.8,19.81333333
M83063,2.133333334,1.67663171,0.0,1.64,0.0,0.773333333,0.0,4.333333333
M83065,2.835466667,0.56,0.0,1.066666667,0.0,3.106666667,1.333333333,9.033333333
M83066,6.186666667,0.0,0.0,4.266666667,0.0,2.36,1.533333333,9.64
M83067,0.0,0.213333333,1.0,0.0,0.0,1.32,1.093333333,6.86
M83068,3.0,1.653333333,0.0,1.6,0.0,5.52,1.253333333,14.88
M83069,3.2088,2.16,0.0,0.746666667,0.0,8.293333333,4.88,19.13333333
M83070,3.2,0.88,0.0,2.6666666660000002,4.266666667,3.32,4.453333333,12.88
M83071,1.733333333,4.413333334,0.453333333,0.64,0.0,4.52,3.346666667,13.57333333
M83072,3.546666667,1.333333334,0.0,1.706666667,0.0,3.373333333,1.346666667,16.34666667
M83073,4.533333333,1.2,0.0,1.066666667,0.0,2.56,0.92,8.72
M83074,7.786666667,1.0,0.0,0.64,0.0,2.28,4.453333333,19.67333333
M83075,1.92,2.4213333329999998,0.437333333,2.133333333,2.986666667,2.933333333,3.92,21.22666667
M83076,2.032,0.666666667,0.0,2.133333333,0.0,1.56,5.84,11.70666667
M83079,3.866666667,0.0,0.0,2.453333333,0.0,4.906666667,1.32,11.92
M83084,2.133333334,0.64,0.0,1.066666667,1.066666667,2.573333333,0.8,12.24
M83088,5.306666667,1.888533333,0.0,1.706666667,0.0,4.045957305,8.5,33.45168235
M83089,4.986666667,1.28,0.0,0.746666667,1.066666667,4.213333333,3.28,14.55333333
M83090,3.5999999999999996,0.0,0.0,0.0,0.0,1.4,0.0,6.48
M83092,3.84,3.52,0.0,0.0,0.0,1.773333333,6.44,9.453333333
M83093,2.453333333,0.666666667,0.0,1.066666667,1.066666667,2.333333333,0.0,9.213333333
M83094,1.066666667,2.386666667,0.0,0.0,0.0,9.613333334,5.253333334,18.08
M83096,2.266666667,0.0,0.0,0.0,0.0,1.826666667,1.253333333,8.826666667
M83097,1.653333334,6.386666667,0.0,1.8533333330000001,2.0,2.68,1.88,11.77333333
M83100,1.28,0.0,0.0,1.066666667,0.0,2.826666667,0.986666667,5.066666667
M83102,1.706666667,0.0,0.0,0.0,0.0,3.74,0.0,7.706666667
M83103,1.493333333,0.0,0.0,1.066666667,0.0,1.186666667,1.293333333,6.893333333
M83107,1.973333333,1.598283065,0.0,2.133333334,0.0,0.773333333,1.8,7.146666667
M83108,0.7111999999999999,2.5119999999999996,0.445757823,1.0,2.133333333,2.539312292,4.573333333,9.686666667
M83109,1.813333333,0.0,0.0,2.133333334,0.0,1.12,0.0,5.106666667
M83110,2.313333333,0.853333333,0.0,4.906666667,0.0,1.746666667,10.70666667,24.89333333
M83111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.386666667
M83113,1.0,0.0,0.0,0.0,0.0,0.346666667,0.266666667,2.693333333
M83117,1.52,1.92,0.0,0.0,0.0,4.013333333,2.613333333,14.74666667
M83121,2.533333334,0.426666667,0.0,0.0,1.066666667,2.666666667,0.693333333,8.506666667
M83122,1.573333333,0.0,0.0,1.813333334,0.0,0.8,1.28,6.4
M83123,3.2,0.0,0.0,4.266666666,2.133333333,1.88,0.0,10.53333333
M83125,0.8,0.0,0.0,0.0,0.0,0.68,3.053333333,7.306666667
M83126,1.0,1.893333333,0.0,0.0,0.0,3.333333333,2.506666667,12.21333333
M83127,2.133333334,0.0,0.0,0.853333333,0.0,0.373333333,0.64,5.693333333
M83129,1.066666667,1.28,0.0,2.133333334,0.0,1.773333333,1.933333333,12.48
M83130,1.466666667,0.426666667,0.0,0.0,0.0,1.386666667,0.613333333,4.68
M83132,3.2,0.0,0.0,2.56,0.0,0.666666667,1.72,6.426666667
M83138,2.346666667,1.946666667,1.706666667,2.453333333,0.0,1.573333333,0.0,5.373333334
M83139,3.0,0.0,0.0,0.0,0.0,0.72,0.533333333,6.093333333
M83140,3.2,0.0,0.0,1.92,2.133333333,0.986666667,0.64,6.88
M83141,2.3200000000000003,1.973333333,0.0,2.773333333,0.0,1.066666667,1.946666667,10.64
M83143,1.7333333340000001,0.0,0.0,1.706666667,0.0,2.653333333,0.0,0.0
M83146,0.0,3.806666667,0.0,0.0,0.0,7.726666667,3.506666667,20.788
M83148,5.133333333,2.066666667,0.0,2.56,0.0,6.06,6.306666667,21.9
M83601,1.88,0.426666667,0.0,1.706666666,0.0,1.0,0.0,6.148
M83608,2.533333333,0.0,0.0,0.0,0.0,0.853333333,0.533333333,6.533333333
M83616,1.2,0.0,0.0,0.0,0.0,0.933333333,0.0,2.893333333
M83617,6.08,5.664949732,0.0,3.2,2.133333333,8.453333333,6.792345372,30.972142
M83619,1.333333334,1.0,0.445757823,0.0,0.0,0.613333333,0.0,5.2
M83624,1.333333333,0.106666667,0.0,0.0,0.0,0.693333333,0.0,3.813333333
M83625,2.08,2.026666667,0.0,1.066666667,0.0,0.426666667,1.28,12.54666667
M83627,1.066666667,0.0,0.0,0.0,0.0,0.96,0.266666667,6.813333333
M83632,2.026666667,0.34,0.0,0.0,0.0,1.6,0.64,6.133333333
M83637,0.6933333340000001,0.0,0.0,1.066666667,0.0,1.92,1.813333333,4.573333333
M83638,4.933333333,1.312,0.0,2.133333334,0.0,5.306666667,2.333333333,17.02
M83640,1.76,0.0,0.0,0.0,1.066666667,0.853333333,0.533333333,4.813333333
M83641,0.693333333,0.453333333,0.0,0.0,0.0,0.586666667,1.346666667,6.8
M83650,3.2,1.813333333,0.0,2.986666667,1.066666667,3.12,1.826666667,19.64
M83661,0.986666667,0.533333333,0.0,1.066666667,0.0,1.386666667,3.066666667,9.893333334
M83668,1.333333333,0.0,0.0,0.0,0.0,1.04,0.0,2.88
M83670,1.333333334,1.02,0.0,0.0,0.0,1.933333333,0.0,7.026666667
M83680,3.16,0.0,0.0,0.0,0.0,1.466666667,1.853333333,15.05333333
M83681,2.4,0.48,0.0,0.0,0.0,1.333333333,4.8,7.533333334
M83682,1.013333334,0.906666667,0.0,0.0,0.0,1.333333333,0.893333333,7.078349014
M83691,0.8,0.8,0.0,0.0,0.0,0.48,0.0,3.453333333
M83693,1.386666667,2.213333333,0.0,3.52,2.133333333,1.706666667,0.72,9.853333333
M83697,2.133333334,0.0,0.0,0.0,0.0,1.485957305,0.72,2.933333333
M83698,0.666666667,0.0,0.0,0.0,0.0,1.653333333,0.426666667,2.866666667
M83701,1.6,0.746666667,0.0,0.0,0.0,1.466666667,0.986666667,6.986666667
M83703,2.133333333,0.56,0.0,1.066666667,0.0,1.6,0.86,7.226666667
M83709,1.92,0.106666667,0.0,1.066666667,0.0,0.773333333,1.146666667,8.613333333
M83711,1.333333333,0.0,0.24,0.0,0.0,1.64,0.0,3.693333333
M83713,1.44,0.0,0.0,0.0,0.0,0.6,0.0,4.346666667
M83715,0.986666667,1.466666667,0.0,2.133333333,1.066666667,0.0,1.786666667,5.08
M83717,1.013333333,0.0,0.746666667,0.0,0.0,0.666666667,0.533333333,3.013333333
M83718,1.7999999999999998,0.0,0.0,1.92,0.0,0.733333333,0.213333333,4.173333334
M83719,1.706666667,0.0,0.0,0.0,0.0,1.386666667,0.693333333,4.66
M83723,3.986666666,3.976,0.0,2.133333334,0.0,8.64,7.26,33.26666667
M83725,1.066666667,0.213333333,0.0,0.0,0.0,2.333333333,0.0,6.68
M83727,0.986666667,0.0,0.0,0.0,0.0,0.426666667,0.48,3.96
M83738,0.986666667,2.993333333,0.0,1.066666667,1.066666667,1.12,1.2,6.066666667
M84001,2.96,5.636666667,0.213333333,1.92,1.066666667,3.586666667,1.693333333,16.68666667
M84002,1.8453333330000001,1.68,0.0,2.133333333,0.0,1.546666667,1.28,8.706666667
M84003,2.133333333,1.733333333,0.0,4.8,0.0,2.026666667,1.306666667,15.66666667
M84004,4.093333334,0.0,0.0,0.853333333,0.0,4.293333333,4.053333333,21.62666667
M84005,1.226666667,0.984,0.16,0.0,0.0,0.533333333,0.133333333,6.68
M84006,2.8,4.666666667,0.0,3.8400000000000003,1.066666667,1.48,0.986666667,16.73333333
M84007,3.733333333,3.44,0.0,1.706666667,0.0,4.32,3.3,20.82666667
M84008,1.973333333,2.24,0.0,2.133333333,0.0,3.186666667,1.0,11.57333333
M84009,1.8,1.866666667,0.0,0.853333333,0.0,0.0,3.44,9.4
M84010,4.533333333,2.126666666,0.0,1.706666667,0.0,3.653333333,1.0,11.13333333
M84011,6.426666667,5.333333333,0.16,1.92,0.0,4.133333333,3.213333333,22.35333333
M84012,3.5866666670000003,6.933333334,0.0,4.053333332999999,1.066666667,2.293333333,2.613333333,22.05333333
M84013,1.766666667,4.837333333,0.0,2.133333334,0.0,3.56,1.306666667,15.61333333
M84014,2.826666667,0.586666667,0.0,2.56,0.0,3.386666667,1.6,10.70666667
M84015,2.559466667,4.7728,0.0,5.013333334,0.0,2.533333333,2.826666667,11.76
M84016,2.133333333,0.437333333,0.0,1.066666667,0.0,0.88,0.0,2.933333333
M84017,4.48,2.06,0.0,3.6266666670000003,0.0,1.666666667,1.44,11.65333333
M84018,2.133333333,4.613333333,0.0,3.2,0.0,4.053333333,7.746666667,17.52666667
M84019,4.826666667,2.506666667,0.0,2.133333334,0.0,4.926666667,7.946666667,24.22666667
M84020,3.2800000000000002,3.973333333,0.0,2.133333334,0.0,3.293333333,1.92,17.0
M84021,4.642666667,4.8864,0.0,2.133333333,0.0,3.7984,3.686666667,22.84666667
M84022,2.133333333,2.693333333,0.0,0.0,0.0,3.546666667,2.28,11.29333333
M84023,4.426666667,4.668,0.0,2.133333334,0.0,3.653333333,4.173333333,19.20666667
M84024,2.426666667,1.613333333,0.0,3.8400000000000003,0.0,0.88,1.106666667,6.613333333
M84025,3.84,4.766666667,0.48,4.906666667,0.0,5.973333333,6.462133334,20.01466667
M84026,1.72,2.64,0.0,3.413333334,0.0,1.306666667,2.04,9.893333333
M84028,5.253333333,5.32,0.0,2.773333334,0.0,6.476276579,2.653333333,18.81333333
M84029,2.36,1.28,0.0,2.986666666,0.0,0.96,0.64,7.246666667
M84030,5.093333333,2.893333333,0.0,3.8400000000000003,0.0,5.48,3.106666667,16.61333333
M84031,1.68,4.32,0.0,1.706666667,0.0,1.68,4.52,6.408
M84032,5.0,1.066666667,0.0,0.0,0.0,2.813333333,1.573333333,8.906666667
M84034,1.4,0.0,0.0,0.0,0.0,0.0,1.0,1.44
