gp_code,practice_name,CVDP004HYP,CVDP002HYP,CVDP003HYP,CVDP007HYP,CVDP006HYP,CVDP009HYP,CVDP005HYP,CVDP002AF,CVDP005AF,CVDP004AF,CVDP009CHOL,CVDP011CHOL,CVDP012CHOL,CVDP003CHOL,CVDP006CHOL,CVDP008CHOL,CVDP010CHOL,CVDP004CKD,CVDP006CKD,CVDP005CKD,CVDP007CKD,CVDP003CKD,CVDP002CKD,CVDP003DM,CVDP005DM,CVDP002NDH,CVDP002CHD,CVDP002STRK,CVDP002HF,CVDP001SMOK,CVDP002SMOK,CVDP001BMI
E84057,The Stanmore Medical Centre,84.75,68.01,83.23,72.08,,29.77,0.87,84.39,83.9,,82.75,84.76,54.61,71.97,65.82,66.31,75.62,66.61,94.17,80.36,74.56,0.94,0.38,0.0,0.15,0.34,79.3,79.38,,64.71,62.99,60.16
E84058,Gp Direct,86.92,61.58,80.25,64.0,0.52,27.26,1.58,89.89,88.3,,85.98,83.17,51.83,64.58,59.18,59.1,75.44,52.96,89.02,80.8,67.93,0.42,0.11,0.0,0.13,,74.73,68.64,66.46,75.09,87.91,70.3
E84059,The Allendale Road Surgery,78.63,68.86,77.33,70.56,,33.06,0.4,91.07,91.07,,87.17,77.01,44.39,84.35,68.06,67.95,83.21,58.39,88.32,75.68,70.59,0.61,,,,0.23,79.13,75.61,,65.29,68.33,63.03
E84061,Elliott Hall Medical Ctr.,89.77,68.9,82.4,72.51,,25.39,1.38,90.46,88.93,75.0,87.44,86.28,52.89,68.49,62.61,62.6,73.41,51.29,89.37,71.3,72.37,1.07,0.27,0.0,0.2,0.72,85.96,80.53,80.62,84.64,35.84,59.47
E84062,The Shaftesbury Medical Centre,95.77,65.19,82.08,67.48,,40.91,1.81,91.89,86.49,,88.83,89.85,53.3,70.3,65.82,64.88,75.5,68.87,92.72,80.65,70.91,0.69,,0.0,0.29,,80.17,81.71,,88.27,81.48,79.96
E84063,Lancelot Medical Centre,93.06,75.36,90.72,77.08,0.92,47.61,0.53,94.12,94.12,,92.35,91.76,70.0,79.4,71.84,73.68,89.19,68.24,93.24,78.57,82.69,0.18,,,0.19,0.17,90.16,81.03,,82.93,81.15,77.48
E84066,Gp Pathfinder Clinics,85.87,65.92,84.08,67.48,0.71,35.83,0.22,79.22,75.32,86.84,74.3,76.23,44.33,71.62,59.6,58.53,70.93,65.87,90.67,81.58,81.1,0.07,0.01,,0.05,0.08,73.52,69.28,76.09,69.19,71.86,68.94
E84067,Church Lane Surgery,89.73,79.47,85.15,79.87,,38.26,1.21,91.67,89.58,,94.14,86.55,59.66,79.85,73.21,72.49,80.56,64.44,91.11,86.67,77.97,0.36,,0.0,0.18,0.12,84.86,84.88,63.46,73.12,78.09,75.29
E84068,The Ridgeway Surgery,89.88,69.75,86.59,73.28,,24.35,1.71,90.67,88.89,88.89,87.48,90.42,59.04,73.77,68.66,68.04,72.82,64.25,94.56,79.55,77.24,0.78,0.22,,0.12,,83.37,83.88,,78.79,52.04,83.19
E84069,Belmont Health Centre,92.92,75.58,87.73,77.62,0.89,49.52,1.28,89.42,88.89,100.0,88.68,90.38,61.81,75.02,66.05,65.9,78.27,55.59,95.28,80.11,80.1,0.63,0.1,,0.19,0.05,83.2,82.28,84.02,81.48,70.93,72.29
E84070,Pinner View Medical Centre,85.58,70.41,86.81,73.56,,30.43,1.03,87.14,85.71,80.0,84.11,86.92,59.35,60.24,52.5,53.23,70.26,67.69,89.74,78.57,85.42,0.74,,,0.2,,81.38,75.31,,63.53,66.67,66.39
E84074,Freuchen Medical Centre,88.86,71.71,85.71,73.19,,42.65,0.93,95.24,95.24,,90.41,90.77,47.97,70.34,57.18,58.25,80.29,72.4,95.34,81.18,77.35,0.87,0.25,,0.27,0.28,88.89,83.06,73.75,72.66,76.04,76.9
E84075,Mollison Way Surgery,91.49,75.92,85.95,77.1,,38.5,0.57,92.5,90.0,,91.24,91.71,62.67,69.97,61.32,63.81,83.53,65.29,97.65,77.36,83.48,0.21,,0.0,0.16,0.14,91.08,83.61,,74.49,71.3,73.36
E84076,Oxgate Gardens Surgery,82.64,65.19,83.43,68.56,0.98,34.43,1.26,78.13,71.88,,80.14,85.46,48.23,58.13,51.22,51.58,73.42,86.08,97.47,71.43,72.73,1.93,1.43,,0.19,0.9,77.46,73.08,,81.25,83.54,68.5
E84078,Kingsbury Health And Wellbeing,96.35,86.97,95.33,88.27,,59.01,1.72,80.6,79.1,,89.77,93.94,65.53,77.05,68.66,68.36,77.13,77.13,98.65,61.05,88.96,0.49,0.0,0.0,0.2,,89.22,90.36,,87.21,84.3,88.42
E84080,Staverton Surgery,89.47,64.13,73.2,65.94,1.03,26.69,1.0,84.69,83.67,83.33,82.47,86.45,44.22,60.26,49.4,50.62,65.96,57.09,90.07,73.02,65.48,0.63,,0.0,0.15,0.67,71.88,70.41,,69.59,73.05,58.76
E84083,Lanfranc Medical Centre,83.64,69.34,86.8,72.49,,32.39,0.53,96.3,93.83,,92.81,92.5,68.13,75.77,67.86,70.3,88.72,63.81,90.66,87.0,73.86,0.67,,0.0,,0.42,89.03,91.18,,76.97,98.65,54.53
E84086,WALM LANE SURGERY,89.94,73.88,85.47,75.89,,20.73,0.95,86.89,85.25,,86.14,84.16,45.54,63.43,50.88,51.45,65.61,68.79,87.9,66.67,74.29,0.81,,,0.29,0.79,89.29,80.23,,77.03,93.2,75.57
E84601,Kenton Bridge Medical Centre Dr Golden,91.64,80.93,84.74,81.69,1.37,41.79,0.71,92.86,92.86,,83.08,85.0,52.31,62.02,52.81,53.33,68.67,67.81,90.56,63.08,82.24,0.32,,0.0,0.26,,88.59,84.54,,80.14,79.56,73.4
E84617,THE CIVIC MEDICAL CENTRE,71.92,55.17,68.97,57.14,,18.25,0.61,86.84,84.21,,83.55,75.66,44.08,59.86,56.98,60.39,73.13,54.48,88.81,78.38,72.22,0.39,,0.0,,0.18,61.82,69.81,,55.56,53.97,51.76
E84620,PRESTON ROAD SURGERY,90.14,71.23,83.49,72.84,,50.95,2.39,90.0,87.5,,88.29,85.85,58.54,71.66,63.2,63.2,76.03,60.33,89.26,71.11,74.36,0.69,0.2,,0.26,,79.27,72.0,,74.56,65.27,80.41
E84626,The Sunflower Medical Centre,85.65,69.91,85.37,71.93,,37.25,1.27,86.36,86.36,,93.33,91.52,64.24,82.3,72.62,71.0,80.33,66.12,95.08,81.82,87.61,0.64,,0.0,,,87.6,85.11,,75.96,86.0,74.71
E84635,The Surgery,89.9,68.82,81.71,70.07,,54.34,1.38,75.86,72.41,,88.68,83.65,56.6,75.52,67.57,66.94,75.0,64.74,88.46,80.36,75.96,0.47,0.33,,,0.25,83.02,67.69,,73.45,68.14,78.47
E84637,Hilltop Medical Practice,93.08,73.39,83.33,74.39,,45.12,0.99,84.0,84.0,,88.18,81.82,53.64,63.78,60.69,61.37,72.93,73.68,96.24,79.59,85.23,0.52,0.0,0.0,0.25,,85.0,79.49,,78.61,70.41,71.03
E84638,Alperton Medical Centre,90.25,72.93,79.66,73.89,,42.25,1.56,93.55,90.32,,92.15,90.05,59.69,76.12,67.14,68.33,84.39,57.56,93.66,74.47,70.21,0.39,,,0.23,0.2,90.7,78.38,89.19,76.64,67.62,73.13
E84645,Park Royal Medical Practice,90.99,70.13,86.33,72.13,0.76,31.98,0.64,90.0,86.67,,82.0,91.2,48.0,69.05,56.17,58.7,75.57,72.52,95.8,73.56,79.56,0.4,0.13,,0.2,0.6,80.0,80.0,,83.71,77.48,75.93
E84646,The Streatfield Medical Centre,92.55,75.15,90.0,77.16,,54.09,0.99,93.33,93.33,,85.98,93.29,62.2,71.04,62.56,62.16,79.45,74.66,94.52,81.25,86.81,,0.0,0.0,,0.15,88.19,85.0,,68.27,76.7,80.18
E84647,Kenton Clinic,93.0,68.26,79.1,70.47,,43.12,1.42,89.58,87.5,,85.45,87.88,58.18,56.73,53.02,58.4,71.15,64.1,89.1,85.71,64.29,0.83,,0.0,0.2,,75.65,68.63,,71.79,67.57,72.42
E84653,Zain Medical Centre,84.88,66.72,84.91,70.24,,35.26,1.63,78.85,78.85,,76.82,77.6,41.93,65.6,55.65,55.91,68.28,56.45,88.71,66.23,75.0,0.74,0.16,,0.21,0.35,80.69,75.58,,95.26,73.33,65.11
E84656,ROUNDWOOD PARK MEDICAL CENTRE,93.23,74.9,88.42,76.48,,39.5,0.81,93.75,93.75,,87.0,94.5,56.5,77.72,66.18,67.18,72.67,65.22,92.55,63.93,79.63,0.66,,0.0,0.17,,83.85,84.72,,77.11,83.23,80.67
E84658,Aspri Medical Centre,75.0,54.04,59.01,54.92,,25.74,1.94,92.31,88.46,,80.65,85.71,53.46,66.53,60.57,63.58,69.19,55.68,84.32,59.72,57.69,1.15,0.42,0.0,0.51,0.47,62.04,61.45,70.69,48.52,62.8,58.45
E84663,Kenton Bridge Medical Centre - Dr Raja,89.81,83.46,86.36,83.99,,49.05,0.29,83.75,83.75,,77.81,87.84,50.46,62.38,56.07,58.03,70.67,66.83,92.79,71.23,87.68,0.26,,0.0,0.15,,88.94,89.72,,78.74,79.51,78.15
E84665,Neasden Medical Centre,90.68,79.0,91.48,80.53,0.83,32.99,0.49,90.91,89.61,,94.69,92.5,60.63,74.75,63.03,66.1,86.1,75.4,95.72,83.12,88.37,0.85,0.27,0.0,,0.29,91.75,90.77,,85.28,82.99,78.41
E84674,Chichele Road Surgery,81.79,59.53,77.78,61.85,,20.81,0.68,77.78,74.07,,71.61,72.26,36.13,65.15,45.73,48.22,55.73,54.2,71.76,58.06,69.57,0.5,0.32,,0.3,2.08,62.14,58.0,48.48,59.01,77.07,53.09
E84676,Headstone Lane Medical Centre,91.34,75.48,91.04,77.25,,43.86,2.02,89.47,89.47,,90.3,97.76,58.21,76.16,65.74,65.18,71.28,72.34,90.43,77.78,78.57,0.44,0.0,0.0,0.32,0.0,89.58,88.89,68.0,81.93,68.67,80.17
E84678,Preston Medical Centre,79.54,69.32,74.04,70.13,,54.33,0.31,89.66,89.66,,88.75,75.63,51.88,65.06,55.04,59.2,70.59,66.18,81.62,82.35,76.14,0.9,0.26,,0.21,0.59,81.03,84.31,,68.18,67.27,66.14
E84680,Headstone Road Surgery,92.93,74.31,95.06,77.36,,47.11,0.85,93.1,93.1,,92.86,91.43,62.14,73.68,60.52,59.39,79.81,72.12,91.35,80.0,82.67,0.27,,0.0,,,92.0,88.24,71.43,81.2,75.21,73.9
E84684,THE TUDOR HOUSE MEDICAL CENTRE,85.69,60.15,74.45,63.1,,39.69,0.69,92.11,89.47,,85.96,90.45,55.62,62.45,52.56,53.05,68.81,64.85,93.07,78.38,67.44,0.74,0.26,0.0,,,69.83,63.93,,77.33,76.35,69.36
E84685,Sudbury Surgery,80.43,53.76,68.09,56.55,0.66,20.22,1.49,88.42,81.05,,86.26,76.36,42.81,62.96,54.92,54.93,70.61,47.35,84.49,76.6,64.12,1.35,0.52,,0.25,2.17,65.02,63.87,,73.91,73.04,61.4
E84693,St. Peter's Medical Centre,83.52,65.42,79.23,67.24,,38.56,0.91,86.17,84.04,92.86,80.69,86.1,54.05,64.95,52.71,54.12,70.09,61.54,94.02,87.76,76.35,0.54,0.12,0.0,0.13,0.22,77.06,75.0,,62.11,36.17,60.6
E84699,Kings Edge Medical Centre,87.5,76.55,77.57,76.72,,45.45,1.07,91.67,87.5,,87.8,93.5,65.04,71.38,59.76,58.47,77.69,77.69,95.87,73.81,80.9,0.64,,,0.55,,90.7,87.5,,77.0,90.72,84.37
E84701,Pearl Medical Practice,88.31,70.89,76.27,71.36,,41.61,0.52,90.48,90.48,,92.52,89.72,65.42,83.78,71.88,70.76,75.44,74.56,92.11,86.49,73.42,0.25,,,0.25,0.3,87.5,75.0,,75.0,63.56,63.69
E84702,Willesden Green Surgery,89.35,65.82,77.45,66.81,,35.95,0.44,85.94,84.38,68.75,92.9,87.87,48.22,82.4,76.58,78.39,86.7,62.07,92.61,81.33,71.05,0.25,,0.0,,0.12,73.73,72.81,,64.16,80.2,63.24
E84704,St. Georges Medical Centre,86.05,76.53,76.06,76.64,,24.28,,80.0,74.29,,87.29,89.83,47.46,69.47,61.35,61.33,73.49,63.86,97.59,66.67,90.0,0.83,,,,0.49,82.28,79.07,,68.48,79.12,68.5
E84709,Wembley Park Medical Centre,91.89,72.55,89.08,74.84,,33.45,0.44,89.83,84.75,83.33,86.75,91.83,61.81,74.36,63.13,61.89,71.39,72.62,96.58,74.51,75.09,0.04,0.0,,,,85.81,78.29,,79.41,95.2,75.3
E85001,Thornbury Road Centre For Health,92.07,77.88,90.04,80.49,,35.95,0.89,86.17,84.04,100.0,82.18,86.78,53.16,69.49,61.09,61.45,78.49,78.88,95.22,85.94,86.92,0.79,0.15,,,,90.68,85.5,,86.35,77.02,80.72
E85003,North End Medical Centre,79.56,58.61,66.95,59.63,,32.78,0.97,85.0,83.33,88.24,78.13,73.44,46.68,68.68,54.27,54.34,70.98,67.45,84.31,71.79,61.09,0.57,0.05,,0.16,,71.19,64.52,,64.51,72.41,59.57
E85004,Albany Practice,92.93,75.81,84.8,77.62,,40.23,1.95,93.83,93.83,100.0,78.82,83.68,47.22,68.41,55.2,55.05,67.2,77.42,94.62,75.0,77.12,0.62,,0.0,0.45,0.27,86.32,79.23,75.41,81.07,63.44,69.44
E85005,"The Surgery, Dr Dasgupta & Partners",85.02,63.24,74.36,64.8,,35.04,1.17,89.13,86.96,,85.96,74.85,40.94,73.61,62.5,63.58,79.75,67.09,94.94,79.31,65.22,0.46,0.23,,0.23,0.71,70.59,72.73,,78.69,66.29,63.24
E85006,Waterside Medical Centre,90.78,70.04,81.94,71.5,,57.93,1.97,90.63,87.5,,88.02,86.98,46.88,72.41,64.94,66.54,86.67,68.89,88.89,86.05,71.05,0.48,,,0.45,0.4,74.64,73.77,,85.21,90.07,77.34
E85007,St. Margarets Practice,90.78,64.98,83.22,68.64,0.6,33.39,2.17,89.7,89.7,87.5,82.83,85.62,45.06,60.83,48.79,50.42,66.05,69.75,93.52,77.66,76.12,0.97,0.36,0.1,0.23,1.01,75.97,76.84,,77.14,98.71,61.2
E85008,North Fulham Surgery,87.61,67.15,75.52,69.14,,31.91,1.84,94.9,93.88,,81.94,72.57,41.32,63.51,52.74,53.99,69.11,59.16,92.15,80.26,71.35,0.73,0.15,,,0.79,74.84,79.67,,76.08,80.77,48.04
E85012,Ks Medical Centre,93.22,60.59,86.38,66.32,,42.86,1.47,97.4,94.81,,86.25,90.83,50.93,76.37,71.0,69.84,84.43,62.28,89.22,65.67,65.38,0.72,,,0.35,0.79,77.9,74.53,,57.5,89.4,60.62
E85013,Westseven Gp,90.8,73.7,89.39,75.47,,33.91,0.82,96.43,92.86,,82.78,84.44,55.0,62.5,55.37,56.58,63.27,69.39,94.9,76.67,82.35,0.38,,,,0.63,81.25,77.78,,80.14,92.03,72.31
E85014,Northfields Surgery,82.25,72.22,72.33,72.24,,24.53,0.93,88.5,88.5,,82.92,82.56,44.13,61.23,55.0,57.81,75.12,64.59,94.74,85.19,72.56,0.31,,0.0,0.16,0.38,71.43,77.27,,72.88,51.98,52.66
E85015,Hounslow Medical Centre,92.3,71.27,81.11,72.81,0.57,50.26,1.05,89.23,89.23,,89.4,94.22,58.07,59.15,51.44,53.43,76.92,61.15,95.0,82.5,79.29,1.05,0.1,0.1,0.33,0.41,82.96,74.26,,82.08,98.28,83.79
E85016,Richford Gate Medical Centre,87.25,67.25,81.18,70.03,0.86,38.64,0.73,91.53,86.44,57.14,84.2,84.43,51.65,67.12,55.13,56.38,72.85,72.85,91.86,74.75,70.98,0.42,,,0.11,,80.63,75.9,,75.94,64.78,63.5
E85019,Crown Street Surgery,88.58,69.94,78.26,71.44,1.33,60.47,0.99,91.74,91.74,91.67,82.97,84.62,45.33,68.86,57.34,57.3,72.48,67.44,91.09,80.3,72.53,0.77,,,0.12,0.29,76.42,79.14,63.55,78.93,98.2,75.81
E85020,Brook Green Medical Centre,86.57,67.85,84.67,71.01,0.62,28.92,0.68,87.25,84.56,70.0,77.36,79.72,44.58,64.65,53.42,55.77,66.67,75.72,93.42,68.97,80.19,0.6,,,0.11,0.1,82.53,78.33,87.14,68.79,76.88,61.03
E85021,Yeading Medical Centre,89.88,71.81,85.48,73.48,,57.01,0.87,94.64,89.29,,93.51,85.95,52.43,78.23,68.43,67.62,82.22,77.78,91.11,92.54,84.28,0.42,,,0.18,,89.15,91.67,,77.35,85.66,71.94
E85023,Chepstow Gardens Medical Centre,92.65,76.37,86.73,78.34,,41.84,1.75,91.89,91.89,,90.53,93.49,59.17,74.89,68.78,68.87,81.48,75.93,89.81,81.25,77.42,0.72,,,0.57,0.76,88.24,85.07,62.22,84.26,91.67,77.85
E85024,Carlton Surgery,90.72,74.59,89.52,76.91,,51.7,1.4,94.38,94.38,,92.02,82.63,54.93,72.39,65.91,65.88,75.3,85.54,92.17,81.48,78.91,0.61,0.35,,,0.26,84.89,81.18,79.59,82.91,97.47,71.1
E85025,Cassidy Road Medical Centre,87.01,69.57,87.27,72.41,1.6,30.76,0.33,84.21,84.21,,82.27,86.7,55.17,65.67,54.77,54.82,80.39,55.88,93.14,78.0,88.37,0.43,0.08,,0.11,0.43,82.81,86.96,69.23,70.42,67.0,55.26
E85026,Gordon House Surgery,89.61,68.57,86.17,72.62,0.79,37.17,1.5,88.95,88.42,100.0,85.15,87.45,47.7,70.68,58.79,58.2,73.89,68.25,91.39,77.78,71.53,0.25,,,0.18,0.34,80.31,80.22,75.0,76.45,90.68,69.33
E85028,Hillcrest Surgery,90.66,69.03,78.31,70.75,,30.71,1.57,86.25,85.0,,86.43,74.64,43.21,67.7,57.14,57.89,78.28,66.67,89.9,83.67,69.23,0.39,,,0.15,0.43,83.84,82.42,,74.48,64.4,61.03
E85029,"The Medical Centre, Dr Jefferies & Partn",79.23,59.32,81.57,62.3,,16.37,0.46,85.71,82.71,100.0,83.44,78.15,38.41,65.71,54.58,53.85,67.99,33.0,87.13,73.24,71.88,0.4,,,0.09,0.57,76.52,79.23,,75.81,75.76,83.2
E85030,Chiswick Health Practice,91.03,71.43,89.16,75.37,,32.13,1.12,81.94,77.78,,83.71,85.07,49.77,68.8,62.44,63.82,73.25,79.62,94.27,73.68,77.69,0.68,0.13,,,0.76,86.36,82.35,70.73,76.38,94.44,74.98
E85032,Ashchurch Surgery,89.18,73.08,77.86,74.17,,41.09,0.47,89.23,84.62,,74.47,70.74,35.11,63.16,55.78,56.96,65.74,65.74,88.89,64.86,74.19,0.85,0.25,,0.22,1.17,85.26,82.35,69.23,80.0,78.52,63.17
E85033,Hammersmith Surgery,87.65,70.7,86.26,73.05,,37.49,0.57,91.89,90.99,72.0,80.32,84.13,44.44,65.81,54.67,57.29,71.29,65.84,89.6,78.57,76.92,0.39,,,0.1,0.28,82.08,81.34,79.1,75.09,70.59,66.81
E85034,Grosvenor House Surgery,88.72,73.41,86.7,76.42,,29.1,1.36,94.0,91.0,,85.78,92.67,52.59,58.98,50.47,53.59,72.04,60.19,93.84,83.56,78.11,0.75,,0.0,,0.41,85.9,80.0,82.76,71.01,48.94,65.89
E85035,Mount Medical Centre,93.08,79.56,90.27,80.93,,33.51,0.79,91.89,91.89,,79.45,84.58,48.22,62.89,54.66,56.3,66.86,70.35,89.53,71.11,84.68,0.33,,0.0,0.24,0.15,84.92,87.5,,82.03,81.89,74.77
E85038,Palace Surgery,81.76,61.89,80.67,66.27,,24.29,0.83,91.38,91.38,88.89,82.14,82.14,42.14,63.71,53.82,57.39,71.56,66.06,90.83,82.86,74.44,0.6,,,0.36,,81.82,72.88,,75.49,68.82,58.62
E85040,West4 Gps,94.03,74.87,87.21,77.98,,43.01,1.37,94.87,91.67,100.0,86.89,79.23,50.82,58.25,48.57,51.15,72.88,67.8,94.92,82.14,75.66,1.1,0.24,,,,82.24,84.31,,82.32,93.21,68.0
E85041,Hanwell Health Centre (Naish),89.76,76.64,88.99,78.64,,47.07,0.92,96.72,91.8,,86.32,83.49,43.87,78.54,60.67,60.82,81.6,86.5,95.09,69.05,85.19,0.4,0.0,,0.26,0.4,78.0,77.59,88.64,75.82,97.25,60.98
E85042,The New Surgery,89.09,75.36,84.96,76.98,,37.19,0.73,93.75,87.5,,84.74,87.15,49.8,63.67,53.12,54.16,73.42,53.16,89.87,80.0,83.08,0.78,0.47,,0.2,,83.7,75.29,,83.58,62.13,78.22
E85045,Twickenham Park Medical Centre,91.15,66.74,79.28,69.2,,27.37,1.61,88.57,88.57,,83.33,78.89,39.44,72.05,62.6,64.54,67.14,57.86,87.14,81.82,68.7,1.32,,,0.33,,72.57,79.41,,63.97,98.5,68.47
E85046,Eastmead Avenue Surgery,89.29,65.15,90.85,69.9,,44.55,1.01,89.41,89.41,,87.11,88.15,54.36,72.85,65.49,66.12,79.78,73.77,96.17,76.32,85.06,0.33,0.0,,0.29,0.29,78.74,83.87,82.22,77.04,96.39,70.84
E85048,"Dr Canisius & Dr Hasan, Parkview Cfh&W",85.08,62.02,81.18,63.96,,39.4,1.46,87.5,82.5,,79.13,86.09,45.22,74.26,67.35,65.94,74.12,71.76,88.24,81.54,74.83,0.64,0.15,,0.17,0.42,69.05,74.04,76.19,68.48,52.57,69.57
E85049,Belmont Medical Centre,93.18,73.41,85.89,75.06,0.81,59.96,1.44,90.0,90.0,,89.82,90.72,55.09,87.25,80.79,80.93,92.09,74.01,97.74,71.3,82.05,0.17,,,0.43,0.3,82.28,77.38,77.78,78.05,63.29,78.94
E85050,Greenford Road Med.Ctr.,87.62,69.89,86.05,73.0,0.8,32.74,1.85,92.0,89.33,,88.78,83.97,46.47,69.92,58.97,60.66,76.24,55.94,90.59,78.75,77.91,0.79,0.17,0.0,,0.3,83.26,81.0,72.28,73.91,73.36,59.27
E85051,Greenford Avenue Fhp,85.31,65.07,77.38,67.48,,45.01,1.4,94.12,94.12,,86.57,79.63,50.0,69.53,60.76,63.39,76.27,59.89,90.4,70.24,67.92,0.9,,,0.25,0.35,78.36,71.6,75.38,69.27,95.31,62.16
E85052,Cranford Medical Centre,94.96,80.47,89.63,81.86,,49.01,1.29,92.68,92.68,,89.45,91.02,57.42,68.83,59.71,62.34,84.97,89.6,95.95,85.54,80.54,0.52,,,0.35,0.34,86.24,85.71,81.13,82.14,90.0,81.74
E85053,The Medical Centre,85.42,75.6,72.46,75.15,,28.07,0.99,91.67,88.89,,81.94,84.72,40.97,62.75,53.8,54.48,67.78,37.78,78.89,,77.97,0.59,,0.0,,,84.16,76.6,,56.15,77.69,57.48
E85054,Hillview Surgery,88.64,63.85,80.07,66.65,0.67,58.66,1.02,90.73,90.07,100.0,85.85,85.15,46.87,73.76,62.46,61.74,74.84,63.21,89.94,76.19,71.64,0.9,0.2,,0.24,0.32,74.07,69.4,,67.61,62.99,67.18
E85055,The Bush Doctors,87.24,65.32,72.28,66.25,,41.28,1.1,79.44,75.7,88.24,77.18,80.0,43.59,69.72,56.04,57.87,69.91,78.76,91.15,72.45,70.9,0.54,,,0.18,,74.27,71.18,,75.91,78.77,67.53
E85056,St Davids Practice,91.39,72.58,83.22,74.07,,40.14,1.21,96.2,94.94,,92.47,88.17,48.03,64.81,54.84,56.77,76.79,87.5,94.2,85.25,80.1,1.0,,,0.23,0.56,79.76,82.76,,80.95,97.12,63.43
E85057,Queens Walk Practice,91.32,73.67,89.42,77.22,,32.01,0.3,95.0,95.0,100.0,84.25,92.47,57.53,62.36,58.67,58.65,70.73,73.17,95.12,65.52,83.33,0.21,,,,0.42,86.52,89.55,,83.82,91.18,74.35
E85058,Blue Wing Family Doctor Unit,94.34,78.26,75.48,77.79,,33.88,1.46,94.17,92.23,,81.82,80.72,49.59,63.74,53.66,58.51,69.57,64.49,89.86,74.29,76.92,1.51,1.14,0.17,2.22,0.71,73.11,76.62,71.25,72.1,46.12,56.62
E85059,Chestnut Practice,94.04,73.07,86.24,75.1,0.73,38.42,1.39,92.31,87.69,,84.4,86.54,50.15,63.44,58.19,61.61,75.7,80.84,94.86,71.26,84.48,1.02,0.33,0.31,0.43,1.25,87.45,77.78,74.47,75.5,97.99,80.65
E85060,Kingfisher Practice,91.85,72.66,82.5,74.25,,33.72,2.13,98.48,93.94,,86.01,90.44,58.02,68.69,62.7,63.69,77.11,60.84,91.57,65.12,75.35,0.31,0.16,,0.29,0.47,84.06,79.28,,74.23,96.35,72.82
E85061,Welcome Practice,92.31,72.02,83.33,73.69,,61.9,1.95,94.29,94.29,,88.96,90.8,46.63,70.1,57.39,60.95,81.48,74.81,82.96,83.61,78.57,0.77,,0.32,0.62,0.2,79.37,82.61,,76.43,92.14,75.93
E85062,Hiyos,93.36,72.19,82.73,73.27,0.74,42.27,1.53,91.84,91.84,90.0,82.88,82.88,42.8,71.6,57.2,57.54,79.03,67.74,95.16,86.36,70.83,0.42,,0.24,0.51,0.84,73.18,68.09,,68.75,97.21,70.1
E85064,West End Surgery,88.9,78.69,87.07,79.74,,33.12,1.05,94.87,94.87,,95.47,93.0,58.85,73.46,63.93,65.64,86.59,63.41,91.46,66.25,88.89,0.66,0.0,,0.45,0.46,90.7,88.31,,78.65,73.57,75.8
E85066,The Bedford Park Surgery,92.74,74.42,85.23,77.56,,22.76,0.9,97.5,90.0,,80.18,83.78,50.45,52.29,42.18,43.24,66.67,71.43,88.89,62.5,83.67,0.56,,,,1.68,82.61,78.26,,88.57,85.71,50.97
E85069,Oldfield Family Practice,90.79,75.4,85.52,77.3,1.17,55.37,0.57,97.59,96.39,,87.1,87.56,50.23,77.2,68.81,69.95,80.14,71.23,96.58,81.94,86.61,0.39,,0.0,,0.69,88.54,81.97,,80.81,97.09,76.81
E85071,Clifford House Medical Centre,95.11,72.85,88.31,76.09,,35.5,2.89,100.0,97.06,,84.42,92.21,62.34,68.39,56.92,60.48,75.0,85.71,95.24,68.18,80.26,,,0.0,,,84.44,81.08,84.0,93.75,97.5,83.25
E85074,West Kensington Gp Surgery,86.19,64.44,79.49,67.68,,27.24,0.82,95.45,93.18,100.0,76.86,79.34,48.76,57.53,45.38,45.01,66.67,59.42,91.3,75.0,78.57,0.35,,,,0.24,76.06,76.92,,68.6,43.02,59.12
E85075,Gp Surgery @ Acton Gardens,91.02,71.04,89.87,73.56,,34.91,0.7,90.38,90.38,,85.03,87.07,47.62,69.82,61.32,61.45,83.33,84.31,96.08,87.5,74.73,,0.0,0.0,,0.0,80.81,74.55,65.38,80.12,69.62,76.69
E85077,Shepherds Bush Medical Centre,86.44,69.64,78.08,71.28,,56.43,0.66,91.67,88.89,,84.07,88.5,43.36,68.71,63.98,65.04,60.78,60.78,82.35,,75.0,1.25,0.63,0.36,0.3,4.95,81.94,72.73,,97.37,100.0,78.9
E85083,Dr Sivanesan & Partner,92.53,84.93,86.62,85.14,,44.89,1.43,85.96,80.7,,88.72,95.49,50.0,89.78,84.01,83.8,87.16,68.24,95.27,72.5,85.96,0.54,,,0.24,1.41,87.38,85.51,86.36,84.38,83.65,80.47
E85088,Elmbank Surgery,84.25,74.29,78.36,74.89,1.76,28.14,0.65,93.59,91.03,,88.58,76.26,40.18,82.96,72.82,72.54,85.83,65.35,87.4,77.78,77.32,0.71,,,,,80.0,75.41,67.12,77.88,73.75,64.78
E85090,Hammond Road Surgery,95.9,75.13,92.08,77.08,,55.47,1.24,92.45,86.79,,94.17,92.38,54.26,69.53,61.38,64.75,90.63,69.53,96.09,82.14,83.33,0.26,0.0,,0.36,,81.65,90.41,81.4,73.96,93.18,81.32
E85091,Brunswick Surgery,85.27,66.22,80.39,67.93,,41.6,0.5,95.0,95.0,,95.1,84.31,50.0,63.64,51.78,52.85,85.45,52.73,92.73,77.42,79.07,0.58,0.0,0.0,,0.0,79.07,95.83,52.63,81.25,77.6,70.33
