gp_code,practice_name,CVDP004HYP,CVDP002HYP,CVDP003HYP,CVDP007HYP,CVDP006HYP,CVDP009HYP,CVDP005HYP,CVDP002AF,CVDP005AF,CVDP004AF,CVDP009CHOL,CVDP011CHOL,CVDP012CHOL,CVDP003CHOL,CVDP006CHOL,CVDP008CHOL,CVDP010CHOL,CVDP004CKD,CVDP006CKD,CVDP005CKD,CVDP007CKD,CVDP003CKD,CVDP002CKD,CVDP003DM,CVDP005DM,CVDP002NDH,CVDP002CHD,CVDP002STRK,CVDP002HF,CVDP001SMOK,CVDP002SMOK,CVDP001BMI
E82100,Central Surgery,82.04,58.33,77.4,62.79,,61.64,1.44,91.87,89.84,,82.91,78.34,42.81,62.28,57.72,59.19,72.62,70.61,87.61,60.0,63.28,3.92,1.11,,0.18,2.17,73.97,74.6,74.26,65.95,74.89,62.54
E82102,New River Health,94.79,71.13,84.89,74.79,0.72,17.56,1.95,95.56,94.97,38.1,81.75,83.33,53.74,58.22,48.91,49.66,63.02,39.16,92.53,64.18,76.64,1.4,0.34,,0.17,1.57,84.99,81.94,,96.95,95.42,51.23
E82105,ABBOTSWOOD MEDICAL CENTRE,83.5,64.08,75.47,65.84,,33.1,1.83,93.33,93.33,88.89,88.2,68.94,49.07,65.64,55.17,55.1,71.78,60.12,86.5,60.0,67.82,0.76,0.37,,0.26,1.54,77.88,66.67,68.29,70.95,66.43,56.89
E82106,New Road Surgery,80.14,57.14,77.09,62.77,0.64,16.24,1.41,93.21,91.05,,79.62,63.49,39.74,62.12,53.67,52.77,58.01,43.81,89.45,57.45,63.87,1.28,0.76,0.11,0.29,1.81,70.21,70.79,,69.77,47.32,49.23
E82107,Summerfield Health Centre,88.15,60.02,81.3,63.84,,25.57,1.32,93.71,93.71,72.73,84.91,85.93,59.08,63.05,53.93,54.8,74.05,69.62,93.04,68.13,66.33,1.12,0.39,,0.24,0.57,79.63,77.21,,78.72,79.4,75.94
E82111,THE SYMONDS GREEN HEALTH CENTRE,96.41,76.29,82.86,77.23,,67.52,2.08,96.34,91.46,,89.96,84.52,52.3,62.91,56.69,59.66,73.74,61.62,94.95,65.22,86.57,1.91,0.91,,,2.62,82.17,77.38,,83.33,83.87,83.55
E82113,Verulam Medical Group,87.72,67.39,78.98,69.42,,19.49,1.26,92.31,91.21,,87.43,66.49,40.31,65.1,58.35,58.96,76.19,65.71,92.38,62.07,70.69,1.55,0.94,0.0,0.47,1.39,78.79,63.93,,78.41,88.44,58.74
E82115,Stockwell Lodge Med.Ctr.,90.93,68.01,82.09,71.26,0.56,30.82,2.45,91.3,90.22,90.91,85.84,86.26,50.53,65.88,58.01,60.67,75.81,70.16,95.56,70.0,69.52,1.96,1.68,0.0,0.13,0.71,78.07,80.92,,87.21,89.8,70.23
E82117,The Grove Medical Centre,88.6,60.55,79.71,64.5,,26.2,1.64,87.04,86.42,80.0,75.47,63.44,36.56,66.37,58.65,60.28,60.75,51.61,86.02,83.33,65.93,1.8,1.64,0.12,0.25,1.13,74.6,75.0,,68.34,81.03,55.58
E82121,Watton Place Clinic,88.33,67.16,83.87,70.94,,17.13,1.59,94.44,91.27,,89.23,64.62,47.31,63.01,51.19,57.58,79.28,80.18,91.89,71.43,73.81,1.78,1.15,0.0,,0.91,72.29,67.62,,74.49,77.89,34.88
E82123,Warden Lodge Medical Practice,84.69,55.32,77.73,61.81,,21.75,1.94,94.15,92.68,,82.17,68.15,43.1,60.92,57.86,58.13,67.56,40.13,80.27,63.16,66.06,2.27,1.84,,0.16,1.9,66.9,66.5,,62.96,50.57,55.65
E82124,ATTENBOROUGH SURGERY,87.36,66.8,82.91,70.68,0.59,20.57,1.54,93.27,92.65,51.22,85.29,76.95,51.86,66.09,60.71,60.32,70.29,59.53,88.29,64.89,73.29,1.38,0.52,0.05,0.23,0.48,74.49,74.0,63.16,65.21,80.09,71.02
E82129,Kings Langley Surgery,89.07,73.85,88.89,77.51,0.72,21.51,1.03,92.31,91.67,84.38,84.79,82.09,52.93,57.31,49.65,49.44,66.01,67.98,88.74,60.54,79.81,1.47,0.44,,0.18,0.38,87.91,81.5,,74.77,76.45,68.44
E82132,Roysia Surgery,85.2,61.57,76.63,64.8,,19.97,3.36,90.57,89.62,100.0,85.39,83.56,54.79,66.28,60.18,60.51,72.57,34.29,88.0,61.11,57.46,0.5,0.17,,0.21,4.05,78.95,80.72,,61.68,65.42,42.33
E82133,HIGH STREET SURGERY,89.35,57.42,77.88,61.4,,27.08,2.27,92.41,92.41,66.67,83.22,72.37,43.75,70.05,62.33,61.82,73.97,54.79,91.78,55.56,63.93,1.98,1.78,0.11,0.25,2.35,70.68,72.48,69.09,61.09,82.21,68.49
E82626,Whitwell Surgery,88.82,67.75,81.82,70.78,,46.17,2.33,91.53,91.53,,87.97,89.47,64.66,72.52,61.64,62.32,76.81,50.72,97.1,58.33,64.41,2.07,0.92,,,3.61,68.29,87.04,,80.28,86.96,53.56
E82638,Stanhope Surgery,84.29,58.84,77.78,61.92,,18.69,1.28,97.62,97.62,,83.81,78.1,45.71,64.98,54.4,55.82,62.89,63.92,82.47,59.38,58.67,1.7,1.17,,0.53,2.42,77.6,68.48,,86.23,90.3,66.69
E82643,Archway Surgery,85.44,67.04,75.0,68.95,,7.14,1.56,93.18,93.18,,85.15,74.26,46.53,48.6,40.86,43.07,47.83,47.83,82.61,,62.96,2.4,1.81,,,5.94,91.53,60.47,73.33,66.67,70.45,29.9
E82652,Gossoms End Surgery,94.12,83.59,88.1,84.71,,18.05,0.81,94.81,93.51,,88.06,94.78,79.85,67.81,55.49,59.9,90.35,65.79,93.86,100.0,82.43,1.49,,0.0,,0.52,95.06,87.5,100.0,72.86,69.57,71.89
E82654,Helix Medical Centre,92.69,72.43,83.42,74.38,,15.69,1.59,95.5,90.09,,89.06,86.04,38.87,60.13,52.86,54.28,73.48,49.46,92.11,66.67,74.37,1.84,0.25,0.0,0.18,1.78,78.79,80.87,67.95,68.03,75.41,41.14
E82655,South Oxhey Surgery,89.58,75.56,85.29,76.83,1.53,25.17,1.15,94.64,92.86,,86.07,90.16,54.1,72.67,67.41,65.91,72.22,69.44,96.3,70.83,94.03,0.81,0.24,,0.24,1.09,84.51,90.2,,66.45,76.87,69.13
E82657,Little Bushey Surgery,87.42,72.33,88.64,77.18,,18.07,0.83,93.08,93.08,88.89,85.28,83.74,53.99,67.36,56.56,57.24,68.45,57.18,91.83,68.33,83.98,1.69,0.45,,0.39,1.14,87.55,79.12,,73.64,50.93,54.05
E82661,The Garden City Surgery,89.79,61.39,78.39,65.31,,15.66,3.33,95.83,95.83,,86.75,70.86,46.36,64.21,55.46,57.03,72.83,35.87,79.35,,68.12,1.49,1.29,,0.19,2.37,62.16,57.38,,78.48,77.07,51.69
E83003,Oakleigh Road Health Centre,89.25,71.25,86.69,74.23,,44.98,1.44,91.46,91.46,92.31,87.98,83.63,54.99,68.6,57.92,57.32,73.06,71.04,93.27,76.4,76.01,1.32,0.61,0.11,0.37,1.88,84.67,81.76,,87.7,89.56,70.48
E83005,Lichfield Grove Surgery,89.58,66.82,88.74,72.57,,35.12,0.94,85.71,84.13,,78.24,88.08,53.37,61.02,55.0,54.81,65.12,85.47,95.93,65.71,76.67,0.79,0.16,,0.2,0.26,78.86,84.72,,84.62,82.42,84.06
E83006,Greenfield Medical Centre,83.77,60.74,82.66,65.71,1.17,26.83,1.66,88.04,86.96,,80.89,71.11,41.78,62.91,54.19,53.75,65.0,56.0,88.0,56.0,74.84,0.79,0.3,,0.52,1.09,77.27,86.36,62.75,80.59,73.53,58.86
E83007,Squires Lane Medical Practice,88.17,69.58,75.35,70.96,,45.82,1.74,89.39,86.36,,79.4,84.42,47.74,67.17,55.77,56.49,73.21,73.21,93.75,71.43,76.34,1.44,0.87,,0.27,0.25,78.36,74.63,,79.63,82.08,77.45
E83008,Heathfielde Medical Centre,80.72,68.3,73.93,69.78,,20.88,0.85,89.32,87.38,,87.81,79.57,54.84,62.78,53.99,54.48,71.79,68.72,83.59,73.74,79.77,1.04,0.47,,0.22,1.21,81.07,68.54,74.19,56.25,79.03,61.88
E83009,Phgh Doctors,89.33,71.68,84.13,75.41,,35.21,0.78,88.51,87.23,66.67,82.93,76.25,52.32,56.73,51.3,51.24,67.23,58.1,90.69,89.13,71.33,0.7,0.2,,0.16,1.27,76.47,76.14,,71.67,66.96,58.05
E83010,The Speedwell Practice,86.55,60.03,76.22,63.52,,31.79,1.5,85.29,84.12,84.21,80.31,71.81,47.3,65.52,56.2,56.15,70.45,50.83,88.18,65.08,65.0,0.67,0.14,,0.16,1.1,74.18,69.04,,65.75,55.6,55.28
E83011,The Everglade Medical Practice,81.96,61.71,69.9,62.45,,25.74,1.48,95.24,90.48,,88.81,81.59,47.65,72.76,57.38,60.79,76.55,52.21,87.61,72.13,66.14,0.6,,,0.3,1.37,77.84,63.64,,71.03,73.58,50.2
E83012,The Old Court House Surgery,77.45,56.02,70.0,59.27,,43.37,1.72,92.68,91.46,50.0,84.14,75.7,49.36,57.39,52.3,53.94,64.12,58.58,91.29,64.91,59.12,1.04,0.12,0.17,0.15,1.59,73.33,72.02,,69.74,81.21,64.49
E83013,CORNWALL HOUSE SURGERY,91.04,65.6,78.83,69.38,,59.02,1.0,92.19,90.63,,79.61,88.16,60.53,59.46,52.69,53.78,64.62,62.31,87.69,75.0,59.22,0.8,0.22,0.0,,0.8,74.51,86.67,87.1,78.05,92.11,79.73
E83016,Millway Medical Practice,85.54,66.42,77.07,68.82,0.81,52.96,1.27,88.63,86.88,91.89,85.04,86.65,56.09,66.9,58.25,59.67,75.0,66.58,93.49,69.74,75.82,0.85,0.39,,0.21,0.79,79.94,77.88,,78.61,76.52,70.16
E83017,Longrove Surgery,84.09,61.17,74.65,64.12,0.69,52.33,1.48,92.02,90.96,96.0,82.44,80.38,53.5,60.42,52.59,54.0,70.42,65.49,92.96,82.52,70.79,1.32,0.69,0.15,0.25,1.93,75.37,73.53,,77.27,63.33,57.26
E83018,WATLING MEDICAL CENTRE,83.48,64.45,75.73,66.56,,37.68,1.12,88.5,87.5,91.67,88.59,79.26,51.77,58.17,53.01,55.75,70.76,54.56,89.94,82.98,68.2,1.23,0.75,0.14,0.44,2.07,75.18,76.62,,77.6,88.44,53.01
E83020,St. Georges Medical Centre,89.44,67.34,81.68,70.36,0.81,40.65,1.32,95.08,94.26,90.0,86.31,77.73,51.97,66.26,55.89,57.65,73.5,64.31,86.22,66.34,71.73,0.85,0.38,0.0,0.18,0.5,83.01,76.26,,77.93,90.91,58.33
E83021,TORRINGTON PARK GROUP PRACTICE,81.14,67.9,69.77,68.38,,39.67,1.18,91.26,88.52,75.0,81.54,69.45,42.64,61.18,53.59,53.86,65.29,54.55,91.74,66.67,68.09,0.78,0.16,,0.19,1.28,70.82,65.66,,63.67,66.93,50.5
E83024,St Andrews Medical Practice.,87.32,68.09,77.4,70.82,,40.99,1.22,87.14,87.14,73.68,81.42,79.84,49.8,60.14,56.59,56.45,68.46,71.81,93.62,73.08,66.67,1.6,1.3,,0.2,2.75,81.05,77.9,,60.87,74.17,61.66
E83025,Pennine Drive Practice,76.27,57.68,65.5,59.37,,20.34,1.76,87.1,86.02,100.0,81.52,77.17,43.12,62.02,53.11,54.78,70.32,48.4,81.28,75.76,66.47,1.14,0.7,,0.16,0.85,84.52,70.0,,70.44,75.8,53.59
E83026,Supreme Medical Centre,89.45,73.43,83.81,75.82,,22.72,0.82,90.0,90.0,,83.93,75.6,48.21,60.55,50.53,50.54,68.8,46.4,80.8,70.59,68.82,1.77,1.25,,0.49,2.0,81.25,80.43,,64.0,51.02,43.0
E83027,The Practice At 188,68.73,46.27,63.92,51.43,,20.33,0.68,80.34,78.63,,79.1,60.9,39.4,49.82,46.99,49.18,56.22,45.27,82.09,58.97,53.33,1.19,0.81,,0.3,1.51,58.6,62.41,,58.33,67.61,48.45
E83028,PARKVIEW SURGERY,68.31,52.18,67.03,53.73,,20.32,0.78,89.13,86.96,,80.65,70.97,41.94,67.42,57.51,57.98,73.46,54.94,81.48,67.57,65.94,1.04,0.32,,0.51,2.86,64.0,67.61,,65.56,74.83,62.59
E83030,PENSHURST GARDENS SURGERY,86.18,66.04,79.41,69.61,1.17,26.1,0.52,84.85,82.83,,79.12,74.36,51.65,58.68,58.44,58.96,63.52,43.44,81.15,79.31,61.78,1.74,0.95,,0.33,0.9,72.59,73.96,,58.25,87.63,41.44
E83031,The Village Surgery,93.38,65.4,88.08,70.88,,26.69,0.49,89.22,88.24,100.0,89.39,79.18,53.47,68.24,60.87,61.26,80.68,48.3,94.32,65.22,74.44,1.27,0.7,,0.2,1.17,76.58,77.32,,81.25,92.71,61.68
E83032,Oak Lodge Medical Centre,90.08,65.77,77.14,67.42,1.05,28.38,1.26,91.47,89.15,,81.31,70.78,45.19,66.61,55.69,57.08,74.92,55.11,89.78,75.0,73.41,1.04,0.52,0.06,0.3,1.41,74.79,73.46,,69.75,71.03,61.56
E83034,Colney Hatch Lane Surgery,93.55,70.28,84.43,73.06,,28.21,2.34,80.95,78.57,,83.6,91.01,55.56,67.5,55.96,55.77,66.35,53.85,90.38,78.26,69.48,1.19,0.22,,0.32,0.68,76.23,77.78,84.0,82.8,73.08,73.42
E83035,Wentworth Medical Practice.,92.4,67.56,80.0,71.1,,49.2,1.5,85.05,83.06,37.5,81.63,77.86,51.7,61.35,51.81,52.9,66.89,52.7,90.37,70.72,67.36,1.19,0.65,0.07,0.24,0.71,75.5,74.91,,75.25,73.79,73.63
E83038,Jai Medical Centre,92.9,78.78,83.94,80.11,1.01,29.95,2.29,85.71,84.13,80.0,80.94,85.91,53.04,66.73,56.44,57.27,73.67,71.43,92.72,66.67,78.74,0.96,0.38,,0.2,0.57,88.74,88.49,,74.44,76.5,81.8
E83039,Ravenscroft Medical Centre,89.71,70.53,86.99,74.19,,24.22,1.56,90.38,90.38,,83.84,83.33,54.04,56.17,49.72,52.42,68.52,60.19,94.44,60.0,81.32,1.07,0.78,,0.27,2.18,83.85,85.71,,78.16,88.51,71.75
E83041,Wakemans Hill Surgery,86.64,66.74,84.04,69.6,,31.29,0.64,88.1,88.1,,91.67,80.83,50.83,74.55,59.07,61.34,83.33,64.0,84.0,52.94,69.05,0.39,,,,0.46,85.71,82.98,,72.65,69.83,71.94
E83044,Addington Medical Centre,90.96,69.02,76.12,70.65,0.86,25.1,2.16,92.74,92.18,81.25,83.68,73.89,48.37,49.22,44.16,46.38,64.47,57.51,89.38,72.22,72.9,1.15,0.91,,0.24,1.88,81.74,80.29,81.69,82.5,89.94,62.32
E83045,Friern Barnet Medical Centre,86.67,70.62,86.67,74.09,0.82,34.45,1.34,91.74,89.91,,86.41,87.77,58.97,65.19,50.23,51.06,71.38,57.6,89.75,81.97,70.61,0.96,0.74,,0.27,3.24,88.36,82.88,71.43,74.62,80.95,74.76
E83046,Mulberry Medical Practice,89.26,71.93,79.65,73.19,,33.07,1.53,85.37,84.15,,87.5,83.09,58.09,71.17,63.23,64.66,77.53,54.63,93.39,68.63,70.62,1.01,0.44,,0.33,1.12,78.11,67.59,,57.75,77.27,62.34
E83049,Langstone Way Surgery,89.51,65.12,78.41,68.04,,64.1,1.19,78.87,77.46,,75.0,77.78,43.65,64.34,60.96,59.69,64.34,70.93,90.7,64.86,70.98,0.57,0.18,,,0.78,76.11,64.29,,73.28,77.39,69.36
E83050,East Finchley Medical Centre,84.19,66.39,80.11,70.06,,14.75,1.2,90.82,90.82,,76.81,78.74,43.48,53.17,46.39,52.17,64.55,44.55,83.64,83.33,72.34,1.55,0.86,,0.4,2.19,74.78,70.83,62.22,57.14,74.49,45.99
E83053,Lane End Medical Group,85.66,62.61,69.83,64.46,1.33,36.68,0.87,88.56,86.57,80.0,89.03,76.92,49.26,67.01,60.35,61.32,80.15,48.13,89.7,69.74,66.67,1.24,0.67,0.07,0.34,1.4,74.83,72.15,,65.61,49.74,49.86
E83600,Drs Adler And Rosenberg,87.4,59.08,81.08,63.74,,18.96,1.3,86.36,82.95,,84.46,85.49,57.51,77.63,66.07,66.0,80.92,44.74,95.39,68.75,60.18,0.99,0.4,,0.2,2.07,76.3,81.25,96.67,41.03,48.65,51.54
E83613,EAST BARNET HEALTH CENTRE,86.95,70.57,85.44,74.05,0.89,26.47,0.9,93.89,93.33,80.0,86.93,75.73,52.27,68.46,60.08,60.33,72.35,51.88,86.01,75.0,68.08,1.03,0.88,0.13,0.22,1.8,83.26,74.85,81.25,77.78,84.92,50.28
E83621,Brunswick Park Medical Practice,87.98,70.95,76.18,72.13,0.82,45.23,0.69,91.18,89.71,52.94,88.47,86.29,53.89,68.11,58.45,60.58,76.68,74.87,93.78,80.39,70.52,0.78,0.16,,0.31,1.29,81.9,81.9,75.51,80.0,91.95,68.97
E83622,Temple Fortune Medical Group,82.11,65.29,74.92,68.19,,17.9,1.22,84.62,82.52,100.0,75.14,67.43,42.29,52.54,47.32,47.74,54.78,40.29,80.29,85.71,62.34,0.98,0.56,,0.25,1.02,82.17,75.52,,77.78,85.19,39.9
E83637,Colindale Medical Centre Lp,93.24,78.56,90.23,79.98,0.73,60.78,0.75,90.91,90.91,90.91,85.89,86.69,63.71,73.42,59.48,59.55,75.62,86.07,97.01,73.58,78.53,0.3,,0.0,0.1,0.3,90.86,93.51,82.76,81.4,86.05,77.69
E83638,The Mountfield Surgery,91.68,67.89,86.36,72.4,,17.03,1.56,86.73,85.71,93.75,85.12,71.63,46.05,62.83,57.29,57.47,75.0,47.56,88.41,,77.23,1.87,0.86,,,3.18,74.64,68.6,,67.5,52.63,57.23
E83639,Rosemary Surgery,83.7,63.44,74.56,65.19,,44.44,0.72,91.11,88.89,,81.82,76.7,52.27,75.96,69.82,69.84,71.52,58.94,80.79,90.91,67.91,0.7,0.37,,0.21,1.65,79.07,70.91,,76.79,87.5,67.25
E83649,The Hodford Road Practice,92.25,68.15,87.37,72.87,,52.35,1.05,89.36,89.36,,85.29,86.76,52.94,63.04,53.89,56.31,72.12,70.19,93.27,68.18,64.84,0.58,,0.0,,1.6,78.43,72.5,,77.53,75.0,58.39
E83653,The Phoenix Practice,80.02,59.96,75.54,63.82,,32.57,1.09,88.98,88.14,78.57,84.81,74.77,46.5,64.23,54.87,57.03,77.81,60.16,77.27,72.73,67.39,0.88,0.3,,0.21,1.67,75.0,75.45,,70.0,78.88,58.65
E83668,DR SP TALPAHEWA,90.56,75.16,71.67,74.76,,50.0,1.17,73.33,73.33,,93.39,92.56,64.46,66.01,57.08,59.07,76.19,80.95,95.24,100.0,75.0,1.78,1.29,0.0,0.34,0.89,80.9,76.19,90.0,83.54,93.67,83.27
E84002,Forty Willows Surgery,84.91,61.05,79.15,64.32,,31.57,1.3,87.0,87.0,,85.97,83.09,51.8,71.76,60.59,60.52,73.94,55.28,88.38,74.63,72.57,0.99,,0.0,0.13,0.31,79.88,80.31,55.71,69.35,57.22,57.81
E84003,PREMIER MEDICAL CENTRE,82.85,62.38,85.13,65.03,,35.51,0.42,94.44,90.74,,86.53,84.72,55.18,76.84,67.49,66.61,78.26,65.55,89.97,80.41,74.07,0.31,,0.0,0.16,0.0,79.79,73.33,,64.39,62.92,62.34
E84004,The Circle Practice,89.28,72.18,83.06,74.68,,26.28,1.27,95.37,92.59,,88.48,86.67,57.88,70.62,65.48,67.14,74.69,58.81,90.32,79.49,78.81,0.7,0.13,0.0,0.37,0.2,82.69,78.95,,72.28,53.26,66.47
E84005,Kings Road Surgery,91.17,75.79,85.66,78.17,1.09,38.34,1.39,90.8,89.66,,89.49,94.93,65.22,60.98,54.79,56.24,71.72,70.08,95.08,69.44,74.68,0.94,0.26,,0.41,0.33,87.18,79.22,,65.73,51.16,69.36
E84006,The Law Medical Group Practice,84.03,62.96,76.21,65.8,,31.47,1.59,90.73,88.78,83.33,79.78,80.46,54.95,63.09,51.67,50.36,62.71,56.45,85.7,68.75,71.07,0.85,0.11,,0.09,,76.85,71.39,,65.02,38.33,77.41
E84007,Uxendon Crescent Surgery,90.09,78.83,88.0,81.04,,29.48,0.67,88.51,88.51,,86.89,86.56,60.0,60.0,53.54,53.55,64.62,52.71,88.81,74.03,86.96,1.02,,0.0,0.29,0.0,91.78,92.86,,79.25,84.47,62.34
E84008,Simpson House Medical Centre,86.67,65.44,79.23,67.83,0.87,25.75,1.08,91.1,90.05,88.89,86.46,82.37,53.62,62.81,57.6,59.84,71.28,51.53,87.58,83.08,69.52,0.69,0.12,,0.19,0.22,79.78,70.98,,60.86,64.89,59.75
E84009,Enderley Road Medical Centre,89.65,67.27,83.76,70.99,,26.52,1.87,90.91,89.9,,88.83,84.26,57.02,68.14,59.2,60.07,77.09,61.55,93.79,73.64,73.27,1.08,0.13,,0.17,0.2,81.36,76.23,83.06,63.47,70.0,62.74
E84011,St Andrews Medical Centre,87.91,78.34,80.65,78.76,,31.67,0.86,82.61,82.61,,83.53,85.88,51.76,66.23,64.68,64.86,66.22,64.86,95.95,89.47,69.77,0.99,,0.0,0.0,0.66,91.3,81.58,,88.61,86.08,80.08
E84012,Mapesbury Medical Group,91.34,81.26,89.64,82.69,0.97,30.8,1.4,91.86,89.53,,88.77,86.32,46.67,58.04,50.54,51.96,71.77,59.81,94.26,73.33,77.46,0.7,0.11,,0.36,0.77,89.89,90.29,,82.13,87.32,72.06
E84013,Church End Medical Centre,89.99,70.23,73.91,70.75,0.62,39.17,0.55,77.46,77.46,,78.68,80.51,38.97,66.5,54.54,53.47,63.16,52.92,79.53,72.22,71.5,0.69,0.14,,,0.31,80.65,70.27,65.88,75.15,91.59,73.65
E84014,Bacon Lane Surgery,93.05,79.41,82.66,80.09,,30.05,1.34,86.9,86.9,76.47,85.05,89.95,59.02,60.12,50.96,54.52,72.04,73.39,98.12,72.82,85.44,0.84,,,0.22,0.14,89.59,85.14,87.21,73.5,96.89,65.47
E84015,Willow Tree Family Doctors,91.49,69.96,82.94,72.51,,49.52,1.02,90.05,87.56,33.33,84.76,83.05,54.79,70.57,63.46,62.94,72.34,62.23,89.21,70.15,70.03,0.63,0.13,0.0,0.19,0.35,80.63,68.58,,71.99,62.5,71.67
E84017,Sudbury & Alperton Medical Centre,79.84,64.05,80.53,67.56,,28.78,1.13,88.31,88.31,,89.41,85.98,62.62,69.09,61.13,62.43,72.43,55.72,85.04,71.88,70.56,0.76,0.2,0.0,0.31,0.17,79.03,71.29,,67.62,75.48,71.31
E84018,Streatfield Health Centre,89.31,69.34,77.64,71.15,,25.28,1.84,85.32,83.49,,86.97,80.61,55.15,62.48,56.15,57.56,75.68,50.34,91.22,70.59,70.93,1.28,0.25,,0.31,0.67,79.73,80.16,,73.33,87.92,61.61
E84020,Jai Medical Centre (Brent),95.64,83.68,93.03,85.39,1.27,33.07,1.33,89.04,84.93,,87.33,91.67,55.67,74.05,65.53,65.22,80.67,71.0,95.91,77.78,86.02,0.58,,,0.23,0.29,92.69,88.68,,74.61,76.17,82.1
E84021,The Willesden Medical Centre,93.37,81.55,89.76,82.44,,58.48,0.34,95.93,95.93,,95.21,92.99,59.66,80.59,69.61,70.66,89.17,74.91,96.57,75.74,89.39,0.29,,0.0,0.06,0.0,91.58,91.39,,89.66,95.83,90.24
E84022,Roxbourne Medical Centre,85.85,62.81,76.36,65.25,0.73,24.77,0.84,86.59,86.59,,82.62,83.54,53.35,67.91,63.93,63.9,66.21,38.57,91.13,76.36,68.45,0.64,,0.0,,,74.75,67.44,,74.69,83.76,69.83
E84024,The Pinn Medical Centre,93.97,77.92,83.77,79.44,,23.4,1.66,89.32,87.38,95.45,86.7,84.07,58.68,65.79,61.94,62.43,72.63,61.49,93.13,79.89,76.63,1.14,0.17,,0.23,0.59,85.57,79.49,,75.39,58.54,66.25
E84025,THE LONSDALE MEDICAL CENTRE,85.48,59.31,74.37,61.87,,51.75,1.03,90.45,86.52,40.54,81.64,81.64,41.45,58.16,45.17,47.53,68.57,62.64,87.47,74.38,58.58,0.39,,,0.12,0.5,73.29,64.78,,61.78,60.35,58.04
E84028,The Stonebridge Practice,83.92,59.36,78.66,62.39,,31.18,1.32,84.21,80.7,,78.73,76.47,41.18,67.97,53.82,54.09,68.29,60.16,84.55,67.53,70.63,1.28,0.22,,0.18,0.75,73.77,71.57,,66.79,90.94,62.85
E84030,Preston Hill Surgery,91.75,79.36,91.76,80.91,,42.48,0.37,87.88,87.88,,89.14,96.0,61.14,67.36,64.46,64.87,73.91,67.08,95.03,69.57,84.07,0.45,,0.0,,0.25,92.31,90.2,,90.83,92.59,80.23
E84031,Brentfield Medical Centre,96.34,76.51,89.01,78.26,,67.13,1.49,92.08,90.1,,86.8,91.42,55.45,72.21,62.86,63.54,74.16,80.9,96.63,78.86,84.62,0.67,,,,0.13,89.76,84.14,81.36,86.72,63.62,86.3
E84032,Ellis Practice,85.63,57.43,75.47,60.42,,29.39,1.21,95.24,95.24,,87.67,85.27,52.74,70.61,63.43,62.72,72.83,66.79,93.58,70.0,65.75,0.7,0.19,,0.23,,73.45,70.8,74.7,75.35,77.93,77.33
E84033,Chalkhill Family Practice,91.94,76.89,95.0,79.71,,52.45,0.88,84.78,84.78,,83.5,91.26,55.34,74.74,66.8,67.43,73.29,63.7,95.89,72.0,82.29,0.61,0.25,0.0,0.2,,89.51,90.67,74.0,79.69,90.1,77.84
E84036,Gladstone Medical Centre,90.52,68.85,81.91,70.69,0.79,61.91,1.12,88.89,86.87,100.0,85.59,91.59,51.05,75.56,55.09,55.68,76.13,76.13,96.45,72.22,71.74,0.38,0.11,0.0,0.11,1.09,84.26,77.78,85.84,71.46,69.04,75.25
E84039,Honeypot Medical Centre,93.53,76.89,87.18,78.68,0.49,34.78,1.46,84.86,83.78,85.71,82.17,87.74,54.6,62.63,60.29,60.48,70.74,68.33,96.08,74.59,81.56,0.4,,,0.17,0.09,86.85,80.77,,79.76,94.83,80.06
E84040,The Pinner Road Surgery,89.64,64.88,82.52,68.0,,36.17,1.41,95.12,95.12,,82.14,77.98,50.6,61.43,55.63,57.84,69.75,65.55,88.24,70.59,72.73,0.54,,0.0,0.22,0.78,75.23,69.77,,73.24,74.26,74.37
E84042,Kilburn Park Medical Centre,85.14,61.04,72.44,62.62,1.09,30.43,1.05,76.79,75.0,100.0,75.59,79.13,34.65,59.0,48.45,46.97,55.11,39.77,82.95,73.08,68.55,0.73,0.32,,0.34,0.0,74.8,68.38,,81.38,74.32,72.29
E84044,The Northwick Surgery,90.65,73.62,83.7,75.63,,20.67,1.01,93.18,92.42,,84.49,73.53,45.19,65.41,56.19,58.59,72.11,51.34,86.65,80.95,72.97,0.78,0.15,,0.26,0.34,82.2,84.52,,79.84,71.06,60.18
E84048,The Fryent Way Surgery,95.83,73.78,87.01,76.14,,35.88,2.09,90.14,85.92,,83.38,88.47,58.18,67.71,57.91,59.31,74.09,78.66,94.21,79.27,73.2,0.85,,,0.22,,86.49,85.61,,88.24,88.24,85.73
E84049,Brampton Health Centre,91.43,68.54,85.31,71.75,,25.52,0.86,84.44,80.0,,89.26,87.19,49.59,80.33,74.06,74.44,78.0,70.0,94.67,75.0,73.53,0.39,,,0.27,,81.71,75.31,66.67,80.57,86.98,68.34
E84051,Stanley Corner Medical Centre,91.41,70.92,88.89,73.33,0.91,49.27,2.02,86.96,84.78,,92.31,88.69,59.28,79.58,72.25,72.72,85.0,69.5,92.0,77.91,82.52,0.48,,,0.15,0.0,80.14,79.27,,88.2,83.85,81.98
E84053,Hatch End Medical Centre,73.22,53.73,68.71,57.74,,19.06,0.81,80.7,80.7,,83.51,79.26,50.53,45.58,41.0,44.07,62.89,60.38,86.79,67.74,58.7,1.65,0.74,,0.29,1.76,69.12,63.04,71.88,74.24,89.39,60.31
