gp_code,year,list_size
M84031,2025,7929
M84032,2025,14654
M84034,2025,2370
M84035,2025,12065
M84036,2025,15725
M84037,2025,12207
M84040,2025,10644
M84041,2025,7022
M84042,2025,10404
M84043,2025,21242
M84044,2025,5864
M84046,2025,8157
M84047,2025,5264
M84049,2025,5892
M84050,2025,8116
M84051,2025,13561
M84055,2025,2229
M84059,2025,3820
M84060,2025,6819
M84061,2025,5945
M84062,2025,7328
M84063,2025,7245
M84064,2025,7073
M84065,2025,8150
M84066,2025,6766
M84067,2025,7796
M84069,2025,6488
M84070,2025,12273
M84609,2025,4811
M84612,2025,8279
M84615,2025,8234
M84616,2025,4453
M84618,2025,3909
M84620,2025,3006
M84621,2025,2758
M84627,2025,3804
M84629,2025,11386
M85001,2025,4794
M85002,2025,5
M85005,2025,7599
M85006,2025,10560
M85007,2025,16933
M85009,2025,6615
M85011,2025,7324
M85013,2025,3948
M85014,2025,4236
M85016,2025,5324
M85018,2025,10596
M85019,2025,18254
M85020,2025,20841
M85021,2025,4443
M85023,2025,9301
M85024,2025,7163
M85025,2025,16428
M85026,2025,14959
M85027,2025,8064
M85028,2025,25099
M85029,2025,19000
M85030,2025,17744
M85031,2025,10768
M85033,2025,17594
M85034,2025,16734
M85035,2025,5505
M85037,2025,9359
M85041,2025,14690
M85042,2025,5058
M85043,2025,4373
M85046,2025,53284
M85047,2025,6083
M85048,2025,11218
M85051,2025,7734
M85053,2025,6750
M85055,2025,6688
M85056,2025,7393
M85058,2025,16248
M85060,2025,15458
M85061,2025,12005
M85062,2025,4929
M85063,2025,57723
M85065,2025,14412
M85066,2025,7370
M85069,2025,1
M85070,2025,13697
M85071,2025,7902
M85074,2025,7922
M85076,2025,10717
M85077,2025,9559
M85078,2025,10288
M85079,2025,10679
M85081,2025,9270
M85082,2025,5512
M85084,2025,6400
M85086,2025,10646
M85087,2025,11134
M85088,2025,17742
M85094,2025,2627
M85097,2025,2199
M85098,2025,5380
M85105,2025,5229
M85107,2025,3698
M85108,2025,6045
M85110,2025,10268
M85113,2025,6177
M85115,2025,2218
M85116,2025,8567
M85117,2025,5942
M85118,2025,3113
M85123,2025,8935
M85124,2025,12782
M85128,2025,5093
M85136,2025,10843
M85139,2025,5764
M85141,2025,3064
M85143,2025,7335
M85145,2025,9696
M85146,2025,6480
M85149,2025,5817
M85153,2025,3946
M85154,2025,4475
M85155,2025,6756
M85156,2025,10017
M85158,2025,2179
M85164,2025,13541
M85167,2025,15290
M85170,2025,5341
M85171,2025,2946
M85172,2025,13939
M85174,2025,4535
M85175,2025,10514
M85176,2025,5463
M85177,2025,6364
M85178,2025,42789
M85179,2025,4984
M85600,2025,16135
M85624,2025,6337
M85634,2025,9893
M85642,2025,5741
M85669,2025,7388
M85670,2025,3691
M85676,2025,6390
M85679,2025,5731
M85680,2025,2686
M85684,2025,4045
M85686,2025,1504
M85693,2025,2459
M85694,2025,3792
M85697,2025,4688
M85699,2025,5256
M85701,2025,4815
M85706,2025,14223
M85711,2025,3916
M85713,2025,5327
M85715,2025,11375
M85716,2025,5304
M85717,2025,4247
M85721,2025,11055
M85722,2025,5556
M85730,2025,5531
M85732,2025,2470
M85733,2025,7236
M85735,2025,6386
M85736,2025,5213
M85739,2025,5437
M85746,2025,5565
M85749,2025,3126
M85756,2025,2763
M85757,2025,4151
M85759,2025,7399
M85766,2025,4265
M85770,2025,2087
M85774,2025,7523
M85778,2025,17664
M85779,2025,2840
M85781,2025,4012
M85783,2025,5708
M85792,2025,3364
M85794,2025,4113
M85797,2025,11777
M85803,2025,11216
M86001,2025,7300
M86002,2025,8499
M86003,2025,17016
M86004,2025,21335
M86005,2025,6382
M86006,2025,10124
M86007,2025,5994
M86008,2025,10360
M86009,2025,25293
M86010,2025,12912
M86012,2025,11071
M86014,2025,21186
M86015,2025,13953
M86016,2025,21606
M86017,2025,10357
M86018,2025,11895
M86019,2025,4306
M86020,2025,7973
M86021,2025,7306
M86027,2025,13764
M86028,2025,3409
M86029,2025,19003
M86030,2025,5601
M86032,2025,12586
M86033,2025,4395
M86034,2025,10230
M86035,2025,8294
M86037,2025,3788
M86038,2025,2723
M86039,2025,4821
M86040,2025,3917
M86041,2025,10617
M86044,2025,4594
M86045,2025,7612
M86046,2025,5419
M86048,2025,8196
M86605,2025,3037
M86610,2025,7552
M86612,2025,4065
M86617,2025,4611
M86622,2025,3413
M86624,2025,12763
M86627,2025,6885
M86633,2025,5707
M86638,2025,6831
M87001,2025,6547
M87003,2025,18876
M87005,2025,12995
M87006,2025,8764
M87007,2025,11775
M87008,2025,8606
M87009,2025,16757
M87010,2025,9154
M87011,2025,27533
M87012,2025,7266
M87013,2025,11396
M87014,2025,8138
M87015,2025,8018
M87016,2025,6994
M87017,2025,8681
M87018,2025,7314
M87019,2025,5847
M87020,2025,9304
M87021,2025,7816
M87023,2025,9809
M87024,2025,22806
M87025,2025,4826
M87026,2025,6038
M87027,2025,4450
M87028,2025,9086
M87030,2025,4491
M87034,2025,5859
M87036,2025,3793
M87037,2025,7900
M87041,2025,6141
M87601,2025,6844
M87602,2025,10075
M87605,2025,4533
M87612,2025,2457
M87617,2025,6308
M87618,2025,2945
M87620,2025,6677
M87621,2025,2686
M87623,2025,3268
M87628,2025,3763
M87638,2025,3856
M88001,2025,10417
M88002,2025,9325
M88003,2025,11854
M88004,2025,40374
M88006,2025,12100
M88007,2025,9763
M88008,2025,5172
M88009,2025,9639
M88010,2025,8933
M88013,2025,14209
M88014,2025,6711
M88015,2025,10649
M88016,2025,3680
M88018,2025,21976
M88019,2025,3051
M88020,2025,12731
M88021,2025,11065
M88022,2025,3665
M88023,2025,6320
M88026,2025,8354
M88030,2025,6225
M88035,2025,3620
M88038,2025,13846
M88040,2025,6744
M88041,2025,3537
M88042,2025,5960
M88043,2025,8458
M88600,2025,4255
M88610,2025,4814
M88612,2025,3847
M88616,2025,16649
M88618,2025,2058
M88619,2025,11055
M88620,2025,3439
M88625,2025,3411
M88626,2025,3673
M88628,2025,3490
M88630,2025,5135
M88633,2025,7163
M88635,2025,2193
M88639,2025,3470
M88640,2025,4100
M88643,2025,5492
M88645,2025,9226
M88646,2025,2662
M88647,2025,6105
M89001,2025,3620
M89002,2025,6441
M89003,2025,39470
M89005,2025,8622
M89007,2025,6803
M89008,2025,13673
M89009,2025,11192
M89010,2025,10923
M89012,2025,11175
M89013,2025,6197
M89015,2025,12250
M89016,2025,12693
M89017,2025,56870
M89019,2025,11313
M89021,2025,4841
M89024,2025,4054
M89026,2025,10700
M89027,2025,8356
M89030,2025,5993
M89608,2025,3724
M91003,2025,7040
M91004,2025,9890
M91006,2025,4352
M91007,2025,8809
M91008,2025,9613
M91009,2025,5710
M91010,2025,8876
M91013,2025,10295
M91014,2025,3171
M91015,2025,22166
M91016,2025,7035
M91017,2025,10148
M91018,2025,4797
M91019,2025,14826
M91021,2025,7874
M91024,2025,2532
M91026,2025,5747
M91028,2025,8404
M91029,2025,5759
M91032,2025,4979
M91033,2025,6508
M91034,2025,5072
M91036,2025,3907
M91602,2025,2351
M91609,2025,2215
M91611,2025,3008
M91612,2025,3464
M91613,2025,9912
M91614,2025,8939
M91616,2025,8013
M91619,2025,6274
M91621,2025,5145
M91623,2025,1930
M91624,2025,3763
M91626,2025,4675
M91628,2025,3103
M91629,2025,7141
M91637,2025,4027
M91639,2025,1713
M91640,2025,3996
M91641,2025,4071
M91642,2025,1678
M91647,2025,5555
M91650,2025,9125
M91654,2025,3346
M91659,2025,3429
M91660,2025,5088
M92001,2025,3482
M92004,2025,2966
M92006,2025,4720
M92008,2025,12763
M92009,2025,13357
M92010,2025,11386
M92011,2025,37708
M92012,2025,11801
M92013,2025,7211
M92015,2025,4352
M92016,2025,23177
M92019,2025,6291
M92022,2025,4188
M92026,2025,5079
M92028,2025,9531
M92029,2025,5852
M92039,2025,6941
M92040,2025,12249
M92041,2025,4723
M92043,2025,7130
M92607,2025,18317
M92609,2025,6197
M92612,2025,38508
M92627,2025,4104
M92629,2025,4192
M92630,2025,5887
M92649,2025,4443
M92654,2025,7034
N81001,2025,5034
N81002,2025,12188
N81005,2025,9881
N81006,2025,5418
N81007,2025,10178
N81008,2025,11706
N81009,2025,7623
N81010,2025,8335
N81011,2025,14581
N81012,2025,12064
N81013,2025,6979
N81014,2025,9374
N81016,2025,32432
N81018,2025,8173
N81019,2025,14968
N81020,2025,12441
N81022,2025,34037
N81024,2025,10803
N81025,2025,10981
N81027,2025,14714
N81028,2025,9314
N81029,2025,12541
N81030,2025,16657
N81031,2025,6257
N81032,2025,28619
N81033,2025,8693
N81034,2025,13286
N81035,2025,12241
N81036,2025,8500
N81037,2025,8312
N81038,2025,7776
N81039,2025,11722
N81040,2025,6874
N81041,2025,8616
N81043,2025,5893
N81044,2025,10842
N81045,2025,13654
N81046,2025,10179
N81047,2025,12371
N81048,2025,13205
N81049,2025,23611
N81050,2025,19639
N81051,2025,7074
N81052,2025,12892
N81053,2025,17215
N81054,2025,8997
N81055,2025,7047
N81056,2025,9847
N81057,2025,13088
N81059,2025,12516
N81060,2025,8933
N81061,2025,10036
N81062,2025,15055
N81063,2025,12523
N81064,2025,6853
N81065,2025,8227
N81066,2025,14688
N81067,2025,9160
N81068,2025,15260
N81069,2025,4637
N81070,2025,10401
N81071,2025,4476
N81072,2025,7916
N81074,2025,5488
N81075,2025,16408
N81077,2025,13017
N81079,2025,10013
N81080,2025,8787
N81081,2025,9762
N81082,2025,15364
N81083,2025,5085
N81084,2025,21183
N81085,2025,9861
N81086,2025,16502
N81087,2025,24740
N81088,2025,12623
N81089,2025,8233
N81090,2025,5255
N81092,2025,14504
N81093,2025,16058
N81096,2025,8812
N81097,2025,4435
N81100,2025,7935
N81101,2025,7985
N81102,2025,4238
N81107,2025,3619
N81108,2025,10841
N81109,2025,6866
N81111,2025,7367
N81113,2025,7334
N81114,2025,10950
N81115,2025,7932
N81117,2025,5754
N81118,2025,8676
N81119,2025,5198
N81120,2025,5926
N81121,2025,7097
N81122,2025,10467
N81123,2025,7051
N81125,2025,7706
N81127,2025,8511
N81607,2025,3793
N81614,2025,5588
N81619,2025,3912
N81623,2025,9406
N81624,2025,8525
N81626,2025,4564
N81628,2025,12796
N81632,2025,5829
N81637,2025,2982
N81642,2025,4711
N81645,2025,2330
N81651,2025,3487
N81655,2025,394
N82001,2025,6171
N82002,2025,5274
N82003,2025,4226
N82004,2025,3370
N82009,2025,8660
N82011,2025,10883
N82014,2025,6497
N82018,2025,13247
N82019,2025,5084
N82022,2025,10082
N82024,2025,12463
N82026,2025,6406
N82033,2025,5910
N82034,2025,5960
N82035,2025,8758
N82036,2025,3405
N82037,2025,11754
N82039,2025,3999
N82041,2025,12808
N82046,2025,10064
N82048,2025,7146
N82049,2025,6563
N82050,2025,2509
N82052,2025,5823
N82053,2025,15625
N82054,2025,7490
N82058,2025,5641
N82059,2025,6216
N82062,2025,7055
N82065,2025,4081
N82066,2025,9152
N82067,2025,5933
N82070,2025,9807
N82073,2025,6650
N82074,2025,9187
N82076,2025,10647
N82077,2025,2761
N82078,2025,2948
N82079,2025,6421
N82081,2025,5949
N82082,2025,8780
N82083,2025,10221
N82084,2025,6445
N82086,2025,3692
N82087,2025,2348
N82089,2025,3858
N82090,2025,10145
N82091,2025,2298
N82092,2025,8483
N82093,2025,4278
N82094,2025,8463
N82095,2025,4725
N82097,2025,8726
N82099,2025,8588
N82101,2025,2772
N82103,2025,9867
N82104,2025,4161
N82106,2025,3583
N82107,2025,1887
N82108,2025,8230
N82109,2025,5483
N82110,2025,8034
N82113,2025,8773
N82115,2025,8876
N82116,2025,7971
N82117,2025,60122
N82617,2025,10480
N82633,2025,3683
N82641,2025,5751
N82645,2025,9191
N82646,2025,9475
N82648,2025,2482
N82650,2025,5039
N82651,2025,4206
N82655,2025,2377
N82662,2025,8121
N82663,2025,4477
N82664,2025,2684
N82668,2025,3484
N82669,2025,3474
N82671,2025,2633
N82676,2025,4124
N82678,2025,3316
N83001,2025,14636
N83002,2025,11897
N83003,2025,7181
N83005,2025,8623
N83006,2025,3344
N83007,2025,3136
N83008,2025,8210
N83009,2025,12036
N83010,2025,6853
N83012,2025,10299
N83013,2025,4741
N83014,2025,10527
N83017,2025,6174
N83018,2025,8758
N83019,2025,7506
N83020,2025,17494
N83021,2025,7869
N83023,2025,11639
N83024,2025,7976
N83025,2025,14660
N83026,2025,2571
N83027,2025,6635
N83028,2025,21684
N83030,2025,5424
N83031,2025,2862
N83032,2025,12256
N83033,2025,5499
N83035,2025,7103
N83041,2025,4711
N83043,2025,3903
N83045,2025,10183
N83047,2025,5214
N83049,2025,4203
N83050,2025,4925
N83053,2025,9022
N83054,2025,4241
N83601,2025,7840
N83603,2025,7348
N83605,2025,6281
N83608,2025,15815
N83609,2025,4726
N83610,2025,2322
N83614,2025,6187
N83619,2025,4889
N83620,2025,3709
N83621,2025,2832
N83622,2025,2572
N83624,2025,1
N83633,2025,3808
N83637,2025,3286
N84001,2025,8934
N84002,2025,2494
N84003,2025,10178
N84004,2025,7749
N84005,2025,12447
N84006,2025,11635
N84007,2025,6142
N84008,2025,9793
N84010,2025,5631
N84011,2025,6489
N84012,2025,11392
N84013,2025,11037
N84014,2025,3781
N84015,2025,5893
N84016,2025,5694
N84017,2025,9212
N84018,2025,14740
N84019,2025,6553
N84020,2025,10449
N84021,2025,16120
N84023,2025,7966
N84024,2025,9438
N84025,2025,9985
N84027,2025,5677
N84028,2025,7674
N84029,2025,5807
N84034,2025,7567
N84035,2025,3668
N84037,2025,1
N84038,2025,5813
N84041,2025,5866
N84605,2025,8670
N84613,2025,4530
N84614,2025,3198
N84615,2025,3282
N84617,2025,5239
N84621,2025,8195
N84625,2025,5931
N84626,2025,1839
N85002,2025,19088
N85005,2025,11121
N85006,2025,9431
N85007,2025,21439
N85008,2025,13626
N85012,2025,9407
N85013,2025,7689
N85015,2025,7832
N85016,2025,8672
N85017,2025,5613
N85018,2025,6192
N85019,2025,8920
N85020,2025,15496
N85021,2025,3005
N85022,2025,4299
N85023,2025,5757
N85024,2025,9393
N85025,2025,5861
N85027,2025,9159
N85028,2025,13236
N85031,2025,3868
N85032,2025,6597
N85037,2025,5619
N85038,2025,4302
N85044,2025,20679
N85046,2025,5061
N85047,2025,6923
N85048,2025,5265
N85051,2025,17786
N85052,2025,4648
N85054,2025,5122
N85057,2025,1921
N85059,2025,8100
N85616,2025,4612
N85617,2025,4841
N85620,2025,6472
N85625,2025,16522
N85629,2025,4664
N85633,2025,4892
N85634,2025,1878
N85640,2025,2863
N85643,2025,4047
N85648,2025,4078
P81002,2025,65583
P81003,2025,8646
P81005,2025,12231
P81006,2025,20649
P81008,2025,7260
P81010,2025,5581
P81013,2025,15884
P81014,2025,9694
P81015,2025,13351
P81016,2025,12393
P81017,2025,14827
P81018,2025,8146
P81020,2025,24672
P81022,2025,10855
P81025,2025,12764
P81027,2025,15239
P81029,2025,24465
P81031,2025,6778
P81032,2025,14481
P81033,2025,8021
P81035,2025,8532
P81036,2025,17514
P81037,2025,12522
P81038,2025,10038
P81039,2025,5640
P81040,2025,10439
P81041,2025,9539
P81042,2025,15253
P81043,2025,6706
P81044,2025,16823
P81045,2025,4734
P81046,2025,6591
P81047,2025,16268
P81051,2025,14361
P81053,2025,8224
P81054,2025,9417
P81055,2025,14276
P81057,2025,14082
P81058,2025,10111
P81059,2025,7790
P81061,2025,4433
P81062,2025,7620
P81063,2025,11113
P81065,2025,15069
P81066,2025,8283
P81067,2025,12815
P81069,2025,11825
P81070,2025,8191
P81071,2025,7178
P81072,2025,14055
P81073,2025,13143
P81074,2025,13599
P81076,2025,10790
P81077,2025,10973
P81078,2025,11986
P81079,2025,12922
P81081,2025,6125
P81082,2025,10729
P81083,2025,8644
P81084,2025,8260
P81086,2025,9741
P81087,2025,11572
P81088,2025,6980
P81089,2025,12418
P81092,2025,7668
P81095,2025,8626
P81096,2025,7008
P81099,2025,10844
P81100,2025,15668
P81103,2025,11898
P81107,2025,8180
P81112,2025,16857
P81113,2025,7443
P81115,2025,16928
P81117,2025,5522
P81118,2025,9869
P81119,2025,10686
P81123,2025,12980
P81125,2025,10137
P81127,2025,9724
P81128,2025,9852
P81129,2025,12025
P81130,2025,13862
P81132,2025,9353
P81133,2025,8962
P81136,2025,2902
P81137,2025,6846
P81138,2025,3190
P81140,2025,15502
P81143,2025,11598
P81147,2025,4944
P81149,2025,8947
P81150,2025,12187
P81154,2025,8056
P81155,2025,6083
P81157,2025,11331
P81159,2025,12230
P81160,2025,16173
P81165,2025,2748
P81166,2025,2365
P81167,2025,5918
P81169,2025,6735
P81170,2025,11040
P81171,2025,4613
P81172,2025,12279
P81179,2025,6380
P81180,2025,3458
P81181,2025,5291
P81182,2025,6634
P81184,2025,9024
P81185,2025,10648
P81186,2025,4742
P81191,2025,9774
P81196,2025,35991
P81197,2025,5044
P81201,2025,6063
P81208,2025,18086
P81212,2025,6179
P81213,2025,17335
P81214,2025,4687
P81218,2025,6184
P81620,2025,1481
P81622,2025,11546
P81633,2025,3756
P81646,2025,4229
P81647,2025,4279
P81655,2025,10403
P81664,2025,18309
P81668,2025,6422
P81674,2025,5701
P81681,2025,13770
P81683,2025,7732
P81685,2025,4405
P81686,2025,2547
P81687,2025,2087
P81692,2025,2054
P81694,2025,5391
P81695,2025,6372
P81699,2025,2225
P81701,2025,2971
P81704,2025,11085
P81707,2025,5315
P81709,2025,5994
P81710,2025,10020
P81711,2025,2808
P81714,2025,5814
P81721,2025,2501
P81724,2025,2714
P81726,2025,1694
P81730,2025,8987
P81731,2025,2643
P81732,2025,4644
P81734,2025,19579
P81735,2025,3394
P81736,2025,4086
P81740,2025,10953
P81741,2025,2424
P81742,2025,2598
P81748,2025,7463
P81755,2025,8871
P81757,2025,3554
P81770,2025,7682
P81771,2025,9534
P81780,2025,5801
P82001,2025,10285
P82002,2025,7294
P82003,2025,15148
P82004,2025,9819
P82005,2025,7144
P82006,2025,10123
P82007,2025,13384
P82008,2025,14861
P82009,2025,7625
P82010,2025,8128
P82011,2025,6923
P82012,2025,6103
P82013,2025,3846
P82014,2025,6514
P82015,2025,20343
P82016,2025,12034
P82018,2025,7343
P82020,2025,4762
P82021,2025,6994
P82022,2025,5396
P82023,2025,8733
P82025,2025,4549
P82029,2025,3650
P82030,2025,4020
P82031,2025,10739
P82033,2025,2035
P82034,2025,3935
P82036,2025,2954
P82037,2025,4589
P82607,2025,5950
P82609,2025,6358
P82613,2025,5077
P82616,2025,3959
P82624,2025,3548
P82625,2025,2417
P82626,2025,5170
P82627,2025,4142
P82629,2025,2066
P82633,2025,2510
P82634,2025,4190
P82640,2025,5142
P82643,2025,7447
P82652,2025,4320
P82660,2025,3634
P83001,2025,14121
P83004,2025,7860
P83005,2025,4600
P83006,2025,8165
P83007,2025,10907
P83009,2025,7684
P83010,2025,3686
P83011,2025,7255
P83012,2025,48339
P83015,2025,7419
P83017,2025,6943
P83021,2025,10044
P83024,2025,4545
P83025,2025,8999
P83027,2025,1819
P83603,2025,9271
P83605,2025,7568
P83608,2025,6396
P83609,2025,3896
P83611,2025,4598
P83612,2025,5365
P83620,2025,5163
P83621,2025,3133
P83623,2025,4912
P84004,2025,8746
P84005,2025,14885
P84009,2025,11439
P84010,2025,10381
P84012,2025,8680
P84014,2025,5357
P84016,2025,9320
P84017,2025,12816
P84018,2025,4191
P84019,2025,10784
P84020,2025,9744
P84021,2025,9352
P84022,2025,6294
P84023,2025,9764
P84024,2025,8164
P84025,2025,7618
P84026,2025,9633
P84027,2025,8165
P84028,2025,10380
P84029,2025,10673
P84030,2025,13500
P84032,2025,6059
P84033,2025,4412
P84034,2025,16277
P84035,2025,16658
P84037,2025,6333
P84038,2025,13512
P84039,2025,12585
P84040,2025,7609
P84041,2025,7829
P84042,2025,11139
P84043,2025,9741
P84045,2025,5271
P84046,2025,20357
P84047,2025,5678
P84048,2025,6875
P84049,2025,11407
P84050,2025,7899
P84051,2025,5748
P84052,2025,7502
P84053,2025,7968
P84054,2025,6335
P84056,2025,4413
P84059,2025,8972
P84061,2025,6172
P84064,2025,12083
P84065,2025,4488
P84066,2025,7640
P84067,2025,8616
P84068,2025,22301
P84070,2025,8470
P84071,2025,4718
P84072,2025,33881
P84074,2025,11142
P84605,2025,2032
P84611,2025,7902
P84626,2025,5832
P84630,2025,23327
P84635,2025,5285
P84637,2025,2872
P84639,2025,3804
P84644,2025,7295
P84645,2025,6447
P84650,2025,6202
P84651,2025,5751
P84663,2025,5750
P84665,2025,4869
P84669,2025,17949
P84672,2025,3691
P84673,2025,13609
P84678,2025,16084
P84679,2025,2213
P84683,2025,13714
P84684,2025,6296
P84689,2025,13670
P84690,2025,2849
P85002,2025,6763
P85003,2025,6160
P85004,2025,6142
P85005,2025,9382
P85007,2025,4019
P85010,2025,13976
P85011,2025,12741
P85012,2025,5881
P85013,2025,21336
P85014,2025,6571
P85015,2025,7609
P85016,2025,14011
P85017,2025,9218
P85018,2025,4425
P85019,2025,6767
P85020,2025,7566
P85021,2025,10334
P85022,2025,5056
P85026,2025,16111
P85601,2025,3156
P85605,2025,7652
P85606,2025,6801
P85608,2025,2506
P85610,2025,7574
P85612,2025,4027
P85614,2025,4653
P85615,2025,11874
P85622,2025,11151
P86001,2025,8058
P86002,2025,1773
P86003,2025,10764
P86004,2025,8891
P86005,2025,6225
P86006,2025,17084
P86007,2025,13803
P86008,2025,10280
P86009,2025,10400
P86010,2025,8588
P86011,2025,8573
P86012,2025,9052
P86013,2025,6166
P86014,2025,8001
P86015,2025,5899
P86016,2025,8773
P86017,2025,4756
P86018,2025,8626
P86019,2025,9901
P86021,2025,3709
P86022,2025,8734
P86023,2025,9437
P86026,2025,7547
P86602,2025,3427
P86606,2025,4318
P86608,2025,4324
P86609,2025,2481
P86614,2025,4733
P86619,2025,6432
P86620,2025,2864
P86624,2025,4254
P87002,2025,11510
P87004,2025,14499
P87008,2025,8800
P87015,2025,7729
P87016,2025,13630
P87017,2025,4921
P87019,2025,12846
P87020,2025,15910
P87022,2025,2162
P87024,2025,11699
P87025,2025,10184
P87026,2025,13640
P87027,2025,18938
P87028,2025,9766
P87032,2025,6330
P87035,2025,11783
P87040,2025,8641
P87610,2025,12665
P87613,2025,4651
P87620,2025,9378
P87624,2025,5107
P87625,2025,2733
P87627,2025,3438
P87630,2025,3185
P87634,2025,10678
P87639,2025,4308
P87648,2025,7032
P87649,2025,6247
P87651,2025,5084
P87654,2025,11575
P87657,2025,4195
P87658,2025,3736
P87661,2025,2395
P88002,2025,6295
P88003,2025,9690
P88005,2025,11495
P88006,2025,11470
P88007,2025,14627
P88008,2025,8515
P88009,2025,3176
P88011,2025,10623
P88012,2025,7882
P88013,2025,12527
P88014,2025,4900
P88015,2025,12042
P88016,2025,13744
P88017,2025,6650
P88018,2025,10350
P88019,2025,5499
P88020,2025,11714
P88021,2025,6902
P88023,2025,7531
P88024,2025,10273
P88025,2025,10487
P88026,2025,54179
P88031,2025,5846
P88041,2025,8449
P88042,2025,6914
P88043,2025,9508
P88044,2025,5294
P88606,2025,5771
P88615,2025,3441
P88623,2025,7390
P88625,2025,7789
P88632,2025,18310
P89002,2025,20260
P89003,2025,9977
P89004,2025,6269
P89005,2025,8404
P89006,2025,11424
P89007,2025,7767
P89008,2025,17082
P89010,2025,7561
P89011,2025,5265
P89012,2025,6837
P89013,2025,4961
P89014,2025,12693
P89015,2025,20863
P89016,2025,8039
P89018,2025,8650
P89020,2025,7687
P89021,2025,11085
P89022,2025,3360
P89023,2025,5804
P89025,2025,2919
P89026,2025,6399
P89029,2025,7385
P89030,2025,3926
P89602,2025,3859
P89609,2025,4926
P89612,2025,2243
P89613,2025,3509
P89618,2025,3068
P91003,2025,7926
P91004,2025,8526
P91006,2025,13257
P91007,2025,6313
P91008,2025,6224
P91009,2025,10925
P91011,2025,5582
P91012,2025,7532
P91013,2025,11491
P91014,2025,16394
P91016,2025,9392
P91017,2025,8920
P91018,2025,14817
P91019,2025,3672
P91020,2025,9551
P91021,2025,15246
P91026,2025,6525
P91029,2025,11835
P91035,2025,13517
P91603,2025,7544
P91604,2025,16563
P91617,2025,2413
P91623,2025,7646
P91627,2025,8734
P91629,2025,15247
P91631,2025,3648
P92001,2025,5566
P92002,2025,5156
P92003,2025,9715
P92004,2025,7425
P92005,2025,4264
P92006,2025,6145
P92007,2025,6358
P92008,2025,8713
P92010,2025,11605
P92011,2025,8021
P92012,2025,4528
P92014,2025,13365
P92015,2025,6066
P92016,2025,19073
P92017,2025,13249
P92019,2025,10475
P92020,2025,5004
P92021,2025,6053
P92023,2025,8889
P92024,2025,5146
P92026,2025,7467
P92028,2025,4827
P92029,2025,4477
P92030,2025,4510
P92031,2025,4565
P92033,2025,4778
P92034,2025,5561
P92038,2025,3191
P92041,2025,8552
P92042,2025,9077
P92602,2025,2474
P92605,2025,7935
P92607,2025,7889
P92615,2025,4862
P92620,2025,8043
P92621,2025,4353
P92626,2025,6256
P92630,2025,2924
P92633,2025,3489
P92634,2025,4878
P92635,2025,2004
P92637,2025,4110
P92639,2025,3072
P92642,2025,5390
P92646,2025,3576
P92647,2025,6456
P92648,2025,5679
P92651,2025,5620
Y00020,2025,8739
Y00026,2025,2635
Y00033,2025,6785
Y00049,2025,324
Y00050,2025,7023
Y00054,2025,122
Y00056,2025,739
Y00057,2025,15413
Y00060,2025,570
Y00078,2025,5383
Y00080,2025,7100
Y00081,2025,20
Y00090,2025,8235
Y00137,2025,32990
Y00140,2025,2139
Y00155,2025,10841
Y00159,2025,31742
Y00182,2025,1120
Y00184,2025,9557
Y00185,2025,11493
Y00186,2025,1754
Y00200,2025,4452
Y00206,2025,10050
Y00228,2025,2510
Y00230,2025,1
Y00252,2025,3112
Y00265,2025,16026
Y00278,2025,3706
Y00286,2025,3386
Y00293,2025,9369
Y00297,2025,4911
Y00312,2025,4626
Y00316,2025,5466
Y00344,2025,1730
Y00347,2025,5487
Y00351,2025,12214
Y00352,2025,23519
Y00361,2025,45
Y00399,2025,4048
Y00403,2025,7915
Y00411,2025,11801
Y00412,2025,5758
Y00437,2025,10611
Y00445,2025,19565
Y00446,2025,3136
Y00469,2025,11896
Y00471,2025,7734
Y00475,2025,5297
Y00486,2025,7569
Y00492,2025,8894
Y00507,2025,3531
Y00522,2025,1
Y00560,2025,17480
Y00568,2025,4901
Y00612,2025,4811
Y00726,2025,5569
Y00758,2025,2586
Y00774,2025,5174
Y00902,2025,3502
Y00918,2025,6756
Y00969,2025,11790
Y00996,2025,4366
Y00999,2025,11613
Y01008,2025,54651
Y01011,2025,11151
Y01050,2025,7564
Y01051,2025,8679
Y01057,2025,1172
Y01066,2025,9043
Y01068,2025,4911
Y01090,2025,8432
Y01108,2025,3789
Y01118,2025,3449
Y01127,2025,6458
Y01132,2025,13092
Y01163,2025,4009
Y01206,2025,9997
Y01221,2025,3358
Y01262,2025,33
Y01280,2025,2367
Y01281,2025,4588
Y01291,2025,10393
Y01652,2025,6159
Y01655,2025,10049
Y01690,2025,7075
Y01695,2025,4125
Y01719,2025,9188
Y01756,2025,6228
Y01794,2025,15036
Y01795,2025,8007
Y01812,2025,11246
Y01839,2025,7342
Y01845,2025,45
Y01922,2025,11931
Y01924,2025,74
Y01929,2025,52556
Y01948,2025,2538
Y01964,2025,28636
Y02002,2025,21047
Y02045,2025,7
Y02117,2025,15863
Y02177,2025,6804
Y02212,2025,2750
Y02274,2025,3886
Y02319,2025,7781
Y02321,2025,5778
Y02322,2025,9545
Y02325,2025,5363
Y02332,2025,18503
Y02342,2025,9705
Y02354,2025,9199
Y02378,2025,6336
Y02423,2025,44332
Y02463,2025,12351
Y02466,2025,12201
Y02469,2025,9870
Y02476,2025,14261
Y02494,2025,8460
Y02510,2025,6786
