GP_CODE,total_oc_submissions,TOTAL_PATIENTS,oc_rate,tertile,REGION_NAME,SUPPLIER
N81056,368.0,9630,1.9106957424714435,Mid,NORTH WEST,TPP
N81057,3365.0,12693,13.255337587646736,High,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81059,714.0,12651,2.821911311358786,Mid,NORTH WEST,TPP
N81060,319.0,9018,1.7686848525171879,Mid,NORTH WEST,Blinx Healthcare
N81061,1735.0,10416,8.328533026113671,Mid,NORTH WEST,Blinx Healthcare
N81062,3470.0,14956,11.60069537309441,High,NORTH WEST,"ACCURX LIMITED, Blinx Healthcare"
N81063,120.0,12182,0.49252996223936957,Low,NORTH WEST,Blinx Healthcare
N81064,50.0,6717,0.37218996575852314,Low,NORTH WEST,Blinx Healthcare
N81065,1745.0,8287,10.528538675033186,High,NORTH WEST,"ECONSULT HEALTH LIMITED, TPP"
N81066,3065.0,14463,10.596003595381317,High,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81067,1801.0,9143,9.849064858361588,High,NORTH WEST,"ACCURX LIMITED, Blinx Healthcare"
N81068,2472.0,15569,7.938852848609416,Mid,NORTH WEST,SILICON PRACTICE LTD
N81069,1197.0,4762,12.568248635027299,High,NORTH WEST,ACCURX LIMITED
N81070,3563.0,10348,17.21588712794743,High,NORTH WEST,ACCURX LIMITED
N81071,7.0,4412,0.07932910244786945,Low,NORTH WEST,Blinx Healthcare
N81072,362.0,7902,2.290559352062769,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81074,93.0,5488,0.8473032069970845,Low,NORTH WEST,ACCURX LIMITED
N81075,1798.0,16450,5.4650455927051675,Mid,NORTH WEST,ECONSULT HEALTH LIMITED
N81077,4455.0,13013,17.117497886728653,High,NORTH WEST,ACCURX LIMITED
N81079,582.0,9909,2.936724190130185,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81080,170.0,8708,0.9761139182361047,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81081,1556.0,9705,8.016486347243688,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N81082,2780.0,14988,9.274085935414998,High,NORTH WEST,PATCHS HEALTH LIMITED
N81083,1016.0,5097,9.966647047282716,High,NORTH WEST,TPP
N81084,5543.0,21771,12.730237471866243,High,NORTH WEST,ACCURX LIMITED
N81085,3557.0,10346,17.190218441909916,High,NORTH WEST,"ACCURX LIMITED, Blinx Healthcare"
N81087,3490.0,24109,7.237960927454478,Mid,NORTH WEST,Blinx Healthcare
N81088,4346.0,12711,17.095429155849267,High,NORTH WEST,"ACCURX LIMITED, Blinx Healthcare"
N81089,1362.0,7982,8.531696316712603,High,NORTH WEST,ECONSULT HEALTH LIMITED
N81090,1303.0,5407,12.049195487331238,High,NORTH WEST,PATCHS HEALTH LIMITED
N81092,682.0,15115,2.256037049288786,Mid,NORTH WEST,Blinx Healthcare
N81093,2929.0,15867,9.229848112434613,High,NORTH WEST,Blinx Healthcare
N81096,2306.0,8723,13.217929611372233,High,NORTH WEST,ACCURX LIMITED
N81097,31.0,4884,0.31736281736281735,Low,NORTH WEST,TPP
N81100,677.0,8059,4.2002729867229185,Mid,NORTH WEST,Blinx Healthcare
N81101,109.0,8052,0.6768504719324391,Low,NORTH WEST,PATCHS HEALTH LIMITED
N81102,109.0,4388,1.2420237010027348,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81107,195.0,3617,2.695604091788775,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N81108,1153.0,10826,5.325143173840754,Mid,NORTH WEST,"ECONSULT HEALTH LIMITED, TPP"
N81109,1428.0,6890,10.362844702467346,High,NORTH WEST,TPP
N81111,28.0,7487,0.18699078402564445,Low,NORTH WEST,Blinx Healthcare
N81113,82.0,7390,0.5548037889039242,Low,NORTH WEST,Blinx Healthcare
N81114,1706.0,10797,7.900342687783644,Mid,NORTH WEST,TPP
N81115,262.0,8134,1.6105237275633146,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N81118,176.0,8666,1.0154627279021464,Low,NORTH WEST,PATCHS HEALTH LIMITED
N81119,62.0,5223,0.5935286233965155,Low,NORTH WEST,Blinx Healthcare
N81120,62.0,6175,0.5020242914979758,Low,NORTH WEST,PATCHS HEALTH LIMITED
N81121,246.0,6852,1.795096322241681,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81122,577.0,10247,2.8154581828827947,Mid,NORTH WEST,"CONTINUUM HEALTH LIMITED, ECONSULT HEALTH LIMITED"
N81123,66.0,7297,0.45224064684116766,Low,NORTH WEST,ACCURX LIMITED
N81125,99.0,7669,0.6454557308645195,Low,NORTH WEST,Blinx Healthcare
N81127,318.0,8686,1.8305318903983419,Mid,NORTH WEST,ACCURX LIMITED
N81607,362.0,3934,4.600915099135739,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81614,49.0,5621,0.435865504358655,Low,NORTH WEST,ACCURX LIMITED
N81619,76.0,3851,0.9867566865749156,Low,NORTH WEST,Blinx Healthcare
N81623,553.0,9525,2.9028871391076114,Mid,NORTH WEST,"ECONSULT HEALTH LIMITED, PATCHS HEALTH LIMITED"
N81624,53.0,8606,0.30792470369509645,Low,NORTH WEST,PATCHS HEALTH LIMITED
N81626,32.0,4729,0.33833791499259885,Low,NORTH WEST,PATCHS HEALTH LIMITED
N81628,1754.0,12744,6.8816698053986185,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N81632,1089.0,5897,9.233508563676446,High,NORTH WEST,Blinx Healthcare
N81637,19.0,2927,0.32456440040997603,Low,NORTH WEST,PATCHS HEALTH LIMITED
N81642,41.0,4740,0.4324894514767933,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N81645,365.0,2271,8.036107441655659,Mid,NORTH WEST,TPP
N81651,19.0,3571,0.2660319238308597,Low,NORTH WEST,Blinx Healthcare
N82001,155.0,6061,1.2786668866523676,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82002,235.0,5451,2.1555677857273894,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82003,77.0,4251,0.9056692542931074,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82004,15.0,3360,0.22321428571428573,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82009,479.0,8674,2.7611252017523635,Mid,NORTH WEST,Blinx Healthcare
N82011,1926.0,10774,8.93818451828476,High,NORTH WEST,Blinx Healthcare
N82014,310.0,6499,2.384982304969996,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82018,2225.0,13232,8.407648125755745,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82019,572.0,5155,5.5480116391852565,Mid,NORTH WEST,Blinx Healthcare
N82022,489.0,9945,2.458521870286576,Mid,NORTH WEST,Blinx Healthcare
N82024,1657.0,12454,6.652481130560463,Mid,NORTH WEST,Blinx Healthcare
N82026,584.0,6488,4.5006165228113435,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82033,1134.0,5784,9.802904564315352,High,NORTH WEST,Blinx Healthcare
N82034,103.0,5922,0.8696386355960823,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82035,218.0,8658,1.2589512589512588,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82036,60.0,3288,0.9124087591240875,Low,NORTH WEST,Blinx Healthcare
N82037,926.0,11526,4.017005032101336,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82039,490.0,4060,6.0344827586206895,Mid,NORTH WEST,Blinx Healthcare
N82041,1561.0,12802,6.0967036400562415,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82046,518.0,10156,2.5502166207168178,Mid,NORTH WEST,Blinx Healthcare
N82048,1093.0,7378,7.407156410951478,Mid,NORTH WEST,Blinx Healthcare
N82049,87.0,6489,0.6703652334720296,Low,NORTH WEST,Blinx Healthcare
N82050,49.0,2519,0.9726081778483525,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82052,62.0,5751,0.539036689271431,Low,NORTH WEST,Blinx Healthcare
N82053,358.0,15531,1.152533642392634,Low,NORTH WEST,Blinx Healthcare
N82054,955.0,7234,6.600774122200718,Mid,NORTH WEST,Blinx Healthcare
N82058,115.0,5649,1.017879270667375,Low,NORTH WEST,Blinx Healthcare
N82059,120.0,6031,0.9948598905654121,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82062,700.0,6960,5.028735632183908,Mid,NORTH WEST,Blinx Healthcare
N82065,33.0,4013,0.4111637179167705,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82066,837.0,9083,4.607508532423208,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82067,125.0,5546,1.126938333934367,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82070,388.0,9755,1.9887237314197848,Mid,NORTH WEST,Blinx Healthcare
N82073,1011.0,6678,7.569631626235401,Mid,NORTH WEST,Blinx Healthcare
N82074,1542.0,9146,8.429914716816095,Mid,NORTH WEST,Blinx Healthcare
N82076,305.0,10889,1.4004959133070072,Low,NORTH WEST,Blinx Healthcare
N82077,26.0,2672,0.48652694610778446,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82078,28.0,2824,0.4957507082152975,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82079,166.0,6286,1.3203945275214761,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82081,202.0,6033,1.6741256423006796,Mid,NORTH WEST,Blinx Healthcare
N82082,187.0,9569,0.9771135959870414,Low,NORTH WEST,Blinx Healthcare
N82083,1854.0,10362,8.946149392009264,High,NORTH WEST,"Blinx Healthcare, ECONSULT HEALTH LIMITED"
N82084,138.0,6483,1.0643220731142988,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82086,92.0,3773,1.2191889742910151,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82087,65.0,2341,1.3882956001708673,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82089,104.0,3750,1.3866666666666665,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82090,344.0,10083,1.7058415154219975,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82091,57.0,2207,1.291345718169461,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82092,1499.0,8393,8.930060764923152,High,NORTH WEST,Blinx Healthcare
N82093,177.0,4285,2.0653442240373394,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82094,513.0,8444,3.0376598768356233,Mid,NORTH WEST,Blinx Healthcare
N82095,374.0,4849,3.8564652505671275,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82097,1418.0,8429,8.41143670660814,Mid,NORTH WEST,ECONSULT HEALTH LIMITED
N82099,223.0,8581,1.2993823563687217,Low,NORTH WEST,Blinx Healthcare
N82101,20.0,2742,0.36469730123997085,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82103,252.0,9738,1.2939001848428835,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82104,42.0,4136,0.5077369439071566,Low,NORTH WEST,Blinx Healthcare
N82106,273.0,3652,3.737677984665937,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82107,39.0,1995,0.9774436090225563,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82108,380.0,8258,2.3007992249939453,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82109,67.0,5538,0.6049115204044782,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82110,341.0,8088,2.108061325420376,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82113,52.0,8597,0.30243108060951496,Low,NORTH WEST,Blinx Healthcare
N82115,350.0,8937,1.9581515049792997,Mid,NORTH WEST,Blinx Healthcare
N82116,1428.0,8304,8.598265895953757,High,NORTH WEST,Blinx Healthcare
N82117,3476.0,61324,2.834126932359272,Mid,NORTH WEST,Blinx Healthcare
N82617,467.0,10813,2.159437713862943,Mid,NORTH WEST,Blinx Healthcare
N82633,84.0,3760,1.1170212765957448,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82641,189.0,5542,1.7051605918440995,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82645,232.0,8984,1.2911843276936776,Low,NORTH WEST,Blinx Healthcare
N82646,481.0,9438,2.548209366391185,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82648,14.0,2732,0.2562225475841874,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82650,33.0,5032,0.3279014308426073,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82651,112.0,4075,1.3742331288343559,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82655,10.0,2306,0.21682567215958368,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82662,567.0,8246,3.4380305602716468,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N82663,64.0,4574,0.6996064713598601,Low,NORTH WEST,Blinx Healthcare
N82664,11.0,3000,0.18333333333333332,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N82668,48.0,3587,0.6690827989963759,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82669,9.0,3451,0.1303969863807592,Low,NORTH WEST,Blinx Healthcare
N82671,24.0,2692,0.4457652303120357,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82676,109.0,4085,1.3341493268053857,Low,NORTH WEST,PATCHS HEALTH LIMITED
N82678,25.0,3340,0.37425149700598803,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83001,1493.0,14784,5.049377705627705,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83002,1239.0,11771,5.262934330133378,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83003,462.0,7065,3.2696390658174095,Mid,NORTH WEST,"Engage Health Systems Limited, PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83005,629.0,8601,3.6565515637716546,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83006,721.0,3314,10.878092939046471,High,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83007,187.0,3313,2.8222155146392995,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83008,1302.0,8286,7.856625633598841,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83009,837.0,11904,3.515625,Mid,NORTH WEST,ACCURX LIMITED
N83010,245.0,6810,1.798825256975037,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83012,1935.0,10230,9.457478005865102,High,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83013,43.0,4713,0.45618502015701257,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83014,675.0,10364,3.2564646854496333,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N83017,578.0,6384,4.526942355889725,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83018,139.0,8674,0.8012451002997464,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83019,790.0,7746,5.099406145107152,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83020,3898.0,17050,11.431085043988269,High,NORTH WEST,RAPID HEALTH
N83021,1444.0,7924,9.111559818273598,High,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83023,4271.0,11438,18.670222066794896,High,NORTH WEST,Blinx Healthcare
N83024,85.0,7799,0.5449416591870753,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83025,2227.0,14474,7.693104877711759,Mid,NORTH WEST,"ACCURX LIMITED, Blinx Healthcare"
N83026,555.0,2590,10.714285714285714,High,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83027,1088.0,6586,8.259945338597024,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83028,2489.0,16758,7.426303854875283,Mid,NORTH WEST,"ACCURX LIMITED, Blinx Healthcare"
N83030,65.0,5436,0.5978660779985283,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83031,1009.0,7189,7.017665878425372,Mid,NORTH WEST,Blinx Healthcare
N83032,1392.0,12304,5.65669700910273,Mid,NORTH WEST,ACCURX LIMITED
N83033,133.0,5423,1.2262585284897658,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83035,991.0,7047,7.031360862778487,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83041,384.0,4775,4.020942408376963,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N83043,214.0,3896,2.746406570841889,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N83045,455.0,10275,2.214111922141119,Mid,NORTH WEST,Blinx Healthcare
N83047,134.0,5404,1.239822353811991,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83049,1314.0,4267,15.397234591047573,High,NORTH WEST,"ACCURX LIMITED, Engage Health Systems Limited, SILICON PRACTICE LTD"
N83050,94.0,5051,0.9305088101366066,Low,NORTH WEST,Blinx Healthcare
N83053,1847.0,9238,9.996752543840659,High,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83054,794.0,4268,9.30178069353327,High,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83601,271.0,8142,1.6642102677474822,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N83603,367.0,7925,2.3154574132492116,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N83605,133.0,6390,1.0406885758998434,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83608,2218.0,15570,7.12267180475273,Mid,NORTH WEST,Blinx Healthcare
N83609,88.0,4950,0.888888888888889,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83610,30.0,2396,0.6260434056761268,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83614,371.0,6445,2.878200155159038,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N83619,4.0,5343,0.03743215422047539,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83620,42.0,3853,0.545029846872567,Low,NORTH WEST,Blinx Healthcare
N83621,18.0,2836,0.31734837799717913,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83622,54.0,2569,1.0509926041261193,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83633,49.0,3818,0.641697223677318,Low,NORTH WEST,PATCHS HEALTH LIMITED
N83637,302.0,3233,4.67058459635014,Mid,NORTH WEST,"PATCHS HEALTH LIMITED, SILICON PRACTICE LTD"
N84001,346.0,9048,1.9120247568523427,Mid,NORTH WEST,ECONSULT HEALTH LIMITED
N84002,16.0,2491,0.32115616218386195,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84003,405.0,10121,2.000790435727695,Mid,NORTH WEST,Blinx Healthcare
N84004,880.0,7743,5.682551982435749,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N84005,2160.0,12469,8.661480471569494,High,NORTH WEST,Blinx Healthcare
N84006,1620.0,11662,6.94563539701595,Mid,NORTH WEST,Blinx Healthcare
N84007,48.0,6241,0.3845537574106713,Low,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N84008,291.0,9675,1.503875968992248,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84010,22.0,5720,0.19230769230769232,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84011,162.0,6514,1.2434755910346946,Low,NORTH WEST,ECONSULT HEALTH LIMITED
N84012,243.0,11428,1.0631781589079454,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84013,93.0,10903,0.42648812253508217,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84014,729.0,3781,9.640306797143612,High,NORTH WEST,ACCURX LIMITED
N84015,506.0,5773,4.382470119521913,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N84016,121.0,5557,1.0887169335972646,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84017,372.0,9446,1.9690874444209185,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N84018,2736.0,14892,9.186140209508462,High,NORTH WEST,"ACCURX LIMITED, Blinx Healthcare"
N84019,235.0,6476,1.814391599752934,Mid,NORTH WEST,Blinx Healthcare
N84020,248.0,10375,1.1951807228915663,Low,NORTH WEST,Blinx Healthcare
N84021,859.0,15950,2.6927899686520376,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N84023,1182.0,7915,7.466835123183827,Mid,NORTH WEST,Blinx Healthcare
N84024,152.0,9313,0.8160635670568022,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84025,355.0,10155,1.7479074347612014,Mid,NORTH WEST,"Blinx Healthcare, ECONSULT HEALTH LIMITED"
N84027,91.0,5708,0.7971268395234758,Low,NORTH WEST,Blinx Healthcare
N84028,537.0,7464,3.597266881028939,Mid,NORTH WEST,ECONSULT HEALTH LIMITED
N84029,886.0,5737,7.721805821858115,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N84034,398.0,7925,2.5110410094637223,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N84035,115.0,3559,1.615622365833099,Mid,NORTH WEST,Blinx Healthcare
N84038,92.0,6104,0.7536041939711665,Low,NORTH WEST,Blinx Healthcare
N84041,144.0,6110,1.1783960720130933,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84605,271.0,8637,1.56883177029061,Low,NORTH WEST,Blinx Healthcare
N84613,70.0,4550,0.7692307692307693,Low,NORTH WEST,ECONSULT HEALTH LIMITED
N84614,33.0,3317,0.4974374434730178,Low,NORTH WEST,PATCHS HEALTH LIMITED
N84615,59.0,3494,0.8443045220377791,Low,NORTH WEST,Blinx Healthcare
N84617,49.0,5314,0.4610462928114415,Low,NORTH WEST,"ECONSULT HEALTH LIMITED, PATCHS HEALTH LIMITED"
N84621,212.0,7881,1.3450069788097958,Low,NORTH WEST,Blinx Healthcare
N84625,1404.0,5973,11.752887995981919,High,NORTH WEST,PATCHS HEALTH LIMITED
N84626,42.0,1661,1.2642986152919928,Low,NORTH WEST,Blinx Healthcare
N85002,2136.0,18988,5.624605013692859,Mid,NORTH WEST,Blinx Healthcare
N85005,2949.0,11168,13.202901146131804,High,NORTH WEST,PATCHS HEALTH LIMITED
N85006,2074.0,9495,10.921537651395472,High,NORTH WEST,PATCHS HEALTH LIMITED
N85007,3209.0,20980,7.647759771210677,Mid,NORTH WEST,Blinx Healthcare
N85008,2374.0,13802,8.600202869149397,High,NORTH WEST,Blinx Healthcare
N85012,1770.0,9226,9.592456102319531,High,NORTH WEST,PATCHS HEALTH LIMITED
N85013,3073.0,7683,19.998698425094364,High,NORTH WEST,Blinx Healthcare
N85015,1073.0,7926,6.768861973252586,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N85016,1828.0,8674,10.5372377219276,High,NORTH WEST,PATCHS HEALTH LIMITED
N85017,163.0,5601,1.4550973040528477,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85018,1328.0,6118,10.853220006538084,High,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N85019,853.0,8897,4.793750702483984,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N85020,4168.0,15639,13.325660208453225,High,NORTH WEST,PATCHS HEALTH LIMITED
N85021,40.0,3030,0.6600660066006601,Low,NORTH WEST,Blinx Healthcare
N85022,155.0,4400,1.7613636363636362,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N85023,140.0,5707,1.2265638689328895,Low,NORTH WEST,Blinx Healthcare
N85024,1349.0,9452,7.136055861193398,Mid,NORTH WEST,Blinx Healthcare
N85025,1329.0,5829,11.399897066392176,High,NORTH WEST,PATCHS HEALTH LIMITED
N85027,1482.0,9001,8.232418620153314,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N85028,1440.0,13339,5.397705974960642,Mid,NORTH WEST,Blinx Healthcare
N85031,97.0,3776,1.284427966101695,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85032,411.0,6498,3.1625115420129273,Mid,NORTH WEST,Blinx Healthcare
N85037,58.0,5938,0.4883799259009768,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85038,119.0,4212,1.412630579297246,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85044,1149.0,20661,2.7806011325686075,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N85046,572.0,5058,5.654408857255833,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N85047,1675.0,7003,11.95916035984578,High,NORTH WEST,PATCHS HEALTH LIMITED
N85048,285.0,5206,2.7372262773722627,Mid,NORTH WEST,Blinx Healthcare
N85051,3682.0,17638,10.437691348225423,High,NORTH WEST,PATCHS HEALTH LIMITED
N85052,1233.0,4844,12.72708505367465,High,NORTH WEST,PATCHS HEALTH LIMITED
N85054,1004.0,5116,9.812353401094605,High,NORTH WEST,PATCHS HEALTH LIMITED
N85057,55.0,1903,1.445086705202312,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85059,316.0,8268,1.9109820996613451,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N85616,329.0,4586,3.587003924989097,Mid,NORTH WEST,"Blinx Healthcare, PATCHS HEALTH LIMITED"
N85617,556.0,4871,5.707246971874358,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N85620,287.0,6411,2.2383403525191077,Mid,NORTH WEST,Blinx Healthcare
N85625,362.0,16517,1.095840649028274,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85629,162.0,4715,1.7179215270413575,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N85633,596.0,5084,5.861526357199056,Mid,NORTH WEST,PATCHS HEALTH LIMITED
N85634,31.0,1897,0.8170795993674222,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85640,21.0,2857,0.36751837591879594,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85643,100.0,4088,1.223091976516634,Low,NORTH WEST,PATCHS HEALTH LIMITED
N85648,581.0,4191,6.931519923645908,Mid,NORTH WEST,PATCHS HEALTH LIMITED
P81002,10449.0,64283,8.127343154488745,Mid,NORTH WEST,PATCHS HEALTH LIMITED
P81003,66.0,8374,0.3940769047050394,Low,NORTH WEST,ACCURX LIMITED
P81005,127.0,12321,0.5153802451099748,Low,NORTH WEST,IPLATO HEALTHCARE LTD.
P81006,5934.0,20616,14.391734575087312,High,NORTH WEST,ACCURX LIMITED
P81008,91.0,7291,0.6240570566451791,Low,NORTH WEST,ACCURX LIMITED
P81010,34.0,5633,0.3017930055032842,Low,NORTH WEST,ACCURX LIMITED
P81013,383.0,15713,1.218736078406415,Low,NORTH WEST,ACCURX LIMITED
P81014,185.0,9760,0.9477459016393442,Low,NORTH WEST,ACCURX LIMITED
P81015,255.0,13676,0.9322901433167594,Low,NORTH WEST,ACCURX LIMITED
P81016,425.0,12440,1.7081993569131833,Mid,NORTH WEST,ACCURX LIMITED
P81017,268.0,14884,0.9002956194571352,Low,NORTH WEST,ACCURX LIMITED
P81018,2652.0,7990,16.595744680851062,High,NORTH WEST,ACCURX LIMITED
P81020,4406.0,24735,8.90640792399434,High,NORTH WEST,ACCURX LIMITED
P81022,159.0,11241,0.7072324526287697,Low,NORTH WEST,"ACCURX LIMITED, PATCHS HEALTH LIMITED"
P81025,2601.0,12788,10.16969033468877,High,NORTH WEST,ACCURX LIMITED
P81027,3795.0,15350,12.361563517915311,High,NORTH WEST,ACCURX LIMITED
P81029,4837.0,24065,10.049864949096198,High,NORTH WEST,ACCURX LIMITED
