period,GP_CODE,all_fast,all_known,all_total,gp_fast,gp_known,gp_total
mar,N84605,1182,2879,2879,741,1672,1672
mar,N84613,1282,2292,2292,735,1064,1064
mar,N84614,1377,2048,2048,1058,1306,1306
mar,N84615,586,1007,1007,482,723,723
mar,N84617,1306,1997,1997,850,1113,1113
mar,N84621,1061,2662,2662,816,1658,1658
mar,N84625,2115,3147,3147,1278,1627,1627
mar,N84626,214,543,543,165,391,391
mar,N85002,15482,21496,21496,1776,3087,3087
mar,N85005,2751,5573,5573,1650,2103,2103
mar,N85006,3015,6036,6036,1996,3002,3002
mar,N85007,4289,9762,9762,3232,5112,5112
mar,N85008,3834,7876,7876,2399,3672,3672
mar,N85012,1924,4669,4669,892,2062,2062
mar,N85013,4386,6103,6103,3350,3691,3691
mar,N85015,4491,6013,6013,3191,3719,3719
mar,N85016,2122,3604,3604,1337,1713,1713
mar,N85017,905,2321,2321,397,803,803
mar,N85018,2883,4369,4369,1125,1730,1730
mar,N85019,3079,4514,4514,1139,1444,1444
mar,N85020,3040,6723,6723,2163,3649,3649
mar,N85021,826,1521,1521,367,553,553
mar,N85022,788,1779,1779,403,698,698
mar,N85023,1825,3164,3164,1313,1669,1669
mar,N85024,1711,4302,4302,1338,2092,2092
mar,N85025,2725,4324,4324,2473,2918,2918
mar,N85027,3976,6638,6638,1462,2002,2002
mar,N85028,3142,7357,7357,1745,3182,3182
mar,N85031,792,1606,1606,576,899,899
mar,N85032,1534,3697,3697,920,1319,1319
mar,N85037,1701,3060,3060,1031,1580,1580
mar,N85038,817,1918,1918,608,1138,1138
mar,N85044,7227,12877,12877,3529,5651,5651
mar,N85046,1456,2808,2808,470,1150,1150
mar,N85047,3369,4857,4857,2886,3270,3270
mar,N85048,1527,3186,3186,1296,1860,1860
mar,N85051,5104,11286,11286,3697,6643,6643
mar,N85052,1673,3098,3098,1101,1461,1461
mar,N85054,1048,2404,2404,829,1427,1427
mar,N85057,510,869,869,289,419,419
mar,N85059,2028,3784,3784,1300,1863,1863
mar,N85616,1446,2840,2840,1170,1737,1737
mar,N85617,1417,2989,2989,1240,1931,1931
mar,N85620,1846,3528,3528,1620,2436,2436
mar,N85625,7345,13340,13340,2102,3272,3272
mar,N85629,1529,2388,2388,1051,1358,1358
mar,N85633,1257,2253,2253,1080,1492,1492
mar,N85634,363,1223,1223,271,918,918
mar,N85640,793,1190,1190,381,500,500
mar,N85643,1076,2013,2013,524,722,722
mar,N85648,1806,2431,2431,1563,1800,1800
mar,P81002,16311,28090,28090,12910,17387,17387
mar,P81003,1908,3590,3590,1344,1676,1676
mar,P81005,2759,5004,5004,1557,2238,2238
mar,P81006,4083,11636,11636,931,3058,3058
mar,P81008,956,2581,2581,728,1382,1382
mar,P81010,1254,2341,2341,997,1241,1241
mar,P81013,2393,5737,5737,1696,2822,2822
mar,P81014,1572,2660,2660,916,1195,1195
mar,P81015,3615,5880,5880,2677,3667,3667
mar,P81016,3403,5485,5485,1625,2533,2533
mar,P81017,1891,5272,5272,1211,2843,2843
mar,P81018,1512,3333,3333,1216,1689,1689
mar,P81020,6230,11690,11690,3981,5814,5814
mar,P81022,1692,3451,3451,1288,1902,1902
mar,P81025,2315,5152,5152,807,1959,1959
mar,P81027,3718,7619,7619,779,2180,2180
mar,P81029,5907,11776,11776,1524,3718,3718
mar,P81031,1532,2503,2503,1011,1219,1219
mar,P81032,3046,6176,6176,1657,2938,2938
mar,P81033,1117,3537,3537,244,1071,1071
mar,P81035,869,2544,2544,598,1506,1506
mar,P81036,3767,8164,8164,1712,3372,3372
mar,P81037,2848,6951,6951,942,1727,1727
mar,P81038,3384,5180,5180,1948,2371,2371
mar,P81039,1135,2170,2170,700,994,994
mar,P81040,2632,5395,5395,1567,2454,2454
mar,P81041,872,2612,2612,706,1478,1478
mar,P81042,2896,6225,6225,1987,3013,3013
mar,P81043,641,2337,2337,376,822,822
mar,P81044,2679,6763,6763,864,2519,2519
mar,P81045,905,1626,1626,585,814,814
mar,P81046,924,1905,1905,606,863,863
mar,P81047,5194,8834,8834,1818,3156,3156
mar,P81051,3190,6367,6367,2183,2961,2961
mar,P81053,1611,3398,3398,750,962,962
mar,P81054,1548,3531,3531,914,1530,1530
mar,P81055,2072,5507,5507,988,2910,2910
mar,P81057,2269,5937,5937,1493,3157,3157
mar,P81058,1721,3838,3838,1109,2016,2016
mar,P81059,2858,4765,4765,1035,1404,1404
mar,P81061,921,1859,1859,379,674,674
mar,P81062,1659,3584,3584,1052,1616,1616
mar,P81063,1573,4555,4555,379,1368,1368
mar,P81065,3639,7944,7944,2890,4058,4058
mar,P81066,2210,4266,4266,768,1454,1454
mar,P81067,2187,5578,5578,1460,2936,2936
mar,P81069,2374,5115,5115,1197,1786,1786
mar,P81070,2299,3885,3885,1165,1449,1449
mar,P81071,962,2229,2229,496,1091,1091
mar,P81072,1477,5025,5025,548,1541,1541
mar,P81073,2875,6971,6971,1135,2568,2568
mar,P81074,2397,5805,5805,487,1320,1320
mar,P81076,1888,5230,5230,698,1621,1621
mar,P81077,1891,4745,4745,1122,1707,1707
mar,P81078,2878,5359,5359,1722,2554,2554
mar,P81079,3170,6329,6329,1571,2533,2533
mar,P81081,1259,3011,3011,836,1611,1611
mar,P81082,2087,5832,5832,1192,3218,3218
mar,P81083,1795,3656,3656,1429,1883,1883
mar,P81084,2617,4524,4524,651,1428,1428
mar,P81086,3272,5150,5150,1723,2092,2092
mar,P81087,2533,6698,6698,452,1720,1720
mar,P81088,1722,3174,3174,1163,1548,1548
mar,P81089,2409,5435,5435,1069,1781,1781
mar,P81092,2176,4436,4436,779,1548,1548
mar,P81095,6506,8461,8461,577,941,941
mar,P81096,1188,3490,3490,591,1747,1747
mar,P81099,1940,4186,4186,1170,1664,1664
mar,P81100,2634,6845,6845,1245,2316,2316
mar,P81103,4979,7476,7476,2946,4276,4276
mar,P81107,1563,3414,3414,1126,1746,1746
mar,P81112,7430,13673,13673,3820,5323,5323
mar,P81113,2529,4597,4597,1157,1973,1973
mar,P81115,6063,9453,9453,3155,4441,4441
mar,P81117,1766,3341,3341,896,1297,1297
mar,P81118,2030,4016,4016,696,1152,1152
mar,P81119,2801,4326,4326,2106,2505,2505
mar,P81123,1305,2516,2516,763,1104,1104
mar,P81125,2295,3475,3475,1744,2176,2176
mar,P81127,971,2641,2641,675,1375,1375
mar,P81128,2106,4746,4746,430,1814,1814
mar,P81129,1863,4855,4855,1142,2219,2219
mar,P81130,1825,4562,4562,1115,1703,1703
mar,P81132,4710,6945,6945,2335,2692,2692
mar,P81133,2976,4124,4124,1332,1609,1609
mar,P81136,1374,1806,1806,331,344,344
mar,P81137,2021,3451,3451,1448,1831,1831
mar,P81138,846,2012,2012,301,622,622
mar,P81140,2735,5450,5450,1997,2898,2898
mar,P81143,2457,4568,4568,1242,1575,1575
mar,P81147,1838,3302,3302,876,1229,1229
mar,P81149,1923,4715,4715,574,1210,1210
mar,P81150,5338,8051,8051,3673,4319,4319
mar,P81154,4425,5978,5978,4133,4372,4372
mar,P81155,2014,2723,2723,1175,1269,1269
mar,P81157,2121,5151,5151,786,1444,1444
mar,P81159,3011,6637,6637,933,1930,1930
mar,P81160,3804,6350,6350,1602,2204,2204
mar,P81165,246,767,767,190,404,404
mar,P81166,461,983,983,203,298,298
mar,P81167,1818,2751,2751,1089,1469,1469
mar,P81169,1283,2876,2876,854,1410,1410
mar,P81170,2058,3888,3888,1234,2053,2053
mar,P81171,894,1634,1634,680,995,995
mar,P81172,2431,5681,5681,1927,3200,3200
mar,P81179,957,3089,3089,315,802,802
mar,P81180,678,1296,1296,415,612,612
mar,P81181,1349,2426,2426,689,963,963
mar,P81182,2112,3228,3228,721,834,834
mar,P81184,1998,4029,4029,1130,1803,1803
mar,P81185,2318,4835,4835,813,1342,1342
mar,P81186,921,1906,1906,595,870,870
mar,P81191,3810,6191,6191,2237,2824,2824
mar,P81196,10027,15056,15056,4373,5695,5695
mar,P81197,876,1896,1896,515,868,868
mar,P81201,1144,2129,2129,655,815,815
mar,P81208,3572,6894,6894,1854,2808,2808
mar,P81212,2875,4209,4209,2383,2797,2797
mar,P81213,2796,6713,6713,1742,3291,3291
mar,P81214,933,1529,1529,439,479,479
mar,P81218,1564,2716,2716,1339,1896,1896
mar,P81620,238,524,524,206,294,294
mar,P81622,1907,3636,3636,816,1389,1389
mar,P81633,1052,1787,1787,890,1173,1173
mar,P81646,1109,1917,1917,641,832,832
mar,P81647,1431,1801,1801,829,914,914
mar,P81655,1408,4217,4217,402,1194,1194
mar,P81664,3052,6357,6357,1907,2708,2708
mar,P81668,1755,2577,2577,833,838,838
mar,P81674,2778,4290,4290,1082,1431,1431
mar,P81681,3125,5468,5468,1610,1880,1880
mar,P81683,3900,4938,4938,3155,3400,3400
mar,P81685,707,1201,1201,280,376,376
mar,P81686,378,901,901,302,440,440
mar,P81687,448,1126,1126,313,537,537
mar,P81692,336,670,670,317,499,499
mar,P81694,762,1298,1298,501,626,626
mar,P81695,1080,2806,2806,799,1536,1536
mar,P81699,970,1484,1484,805,926,926
mar,P81701,619,1161,1161,453,654,654
mar,P81704,3389,4877,4877,1910,2297,2297
mar,P81707,1742,2271,2271,783,922,922
mar,P81709,2582,3549,3549,2049,2354,2354
mar,P81710,1577,3959,3959,1185,2267,2267
mar,P81714,1068,2528,2528,571,990,990
mar,P81721,1013,1349,1349,754,867,867
mar,P81724,699,1078,1078,593,676,676
mar,P81726,397,682,682,238,340,340
mar,P81730,2866,4792,4792,2688,3523,3523
mar,P81731,468,816,816,373,496,496
mar,P81732,447,1762,1762,200,845,845
mar,P81734,3073,6450,6450,1926,3525,3525
mar,P81735,663,948,948,258,274,274
mar,P81736,1072,1879,1879,625,761,761
mar,P81740,1069,4582,4582,800,2329,2329
mar,P81741,335,856,856,164,334,334
mar,P81742,712,1701,1701,393,616,616
mar,P81748,2051,3401,3401,1059,1496,1496
mar,P81755,944,2480,2480,649,1199,1199
mar,P81757,486,1473,1473,67,219,219
mar,P81770,1561,3036,3036,1135,1404,1404
mar,P81771,1576,2792,2792,369,669,669
mar,P81780,860,1877,1877,387,765,765
mar,P82001,1943,4205,4205,934,1760,1760
mar,P82002,1672,2905,2905,569,840,840
mar,P82003,6240,7880,7880,989,1330,1330
mar,P82004,1880,4234,4234,948,1605,1605
mar,P82005,3080,4706,4706,2576,2895,2895
mar,P82006,2328,4986,4986,1663,2512,2512
mar,P82007,6458,9962,9962,1616,3061,3061
mar,P82008,3976,7436,7436,2194,3523,3523
mar,P82009,2790,3627,3627,2184,2267,2267
mar,P82010,1488,3294,3294,622,1210,1210
mar,P82011,1440,3240,3240,868,1790,1790
mar,P82012,1645,2378,2378,805,983,983
mar,P82013,911,1502,1502,699,937,937
mar,P82014,1734,3323,3323,1270,1770,1770
mar,P82015,7987,13034,13034,6647,8363,8363
mar,P82016,2098,5132,5132,967,1836,1836
mar,P82018,1325,2470,2470,1030,1434,1434
mar,P82020,957,1989,1989,338,796,796
mar,P82021,1203,2572,2572,797,1410,1410
mar,P82022,1155,2077,2077,713,1286,1286
mar,P82023,2058,3910,3910,1124,1643,1643
mar,P82025,862,1786,1786,624,948,948
mar,P82029,1216,1903,1903,961,1125,1125
mar,P82030,899,1871,1871,656,1030,1030
mar,P82031,2256,4396,4396,883,1575,1575
mar,P82033,613,888,888,478,570,570
mar,P82034,445,1582,1582,222,604,604
mar,P82036,580,1199,1199,509,789,789
mar,P82037,962,2004,2004,627,1194,1194
mar,P82607,824,2537,2537,635,1362,1362
mar,P82609,1451,2247,2247,1054,1336,1336
mar,P82613,1026,2124,2124,680,1134,1134
mar,P82616,896,1270,1270,711,778,778
mar,P82624,999,1463,1463,259,380,380
mar,P82625,571,916,916,453,603,603
mar,P82626,1085,1984,1984,740,1040,1040
mar,P82627,896,1719,1719,500,826,826
mar,P82629,506,787,787,214,293,293
mar,P82633,764,1187,1187,651,833,833
mar,P82634,969,1941,1941,328,621,621
mar,P82640,788,1515,1515,740,1183,1183
mar,P82643,1241,3163,3163,1034,1941,1941
mar,P82652,1034,1842,1842,632,1009,1009
mar,P82660,733,1236,1236,455,516,516
mar,P83001,3232,4653,4653,2774,3104,3104
mar,P83004,1108,2148,2148,832,1076,1076
mar,P83005,1074,1969,1969,821,1166,1166
mar,P83006,2450,3582,3582,2156,2537,2537
mar,P83007,2633,4160,4160,1911,2239,2239
mar,P83009,1450,2881,2881,1242,1772,1772
mar,P83010,284,1108,1108,227,763,763
mar,P83011,2445,3603,3603,673,1044,1044
mar,P83012,6331,15997,15997,2881,6758,6758
mar,P83015,1425,2974,2974,921,1383,1383
mar,P83017,1104,2799,2799,614,1173,1173
mar,P83021,1544,3878,3878,1330,2612,2612
mar,P83024,621,1664,1664,336,801,801
mar,P83025,543,1156,1156,406,493,493
mar,P83027,433,715,715,399,495,495
mar,P83603,768,2203,2203,482,621,621
mar,P83605,335,1314,1314,230,684,684
mar,P83608,1618,2704,2704,607,804,804
mar,P83609,591,1225,1225,436,748,748
mar,P83611,942,1502,1502,684,1003,1003
mar,P83612,347,1299,1299,236,452,452
mar,P83620,1122,2286,2286,364,627,627
mar,P83621,570,730,730,481,502,502
mar,P83623,815,1347,1347,667,723,723
mar,P84004,1710,3190,3190,760,1695,1695
mar,P84005,2396,3268,3268,625,877,877
mar,P84009,1675,3465,3465,1168,1911,1911
mar,P84010,1874,3450,3450,1581,2698,2698
mar,P84012,2790,4283,4283,1484,2026,2026
mar,P84014,1670,2345,2345,1586,1982,1982
mar,P84016,1288,2812,2812,1155,1934,1934
mar,P84017,3085,4398,4398,2364,3022,3022
mar,P84018,163,792,792,87,392,392
mar,P84019,2888,4763,4763,2378,3130,3130
mar,P84020,3717,4977,4977,3433,4049,4049
mar,P84021,2197,3286,3286,1552,1749,1749
mar,P84022,1433,2230,2230,1226,1568,1568
mar,P84023,1949,3703,3703,1087,1999,1999
mar,P84024,2135,3517,3517,1856,2405,2405
mar,P84025,1189,2777,2777,163,1072,1072
mar,P84026,2329,3635,3635,938,1577,1577
mar,P84027,1253,2370,2370,825,1328,1328
mar,P84028,5185,7169,7169,2933,3673,3673
mar,P84029,2972,4618,4618,2318,2592,2592
mar,P84030,3659,5342,5342,2725,3579,3579
mar,P84032,932,2012,2012,564,913,913
mar,P84033,967,1514,1514,685,776,776
mar,P84034,3627,5786,5786,2547,3134,3134
mar,P84035,6000,8631,8631,5115,5804,5804
mar,P84037,1053,2026,2026,932,1378,1378
mar,P84038,1019,2185,2185,190,191,191
mar,P84039,1679,4677,4677,632,1689,1689
mar,P84040,960,2356,2356,721,1488,1488
mar,P84041,853,2756,2756,682,1558,1558
mar,P84042,1612,3736,3736,1357,2689,2689
mar,P84043,2374,4025,4025,1931,2772,2772
mar,P84045,986,1832,1832,715,1048,1048
mar,P84046,3289,4481,4481,2083,2583,2583
mar,P84047,688,1893,1893,581,1104,1104
mar,P84048,1206,2348,2348,1016,1261,1261
mar,P84049,2412,3734,3734,1906,2579,2579
mar,P84050,1156,2478,2478,879,1395,1395
mar,P84051,874,1976,1976,684,1152,1152
mar,P84052,3428,4891,4891,2937,3563,3563
mar,P84053,1180,2415,2415,1062,1783,1783
mar,P84054,1084,2384,2384,702,1112,1112
mar,P84056,452,844,844,391,434,434
mar,P84059,2041,3060,3060,917,1057,1057
mar,P84061,2458,3363,3363,1570,1642,1642
mar,P84064,2584,3563,3563,1723,1910,1910
mar,P84065,713,1687,1687,466,739,739
mar,P84066,1259,2518,2518,1012,1457,1457
mar,P84067,2011,3471,3471,1281,1920,1920
mar,P84068,6713,9375,9375,2507,3552,3552
mar,P84070,2029,2990,2990,979,1226,1226
mar,P84071,997,1740,1740,842,1177,1177
mar,P84072,10209,12422,12422,5389,5702,5702
mar,P84074,2552,4323,4323,1372,2300,2300
mar,P84605,295,696,696,139,318,318
mar,P84611,2753,3230,3230,739,888,888
mar,P84626,1599,2289,2289,1430,2069,2069
mar,P84630,4623,6587,6587,2637,3338,3338
mar,P84635,2176,2879,2879,1177,1261,1261
mar,P84637,949,1387,1387,823,954,954
mar,P84639,881,1432,1432,542,686,686
mar,P84644,1747,2330,2330,1103,1248,1248
mar,P84645,1304,2275,2275,628,850,850
mar,P84650,743,1549,1549,635,853,853
mar,P84651,704,1786,1786,608,1233,1233
mar,P84663,780,1559,1559,724,1124,1124
mar,P84665,634,1502,1502,471,1018,1018
mar,P84669,6052,8640,8640,5698,6540,6540
mar,P84672,548,1228,1228,478,799,799
mar,P84673,4203,7823,7823,1766,3335,3335
mar,P84678,5141,7727,7727,3290,4432,4432
mar,P84679,292,726,726,135,331,331
mar,P84683,1253,3588,3588,563,1868,1868
mar,P84684,3412,4438,4438,598,820,820
mar,P84689,3141,5978,5978,2179,3237,3237
mar,P84690,546,1173,1173,387,643,643
mar,P85002,1592,2494,2494,1228,1496,1496
mar,P85003,952,1909,1909,632,938,938
mar,P85004,886,1934,1934,721,1129,1129
mar,P85005,1986,3584,3584,1076,1648,1648
mar,P85007,1909,2555,2555,1770,2006,2006
mar,P85010,2998,6268,6268,2248,3265,3265
mar,P85011,3096,5288,5288,2654,3549,3549
mar,P85012,2188,3061,3061,1385,1471,1471
mar,P85013,3840,7799,7799,1812,3095,3095
mar,P85014,738,2119,2119,440,1016,1016
mar,P85015,2665,3707,3707,638,765,765
mar,P85016,3962,6978,6978,1479,2389,2389
mar,P85017,2038,4446,4446,492,1571,1571
mar,P85018,809,1352,1352,126,236,236
mar,P85019,2029,2767,2767,1512,1614,1614
mar,P85020,789,1696,1696,574,1002,1002
mar,P85021,2817,4175,4175,2513,2955,2955
mar,P85022,960,1573,1573,637,793,793
mar,P85026,3829,5849,5849,3031,3871,3871
mar,P85601,594,852,852,334,409,409
mar,P85605,2200,3614,3614,1055,1519,1519
mar,P85606,1089,2458,2458,530,1057,1057
mar,P85608,393,858,858,331,524,524
mar,P85610,2173,3080,3080,1066,1211,1211
mar,P85612,485,901,901,283,424,424
mar,P85614,629,1779,1779,518,981,981
mar,P85615,2600,4210,4210,1832,2849,2849
mar,P85622,1958,3676,3676,850,1643,1643
mar,P86001,950,3376,3376,529,1665,1665
mar,P86002,550,870,870,410,588,588
mar,P86003,3891,6350,6350,3340,3988,3988
mar,P86004,2201,3733,3733,1844,2412,2412
mar,P86005,760,2358,2358,624,1475,1475
mar,P86006,3020,6936,6936,2198,3833,3833
mar,P86007,3528,5423,5423,2070,3259,3259
mar,P86008,1499,3575,3575,1030,1733,1733
mar,P86009,2386,5054,5054,1363,2378,2378
mar,P86010,1617,3454,3454,1256,2363,2363
mar,P86011,2463,3963,3963,1499,2256,2256
mar,P86012,3707,5124,5124,1651,1909,1909
mar,P86013,1020,2200,2200,907,1521,1521
mar,P86014,1273,2602,2602,1063,1722,1722
mar,P86015,2177,3343,3343,951,1422,1422
mar,P86016,2649,3984,3984,1929,2569,2569
mar,P86017,720,1176,1176,533,703,703
mar,P86018,1919,3833,3833,1520,2354,2354
mar,P86019,2184,4641,4641,1734,2705,2705
mar,P86021,907,1358,1358,786,895,895
mar,P86022,1548,4077,4077,1218,2534,2534
mar,P86023,3019,4163,4163,2178,2554,2554
mar,P86026,1857,3049,3049,1651,2099,2099
mar,P86602,966,1392,1392,660,879,879
mar,P86606,1359,1973,1973,1149,1309,1309
mar,P86608,821,1431,1431,602,733,733
mar,P86609,469,846,846,359,517,517
mar,P86614,808,1637,1637,266,535,535
mar,P86619,1578,2166,2166,1125,1381,1381
mar,P86620,562,1031,1031,502,755,755
mar,P86624,1257,2263,2263,1075,1434,1434
mar,P87002,1366,3369,3369,838,1477,1477
mar,P87004,2342,4539,4539,1731,2662,2662
mar,P87008,4678,6349,6349,3350,3777,3777
mar,P87015,1716,3110,3110,597,1045,1045
mar,P87016,3455,5876,5876,2383,3216,3216
mar,P87017,1657,2760,2760,740,1215,1215
mar,P87019,3629,5975,5975,3073,3620,3620
mar,P87020,2786,6484,6484,1524,3394,3394
mar,P87022,286,916,916,142,385,385
mar,P87024,2204,4615,4615,1446,2439,2439
mar,P87025,3206,4900,4900,1461,2196,2196
mar,P87026,3450,6661,6661,1944,3158,3158
mar,P87027,2375,5989,5989,1971,3553,3553
mar,P87028,3022,6096,6096,1161,2190,2190
mar,P87032,1598,3425,3425,1308,1998,1998
mar,P87035,2656,5143,5143,2294,3121,3121
mar,P87040,1275,2650,2650,1039,1554,1554
mar,P87610,3226,6372,6372,1552,2562,2562
mar,P87613,1145,2014,2014,505,769,769
mar,P87620,1337,2709,2709,805,1324,1324
mar,P87624,1384,2794,2794,592,1117,1117
mar,P87625,490,1003,1003,390,538,538
mar,P87627,621,1397,1397,187,517,517
mar,P87630,1041,1804,1804,624,895,895
mar,P87634,3349,5185,5185,2090,2384,2384
mar,P87639,990,1951,1951,522,868,868
mar,P87648,1660,2517,2517,964,1252,1252
mar,P87649,989,2305,2305,256,737,737
mar,P87654,2482,5294,5294,997,2131,2131
mar,P87657,1027,2247,2247,614,1036,1036
mar,P87658,911,1462,1462,555,715,715
mar,P87661,434,691,691,288,358,358
mar,P88002,938,2930,2930,481,1502,1502
mar,P88003,1965,4663,4663,1366,2500,2500
mar,P88005,1692,4379,4379,1324,2067,2067
mar,P88006,2895,5870,5870,2291,3641,3641
mar,P88007,2677,5465,5465,1864,3018,3018
mar,P88008,1497,3732,3732,715,1769,1769
mar,P88009,171,660,660,154,429,429
mar,P88011,2164,4894,4894,1381,2388,2388
mar,P88012,2025,3781,3781,452,882,882
mar,P88013,3749,5838,5838,3423,3801,3801
mar,P88014,1196,2334,2334,714,969,969
mar,P88015,2608,5531,5531,1918,2768,2768
mar,P88016,3282,5909,5909,1925,2948,2948
mar,P88017,1775,3254,3254,1373,1839,1839
mar,P88018,1394,4044,4044,902,1992,1992
mar,P88019,1398,2621,2621,912,1438,1438
mar,P88020,4137,7153,7153,2049,3167,3167
mar,P88021,1760,2915,2915,1218,1682,1682
mar,P88023,1990,3499,3499,1343,1696,1696
mar,P88024,3043,5716,5716,1579,2783,2783
mar,P88025,2810,4860,4860,2308,3301,3301
mar,P88026,16689,27219,27219,6733,10784,10784
mar,P88031,1224,2683,2683,719,1323,1323
mar,P88041,1667,3364,3364,1043,1621,1621
mar,P88042,2182,3495,3495,1716,2340,2340
mar,P88043,1354,4041,4041,1089,2449,2449
mar,P88044,1056,2362,2362,864,1468,1468
mar,P88606,1316,2768,2768,1019,1603,1603
mar,P88615,892,1395,1395,803,863,863
mar,P88623,1428,3487,3487,974,2111,2111
mar,P88625,1642,3631,3631,1008,1735,1735
mar,P88632,3749,8370,8370,2997,4542,4542
mar,P89002,3641,8956,8956,1061,2148,2148
mar,P89003,1439,3571,3571,496,1219,1219
mar,P89004,1418,2549,2549,627,961,961
mar,P89005,2127,4925,4925,223,1519,1519
mar,P89006,2970,5881,5881,2470,3369,3369
mar,P89007,1238,3544,3544,875,1777,1777
mar,P89008,2861,7466,7466,784,2094,2094
mar,P89010,1339,2749,2749,932,1455,1455
mar,P89011,346,1335,1335,157,440,440
mar,P89012,1217,2826,2826,940,1408,1408
mar,P89013,852,1651,1651,674,947,947
mar,P89014,2842,5018,5018,2050,2730,2730
mar,P89015,7579,11832,11832,3127,3833,3833
mar,P89016,2559,4186,4186,1486,1980,1980
mar,P89018,1609,3818,3818,1187,1958,1958
mar,P89020,1205,2952,2952,974,1614,1614
mar,P89021,1181,3606,3606,760,1735,1735
mar,P89022,730,1445,1445,641,899,899
mar,P89023,2236,5115,5115,1100,2089,2089
mar,P89025,717,1300,1300,629,792,792
mar,P89026,1158,2639,2639,519,1021,1021
mar,P89029,2127,4020,4020,1040,1833,1833
mar,P89030,772,1986,1986,643,1119,1119
mar,P89602,943,1624,1624,833,1029,1029
mar,P89609,2266,3961,3961,925,1216,1216
mar,P89612,287,834,834,147,383,383
mar,P89613,421,1235,1235,286,645,645
mar,P89618,605,1085,1085,558,824,824
mar,P91003,1690,2816,2816,1109,1534,1534
mar,P91004,1519,2747,2747,1197,1778,1778
mar,P91006,2392,4509,4509,1840,2843,2843
mar,P91007,1241,2079,2079,1041,1367,1367
mar,P91008,1312,2552,2552,815,1376,1376
mar,P91009,1385,4236,4236,1178,2879,2879
mar,P91011,1546,1940,1940,1308,1462,1462
mar,P91012,2235,3679,3679,1718,2330,2330
mar,P91013,2104,3821,3821,1297,1599,1599
mar,P91014,1297,4638,4638,886,2268,2268
mar,P91016,1252,2795,2795,910,1649,1649
mar,P91017,1072,2919,2919,896,2120,2120
mar,P91018,1586,4540,4540,1092,2794,2794
mar,P91019,786,1689,1689,576,1090,1090
mar,P91020,2570,4688,4688,1883,2978,2978
mar,P91021,1760,5505,5505,1309,3218,3218
mar,P91026,1534,2888,2888,1048,1792,1792
mar,P91029,1440,3812,3812,937,2327,2327
mar,P91035,2535,5431,5431,1773,3569,3569
mar,P91603,872,2498,2498,776,1702,1702
mar,P91604,3014,6401,6401,1817,3354,3354
mar,P91617,507,686,686,496,589,589
mar,P91623,1594,3111,3111,898,1615,1615
mar,P91627,2154,3198,3198,827,1088,1088
mar,P91629,3139,5604,5604,2782,4060,4060
mar,P91631,1078,1863,1863,985,1551,1551
mar,P92001,813,1944,1944,593,1162,1162
mar,P92002,1206,2322,2322,621,1332,1332
mar,P92003,1629,3316,3316,797,1308,1308
mar,P92004,1957,3767,3767,1208,1765,1765
mar,P92005,696,1937,1937,197,662,662
mar,P92006,645,1790,1790,550,1146,1146
mar,P92007,1549,3090,3090,1094,1905,1905
mar,P92008,1172,3161,3161,822,1654,1654
mar,P92010,3356,6155,6155,2503,3474,3474
