period,GP_CODE,all_fast,all_known,all_total,gp_fast,gp_known,gp_total
janfeb,D83034,7860,15720,15720,2401,4248,4248
janfeb,D83035,9197,15048,15048,710,1016,1016
janfeb,D83037,13498,21141,21141,6787,7834,7834
janfeb,D83038,7841,12829,12829,2364,4836,4836
janfeb,D83040,3631,8154,8154,2319,4736,4736
janfeb,D83041,4236,9709,9709,1182,1485,1485
janfeb,D83043,2624,6840,6840,855,1571,1571
janfeb,D83044,10138,18409,18409,2021,2668,2668
janfeb,D83045,4706,6569,6569,2681,3024,3024
janfeb,D83046,15564,22521,22521,5066,6406,6406
janfeb,D83047,16245,23648,23648,3325,5202,5202
janfeb,D83048,17994,26905,26905,5550,5937,5937
janfeb,D83049,3227,6755,6755,2093,3210,3210
janfeb,D83050,8291,17497,17497,3136,6759,6759
janfeb,D83051,7723,11671,11671,1944,2276,2276
janfeb,D83053,5158,10076,10076,2100,3457,3457
janfeb,D83054,3895,6166,6166,3447,3932,3932
janfeb,D83055,11458,23984,23984,6672,9046,9046
janfeb,D83056,4774,9214,9214,2266,3444,3444
janfeb,D83057,5914,12319,12319,3288,5166,5166
janfeb,D83059,10082,17340,17340,4396,6215,6215
janfeb,D83060,10566,20811,20811,5856,9547,9547
janfeb,D83061,3274,8091,8091,566,2101,2101
janfeb,D83062,9918,13231,13231,2856,3379,3379
janfeb,D83067,3968,6782,6782,1235,1353,1353
janfeb,D83069,3615,8600,8600,1540,2714,2714
janfeb,D83070,2172,4232,4232,1224,1932,1932
janfeb,D83073,2565,3771,3771,2303,2415,2415
janfeb,D83074,7805,10555,10555,4484,4833,4833
janfeb,D83075,3888,10500,10500,1956,3532,3532
janfeb,D83076,1948,4426,4426,811,1676,1676
janfeb,D83078,6576,10474,10474,2648,3544,3544
janfeb,D83079,4284,8111,8111,803,1154,1154
janfeb,D83080,2833,4429,4429,1159,1346,1346
janfeb,D83081,6469,10336,10336,696,924,924
janfeb,D83084,2998,4887,4887,1830,2357,2357
janfeb,D83608,2921,7281,7281,1514,2948,2948
janfeb,D83610,15213,18380,18380,4813,6153,6153
janfeb,E81002,9519,14220,14220,3593,4992,4992
janfeb,E81003,15709,24571,24571,11779,14704,14704
janfeb,E81004,4359,8244,8244,2965,3321,3321
janfeb,E81005,3649,5059,5059,2990,3472,3472
janfeb,E81006,7767,11621,11621,2765,4060,4060
janfeb,E81007,5647,8295,8295,1642,2788,2788
janfeb,E81008,4322,8869,8869,2800,3639,3639
janfeb,E81009,6914,15017,15017,2324,4294,4294
janfeb,E81010,5533,8917,8917,4836,6093,6093
janfeb,E81012,7551,14259,14259,5081,7181,7181
janfeb,E81013,3646,8566,8566,2077,4171,4171
janfeb,E81014,13551,16941,16941,3722,4134,4134
janfeb,E81015,5540,11925,11925,3866,5326,5326
janfeb,E81016,2512,4620,4620,1309,1748,1748
janfeb,E81018,4506,8186,8186,3012,4623,4623
janfeb,E81019,25652,38462,38462,11631,17548,17548
janfeb,E81021,26454,36076,36076,11641,15497,15497
janfeb,E81022,7044,15125,15125,4527,6717,6717
janfeb,E81024,1870,3841,3841,835,1426,1426
janfeb,E81025,2919,5087,5087,2001,3167,3167
janfeb,E81026,10720,14766,14766,2976,4290,4290
janfeb,E81027,5792,10644,10644,3996,6271,6271
janfeb,E81028,4175,11556,11556,2776,6166,6166
janfeb,E81029,8684,17124,17124,4434,9650,9650
janfeb,E81030,5267,9324,9324,2659,3481,3481
janfeb,E81031,4354,5934,5934,2929,3111,3111
janfeb,E81032,12936,37860,37860,6021,16565,16565
janfeb,E81033,5881,13354,13354,3343,6449,6449
janfeb,E81034,4435,7677,7677,2186,2794,2794
janfeb,E81035,7710,12247,12247,5434,7251,7251
janfeb,E81036,12894,17536,17536,2916,4465,4465
janfeb,E81037,40060,56239,56239,22756,29161,29161
janfeb,E81038,16357,23887,23887,7853,10684,10684
janfeb,E81040,8740,11909,11909,2553,3816,3816
janfeb,E81041,2267,5389,5389,690,1391,1391
janfeb,E81043,13641,17590,17590,10794,11403,11403
janfeb,E81044,6732,16686,16686,2822,5410,5410
janfeb,E81045,6286,14212,14212,920,2716,2716
janfeb,E81046,6972,13066,13066,2052,3948,3948
janfeb,E81047,15204,22048,22048,5214,8169,8169
janfeb,E81048,7684,12862,12862,2913,5272,5272
janfeb,E81049,3208,6205,6205,1837,3599,3599
janfeb,E81050,6440,13371,13371,3772,6189,6189
janfeb,E81052,4055,9276,9276,1950,3635,3635
janfeb,E81057,6723,14341,14341,3044,5356,5356
janfeb,E81060,3530,6279,6279,1889,3330,3330
janfeb,E81061,3007,6136,6136,1583,3015,3015
janfeb,E81063,16237,18863,18863,7115,7567,7567
janfeb,E81069,1663,4192,4192,1093,1755,1755
janfeb,E81073,6600,12327,12327,3879,5060,5060
janfeb,E81074,8131,14664,14664,1617,2885,2885
janfeb,E81076,7041,9097,9097,2006,3108,3108
janfeb,E81612,3180,5350,5350,1940,2544,2544
janfeb,E81615,2390,3859,3859,1019,1821,1821
janfeb,E81617,4666,6843,6843,1728,2339,2339
janfeb,E81631,9981,12456,12456,3173,4416,4416
janfeb,E81632,3341,5254,5254,2452,2649,2649
janfeb,E81633,2057,3741,3741,1602,2483,2483
janfeb,E81635,4891,9730,9730,1884,4040,4040
janfeb,E82001,16474,35066,35066,12572,21417,21417
janfeb,E82002,5543,7941,7941,4008,4859,4859
janfeb,E82004,1488,2615,2615,373,779,779
janfeb,E82005,21050,48393,48393,9042,22898,22898
janfeb,E82006,6031,9224,9224,1903,2972,2972
janfeb,E82007,9335,13290,13290,3281,5196,5196
janfeb,E82008,2152,6448,6448,722,2543,2543
janfeb,E82009,6498,15189,15189,5987,11027,11027
janfeb,E82012,13555,17464,17464,10082,11001,11001
janfeb,E82013,23890,40422,40422,17523,26803,26803
janfeb,E82014,4683,10703,10703,2701,5691,5691
janfeb,E82015,2765,4892,4892,2492,3397,3397
janfeb,E82017,5708,8577,8577,4507,5485,5485
janfeb,E82018,4277,9133,9133,3486,6320,6320
janfeb,E82019,6414,11953,11953,4911,7275,7275
janfeb,E82020,4100,6245,6245,2600,3432,3432
janfeb,E82021,1645,4301,4301,1129,2642,2642
janfeb,E82022,4683,10526,10526,2281,5560,5560
janfeb,E82023,4611,6931,6931,3339,4264,4264
janfeb,E82024,15481,21387,21387,6718,9098,9098
janfeb,E82027,4559,8587,8587,2829,4601,4601
janfeb,E82031,5796,10430,10430,4171,6096,6096
janfeb,E82032,5245,10638,10638,4215,6625,6625
janfeb,E82035,3353,7334,7334,1506,2304,2304
janfeb,E82037,2833,8068,8068,1136,3365,3365
janfeb,E82038,14328,23953,23953,4918,9568,9568
janfeb,E82040,6943,15024,15024,4178,8032,8032
janfeb,E82041,6052,10964,10964,3451,4936,4936
janfeb,E82042,13350,15769,15769,2832,4133,4133
janfeb,E82043,10396,16175,16175,8545,11583,11583
janfeb,E82044,5849,11162,11162,3049,4809,4809
janfeb,E82045,12462,17016,17016,10320,12142,12142
janfeb,E82046,6778,10173,10173,5772,6806,6806
janfeb,E82050,1559,3077,3077,621,1097,1097
janfeb,E82051,12008,17557,17557,9983,12385,12385
janfeb,E82053,6168,11398,11398,3612,5511,5511
janfeb,E82055,4886,9063,9063,2249,3515,3515
janfeb,E82056,2584,6806,6806,1294,2712,2712
janfeb,E82058,5164,9570,9570,3554,5882,5882
janfeb,E82059,2505,6029,6029,2287,4058,4058
janfeb,E82060,5992,12039,12039,4747,8324,8324
janfeb,E82061,7982,13460,13460,4195,6014,6014
janfeb,E82062,8790,12542,12542,8243,9472,9472
janfeb,E82063,9780,13363,13363,5450,7010,7010
janfeb,E82066,968,2951,2951,797,1888,1888
janfeb,E82067,2947,8690,8690,1868,5011,5011
janfeb,E82068,6792,13464,13464,4515,7595,7595
janfeb,E82069,2575,5601,5601,926,1626,1626
janfeb,E82070,1347,2455,2455,659,997,997
janfeb,E82071,4622,8126,8126,1298,3039,3039
janfeb,E82073,22699,40357,40357,15752,22756,22756
janfeb,E82074,9253,16143,16143,5918,8748,8748
janfeb,E82075,9948,14270,14270,1247,2122,2122
janfeb,E82077,3412,6835,6835,1716,3642,3642
janfeb,E82078,4548,7544,7544,4046,4686,4686
janfeb,E82079,3238,8008,8008,1592,3572,3572
janfeb,E82081,4278,10088,10088,2536,5594,5594
janfeb,E82082,7598,15048,15048,5416,8725,8725
janfeb,E82083,6640,10470,10470,5298,7150,7150
janfeb,E82084,4843,9135,9135,3198,5271,5271
janfeb,E82085,4059,10741,10741,2151,5673,5673
janfeb,E82086,12404,21302,21302,7357,12037,12037
janfeb,E82088,8376,12654,12654,2214,3632,3632
janfeb,E82090,6608,10407,10407,3762,4809,4809
janfeb,E82091,5121,10283,10283,3071,5537,5537
janfeb,E82092,8989,14710,14710,4268,5841,5841
janfeb,E82093,6172,11204,11204,5372,7463,7463
janfeb,E82094,3798,8022,8022,2895,4845,4845
janfeb,E82096,2294,7556,7556,1239,3443,3443
janfeb,E82098,3969,6356,6356,3133,3989,3989
janfeb,E82099,5364,12479,12479,1616,4344,4344
janfeb,E82100,7177,12975,12975,5594,8685,8685
janfeb,E82102,4501,9885,9885,2597,5530,5530
janfeb,E82105,1628,3173,3173,1071,1657,1657
janfeb,E82106,6185,11117,11117,5092,7486,7486
janfeb,E82107,2952,6680,6680,2210,3568,3568
janfeb,E82111,2571,5349,5349,1759,2812,2812
janfeb,E82113,2946,4103,4103,2149,2495,2495
janfeb,E82115,5733,9168,9168,2430,3389,3389
janfeb,E82117,8690,13409,13409,7520,9716,9716
janfeb,E82121,2828,3904,3904,1519,1641,1641
janfeb,E82123,2316,5834,5834,1071,2711,2711
janfeb,E82124,7128,18585,18585,4830,11397,11397
janfeb,E82129,3844,9447,9447,3391,5777,5777
janfeb,E82132,2835,5429,5429,1505,2387,2387
janfeb,E82133,4104,7097,7097,3331,4834,4834
janfeb,E82626,1392,2930,2930,661,1221,1221
janfeb,E82638,2080,4312,4312,1270,2093,2093
janfeb,E82643,875,1952,1952,693,1189,1189
janfeb,E82652,1040,1722,1722,712,1020,1020
janfeb,E82654,3602,6740,6740,1811,3120,3120
janfeb,E82655,2158,3231,3231,1641,2097,2097
janfeb,E82657,2252,4910,4910,1438,2671,2671
janfeb,E82661,1369,3453,3453,362,1053,1053
janfeb,E83003,2674,5056,5056,2160,3935,3935
janfeb,E83005,4208,5314,5314,1906,2368,2368
janfeb,E83006,4479,6433,6433,3933,4930,4930
janfeb,E83007,3029,3840,3840,1173,1485,1485
janfeb,E83008,2141,3692,3692,1668,2184,2184
janfeb,E83009,6005,8186,8186,2420,3745,3745
janfeb,E83010,8403,10639,10639,7627,8719,8719
janfeb,E83011,5371,8514,8514,4183,4678,4678
janfeb,E83012,3423,6074,6074,3124,4353,4353
janfeb,E83013,3821,4680,4680,1635,1945,1945
janfeb,E83016,19032,28609,28609,15297,18784,18784
janfeb,E83017,9238,14010,14010,7729,10102,10102
janfeb,E83018,12171,16188,16188,11537,13095,13095
janfeb,E83020,4902,8010,8010,4105,5597,5597
janfeb,E83021,4521,8881,8881,3132,5390,5390
janfeb,E83024,7228,10750,10750,5341,7378,7378
janfeb,E83025,2520,3826,3826,2187,2704,2704
janfeb,E83026,2222,3087,3087,1396,1567,1567
janfeb,E83027,5965,8044,8044,4986,6129,6129
janfeb,E83028,2023,4050,4050,1461,2380,2380
janfeb,E83030,1523,4095,4095,1194,2387,2387
janfeb,E83031,5097,6722,6722,4879,5745,5745
janfeb,E83032,7268,10898,10898,3218,4730,4730
janfeb,E83034,2424,3474,3474,1290,1818,1818
janfeb,E83035,9643,15293,15293,5635,8237,8237
janfeb,E83038,8511,11949,11949,3268,4550,4550
janfeb,E83039,1818,3615,3615,1278,2216,2216
janfeb,E83041,2129,3429,3429,1246,1706,1706
janfeb,E83044,1720,4842,4842,1583,3917,3917
janfeb,E83045,11411,15020,15020,6411,7790,7790
janfeb,E83046,2770,4431,4431,1457,2107,2107
janfeb,E83050,5794,7311,7311,5431,6062,6062
janfeb,E83053,9023,12104,12104,7859,9010,9010
janfeb,E83600,11633,13997,13997,2260,2815,2815
janfeb,E83613,7064,9228,9228,5597,6634,6634
janfeb,E83621,3671,6440,6440,3198,4536,4536
janfeb,E83622,2560,5428,5428,1460,3044,3044
janfeb,E83637,2873,4859,4859,2463,3235,3235
janfeb,E83638,1220,2488,2488,775,1376,1376
janfeb,E83639,4962,6506,6506,2845,3656,3656
janfeb,E83649,2022,3326,3326,832,1403,1403
janfeb,E83653,5761,8932,8932,3654,5314,5314
janfeb,E83668,1961,3071,3071,1521,1941,1941
janfeb,E84002,3348,6524,6524,2492,3981,3981
janfeb,E84003,6953,10860,10860,5599,6418,6418
janfeb,E84004,2793,4026,4026,2608,3208,3208
janfeb,E84005,2273,4867,4867,710,1216,1216
janfeb,E84006,7756,14544,14544,5276,8412,8412
janfeb,E84007,2156,4699,4699,524,1240,1240
janfeb,E84008,3396,7857,7857,1542,2773,2773
janfeb,E84009,9128,14284,14284,7580,10165,10165
janfeb,E84011,378,1020,1020,120,414,414
janfeb,E84012,2523,5979,5979,1843,3773,3773
janfeb,E84013,8351,11463,11463,6304,7171,7171
janfeb,E84014,6610,10572,10572,3811,5232,5232
janfeb,E84015,13559,20634,20634,7874,10542,10542
janfeb,E84017,4030,7057,7057,3001,3696,3696
janfeb,E84018,2724,5701,5701,2113,3274,3274
janfeb,E84020,8303,11919,11919,4436,5506,5506
janfeb,E84021,8003,12882,12882,4058,5568,5568
janfeb,E84022,2182,4968,4968,1601,2805,2805
janfeb,E84024,11368,18396,18396,5626,8117,8117
janfeb,E84025,17217,26673,26673,12461,16459,16459
janfeb,E84028,1764,4247,4247,1105,2168,2168
janfeb,E84030,1444,3859,3859,875,1920,1920
janfeb,E84031,7144,10787,10787,6450,7450,7450
janfeb,E84032,2555,4533,4533,1248,2156,2156
janfeb,E84033,3426,5967,5967,2915,3871,3871
janfeb,E84036,7348,11385,11385,5775,7222,7222
janfeb,E84039,11133,20541,20541,5336,9300,9300
janfeb,E84040,1660,3380,3380,1067,1847,1847
janfeb,E84042,2508,5417,5417,589,1774,1774
janfeb,E84044,2455,6184,6184,1637,3027,3027
janfeb,E84048,2827,6193,6193,1631,3242,3242
janfeb,E84049,5708,7381,7381,1631,2124,2124
janfeb,E84051,3605,6185,6185,3122,4127,4127
janfeb,E84053,1330,3633,3633,1073,2792,2792
janfeb,E84057,3611,6688,6688,2289,3031,3031
janfeb,E84058,7989,18374,18374,5675,10618,10618
janfeb,E84059,2096,4352,4352,921,1442,1442
janfeb,E84061,9303,15170,15170,1619,4367,4367
janfeb,E84062,6426,8250,8250,4141,4846,4846
janfeb,E84063,2116,4636,4636,1275,2005,2005
janfeb,E84066,9602,21413,21413,1939,5005,5005
janfeb,E84067,4446,9375,9375,2968,4858,4858
janfeb,E84068,10669,16495,16495,3808,5712,5712
janfeb,E84069,15300,23924,23924,1752,3756,3756
janfeb,E84070,1597,3457,3457,769,1346,1346
janfeb,E84074,5088,7869,7869,2431,3187,3187
janfeb,E84075,8417,10777,10777,6126,6506,6506
janfeb,E84076,3343,6092,6092,737,1482,1482
janfeb,E84078,5761,7488,7488,3076,3453,3453
janfeb,E84080,2847,6183,6183,1635,3743,3743
janfeb,E84083,2989,3842,3842,2218,2586,2586
janfeb,E84086,3659,4895,4895,2704,3235,3235
janfeb,E84601,4429,6970,6970,2672,3783,3783
janfeb,E84617,1190,3094,3094,660,1339,1339
janfeb,E84620,4993,8009,8009,626,1369,1369
janfeb,E84626,1263,3363,3363,730,1487,1487
janfeb,E84635,2155,4398,4398,1235,2098,2098
janfeb,E84637,1078,2945,2945,808,1948,1948
janfeb,E84638,5165,8154,8154,985,1723,1723
janfeb,E84645,5461,8713,8713,2248,3464,3464
janfeb,E84646,1708,3168,3168,1126,1714,1714
janfeb,E84647,1029,3132,3132,693,1652,1652
janfeb,E84653,2107,5075,5075,888,2256,2256
janfeb,E84656,2871,5361,5361,2175,3606,3606
janfeb,E84658,1430,3891,3891,931,2390,2390
janfeb,E84663,4139,5755,5755,1825,2320,2320
janfeb,E84665,1577,4390,4390,495,1643,1643
janfeb,E84674,1087,3177,3177,347,892,892
janfeb,E84676,1091,2424,2424,738,1547,1547
janfeb,E84678,1023,3000,3000,664,2117,2117
janfeb,E84680,1945,3478,3478,1389,1970,1970
janfeb,E84684,1621,3732,3732,603,1625,1625
janfeb,E84685,5944,9088,9088,2001,3559,3559
janfeb,E84693,6589,10241,10241,5972,7573,7573
janfeb,E84699,1707,3361,3361,926,1858,1858
janfeb,E84701,1824,4499,4499,1340,2657,2657
janfeb,E84702,13856,20560,20560,8386,9654,9654
janfeb,E84704,1202,2052,2052,989,1558,1558
janfeb,E84709,8922,18788,18788,4806,7289,7289
janfeb,E85001,2342,6575,6575,1784,2746,2746
janfeb,E85003,10584,17841,17841,7368,10454,10454
janfeb,E85004,3422,6740,6740,1518,2192,2192
janfeb,E85005,1049,2961,2961,621,1529,1529
janfeb,E85006,3316,5195,5195,2630,3012,3012
janfeb,E85007,12453,17741,17741,6126,8235,8235
janfeb,E85008,4753,8772,8772,3471,5430,5430
janfeb,E85012,2718,5038,5038,2102,3290,3290
janfeb,E85013,2001,4068,4068,1462,2195,2195
janfeb,E85014,5831,9625,9625,1041,2631,2631
janfeb,E85015,6621,9194,9194,5334,6526,6526
janfeb,E85016,6865,12278,12278,3919,6047,6047
janfeb,E85019,10538,12981,12981,7984,8452,8452
janfeb,E85020,5312,11292,11292,3922,7393,7393
janfeb,E85021,4292,6785,6785,1671,2684,2684
janfeb,E85023,2098,3357,3357,980,1612,1612
janfeb,E85024,3819,6110,6110,1439,2253,2253
janfeb,E85025,7353,9650,9650,5379,6056,6056
janfeb,E85026,3834,10664,10664,2165,5693,5693
janfeb,E85028,2950,6127,6127,2362,3697,3697
janfeb,E85029,3621,6951,6951,2131,3257,3257
janfeb,E85030,2298,5322,5322,1511,3177,3177
janfeb,E85032,1662,3134,3134,1220,1853,1853
janfeb,E85033,1795,6392,6392,790,3239,3239
janfeb,E85034,1172,3825,3825,772,1665,1665
janfeb,E85035,1412,4403,4403,571,1989,1989
janfeb,E85038,1972,3688,3688,1655,2519,2519
janfeb,E85040,4393,7172,7172,3707,4990,4990
janfeb,E85041,1854,3557,3557,1605,2149,2149
janfeb,E85042,1816,4765,4765,1413,3062,3062
janfeb,E85045,1910,3276,3276,1195,1904,1904
janfeb,E85046,3110,5293,5293,2277,3068,3068
janfeb,E85048,5895,8985,8985,2797,3085,3085
janfeb,E85049,4968,8126,8126,2741,2964,2964
janfeb,E85050,3070,6931,6931,1686,2631,2631
janfeb,E85051,1708,4702,4702,1266,2069,2069
janfeb,E85052,4287,7389,7389,3220,4399,4399
janfeb,E85053,3576,4936,4936,2770,3181,3181
janfeb,E85054,6370,13202,13202,2142,4600,4600
janfeb,E85055,5331,8283,8283,2532,3603,3603
janfeb,E85056,1706,5634,5634,689,1996,1996
janfeb,E85057,3169,7072,7072,1546,2920,2920
janfeb,E85058,1638,5068,5068,1010,2984,2984
janfeb,E85059,2646,5419,5419,1196,2308,2308
janfeb,E85060,1423,4160,4160,1020,2537,2537
janfeb,E85061,2583,5448,5448,1441,2291,2291
janfeb,E85062,8692,10935,10935,5332,6241,6241
janfeb,E85064,4448,6475,6475,2170,2420,2420
janfeb,E85066,575,2179,2179,387,1224,1224
janfeb,E85069,1486,3942,3942,923,1868,1868
janfeb,E85071,1159,2442,2442,537,958,958
janfeb,E85074,2595,4387,4387,1773,2391,2391
janfeb,E85075,2660,4226,4226,2258,2843,2843
janfeb,E85077,591,1798,1798,402,1059,1059
janfeb,E85083,4279,6960,6960,3096,3657,3657
janfeb,E85088,1903,5382,5382,742,2051,2051
janfeb,E85090,2986,5384,5384,1431,2218,2218
janfeb,E85091,1893,2454,2454,1651,1910,1910
janfeb,E85096,2879,5859,5859,1417,2686,2686
janfeb,E85098,3469,5828,5828,897,1636,1636
janfeb,E85099,2023,4655,4655,1390,2375,2375
janfeb,E85103,2980,3954,3954,1788,2111,2111
janfeb,E85107,4539,7440,7440,3029,4198,4198
janfeb,E85108,1906,4306,4306,996,2201,2201
janfeb,E85109,2019,3508,3508,859,1371,1371
janfeb,E85111,2558,4476,4476,2029,2640,2640
janfeb,E85112,5827,8728,8728,2136,2786,2786
janfeb,E85113,2164,4450,4450,1588,2811,2811
janfeb,E85114,9850,13018,13018,2686,4157,4157
janfeb,E85115,1526,3215,3215,740,1545,1545
janfeb,E85116,2990,5663,5663,1496,1911,1911
janfeb,E85118,2901,5124,5124,2528,3444,3444
janfeb,E85119,9684,13759,13759,7969,8761,8761
janfeb,E85120,7293,10409,10409,2871,4182,4182
janfeb,E85121,6999,14041,14041,2448,5577,5577
janfeb,E85122,5403,10276,10276,2037,2758,2758
janfeb,E85123,8253,10512,10512,4646,5228,5228
janfeb,E85124,21104,41151,41151,5543,13238,13238
janfeb,E85125,3673,5804,5804,1029,1944,1944
janfeb,E85126,2297,5172,5172,1119,2986,2986
janfeb,E85127,4964,8206,8206,2413,4109,4109
janfeb,E85128,18981,27627,27627,8130,12337,12337
janfeb,E85129,2916,5150,5150,2164,2666,2666
janfeb,E85130,2293,3775,3775,1890,2511,2511
janfeb,E85600,5000,6797,6797,3708,4600,4600
janfeb,E85605,6545,11100,11100,1609,3003,3003
janfeb,E85623,1332,2443,2443,655,1004,1004
janfeb,E85624,2322,5440,5440,1732,3227,3227
janfeb,E85628,1905,5242,5242,1374,2494,2494
janfeb,E85633,4372,6326,6326,3940,4636,4636
janfeb,E85635,1689,3211,3211,1259,2172,2172
janfeb,E85636,5589,11526,11526,3700,6344,6344
janfeb,E85640,1038,1780,1780,707,1124,1124
janfeb,E85643,4440,7095,7095,3055,4107,4107
janfeb,E85649,1491,2894,2894,1004,1621,1621
janfeb,E85656,3506,5310,5310,2115,2409,2409
janfeb,E85657,3359,7260,7260,1968,3444,3444
janfeb,E85658,989,2882,2882,403,1303,1303
janfeb,E85659,430,1451,1451,356,1167,1167
janfeb,E85663,5093,7998,7998,2520,3131,3131
janfeb,E85677,2727,5143,5143,1851,2810,2810
janfeb,E85680,6558,9802,9802,3164,4437,4437
janfeb,E85681,10123,13440,13440,4214,5623,5623
janfeb,E85682,2836,4368,4368,2392,2848,2848
janfeb,E85683,1281,2836,2836,1074,1865,1865
janfeb,E85685,9674,15603,15603,8421,11304,11304
janfeb,E85687,1765,4689,4689,1189,2665,2665
janfeb,E85693,11484,17829,17829,8589,10980,10980
janfeb,E85694,1157,2597,2597,1006,1787,1787
janfeb,E85696,7014,10921,10921,5756,7942,7942
janfeb,E85697,2571,5487,5487,1939,3663,3663
janfeb,E85699,4565,7848,7848,2506,3293,3293
janfeb,E85707,2657,6379,6379,1488,3104,3104
janfeb,E85708,3455,6191,6191,898,2051,2051
janfeb,E85712,5000,8779,8779,3159,3810,3810
janfeb,E85713,2132,4323,4323,706,1302,1302
janfeb,E85715,4154,6259,6259,2219,2630,2630
janfeb,E85716,16737,23629,23629,5178,5549,5549
janfeb,E85718,1343,2995,2995,941,1775,1775
janfeb,E85719,3992,8521,8521,3101,5635,5635
janfeb,E85721,782,1682,1682,537,1007,1007
janfeb,E85725,1777,4758,4758,1197,2877,2877
janfeb,E85726,934,2436,2436,780,1522,1522
janfeb,E85734,2134,4329,4329,1132,1796,1796
janfeb,E85735,4639,6832,6832,2762,3472,3472
janfeb,E85736,5543,8525,8525,3282,4580,4580
janfeb,E85739,3810,7582,7582,2894,4511,4511
janfeb,E85743,1615,2145,2145,1192,1319,1319
janfeb,E85744,6363,11434,11434,1919,4423,4423
janfeb,E85745,4138,8419,8419,2450,3455,3455
janfeb,E85746,473,2428,2428,321,1474,1474
janfeb,E85748,1511,3358,3358,1338,2750,2750
janfeb,E85750,1225,4713,4713,1080,3310,3310
janfeb,E86001,10119,15086,15086,5947,7303,7303
janfeb,E86004,6270,9917,9917,2913,3676,3676
janfeb,E86005,5609,8310,8310,3776,4725,4725
janfeb,E86006,2755,6223,6223,1985,3533,3533
janfeb,E86007,2678,7635,7635,1841,3538,3538
janfeb,E86009,1728,4763,4763,1446,3566,3566
janfeb,E86010,5873,9622,9622,3325,4677,4677
janfeb,E86011,2969,5219,5219,2448,3644,3644
janfeb,E86012,6419,9939,9939,2788,4002,4002
janfeb,E86014,3206,5622,5622,2239,2846,2846
janfeb,E86015,5117,12692,12692,2236,5898,5898
janfeb,E86016,2080,4338,4338,1341,2269,2269
janfeb,E86017,6682,13235,13235,3080,5372,5372
janfeb,E86018,4027,6217,6217,1763,2121,2121
janfeb,E86019,2209,5307,5307,1064,2805,2805
janfeb,E86020,1319,4308,4308,1145,2958,2958
janfeb,E86022,1918,5101,5101,1247,2722,2722
janfeb,E86024,2140,3637,3637,1812,2669,2669
janfeb,E86026,2121,5910,5910,1007,2814,2814
janfeb,E86027,3861,6325,6325,2265,3281,3281
janfeb,E86028,10887,14811,14811,8873,10224,10224
janfeb,E86029,3806,7919,7919,2340,4121,4121
janfeb,E86030,4629,6594,6594,3406,4126,4126
janfeb,E86033,1693,3735,3735,1306,1826,1826
janfeb,E86034,1346,2336,2336,605,1041,1041
janfeb,E86036,5069,7514,7514,3463,4177,4177
janfeb,E86038,3792,5586,5586,2018,2551,2551
janfeb,E86041,3836,6142,6142,2697,2960,2960
janfeb,E86042,2846,5898,5898,1581,2936,2936
janfeb,E86605,919,2023,2023,743,1323,1323
janfeb,E86609,3329,7046,7046,1630,2986,2986
janfeb,E86610,1162,2747,2747,876,1437,1437
janfeb,E86612,5580,7103,7103,3721,3867,3867
janfeb,E86615,2289,3349,3349,1730,2020,2020
janfeb,E86618,8935,10525,10525,1388,1797,1797
janfeb,E86619,2336,2686,2686,1682,1753,1753
janfeb,E86620,4453,5895,5895,3551,4055,4055
janfeb,E86625,1673,2795,2795,534,873,873
janfeb,E86626,1405,3249,3249,1127,2037,2037
janfeb,E86629,1445,2832,2832,931,1581,1581
janfeb,E86632,3451,6421,6421,2349,3659,3659
janfeb,E86637,10178,12343,12343,5353,5600,5600
janfeb,E86640,2697,5034,5034,1816,2657,2657
janfeb,E87002,3428,8561,8561,2776,5527,5527
janfeb,E87003,3176,5164,5164,1417,2180,2180
janfeb,E87004,6891,10137,10137,4489,5999,5999
janfeb,E87005,7682,9773,9773,5836,6591,6591
janfeb,E87006,1440,3188,3188,869,1619,1619
janfeb,E87008,7753,11925,11925,6418,7619,7619
janfeb,E87009,2105,3098,3098,1586,1895,1895
janfeb,E87010,1963,3398,3398,1666,2147,2147
janfeb,E87011,5035,7719,7719,1588,2550,2550
janfeb,E87013,6414,10864,10864,3880,6799,6799
janfeb,E87016,7614,11691,11691,3181,4543,4543
janfeb,E87021,4379,7509,7509,1611,2799,2799
janfeb,E87024,3553,7799,7799,2154,3383,3383
janfeb,E87026,1497,2522,2522,948,1552,1552
janfeb,E87029,5227,8290,8290,2445,3991,3991
janfeb,E87034,6715,12126,12126,5811,8373,8373
janfeb,E87037,1936,4291,4291,1363,2376,2376
janfeb,E87038,2993,5076,5076,1363,2413,2413
janfeb,E87043,2712,5106,5106,1967,2992,2992
janfeb,E87045,1173,3034,3034,894,1790,1790
janfeb,E87046,3964,6122,6122,3061,3718,3718
janfeb,E87047,4891,6907,6907,3596,4337,4337
janfeb,E87048,1302,2512,2512,474,1103,1103
janfeb,E87052,1430,3391,3391,880,1900,1900
janfeb,E87061,7781,13173,13173,5974,8119,8119
janfeb,E87063,8991,12821,12821,6287,7394,7394
janfeb,E87065,2775,4165,4165,1098,1436,1436
janfeb,E87066,3395,5552,5552,2284,3228,3228
janfeb,E87067,7253,9082,9082,3922,4564,4564
janfeb,E87069,162,1007,1007,75,548,548
janfeb,E87070,2008,4063,4063,683,1647,1647
janfeb,E87609,14657,19303,19303,7829,9152,9152
